"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration","Force"
0.00,0.81,-0.44,-0.06,-0.074
0.01,1.47,-2.11,2.05,-0.074
0.02,0.73,-0.29,0.25,-0.112
0.03,1.40,-0.52,0.32,-0.112
0.04,-0.82,-2.19,1.07,-0.063
0.05,-0.30,-2.49,-0.74,-0.112
0.06,2.65,-2.79,-0.96,-0.123
0.07,1.18,0.39,3.03,-0.107
0.08,0.73,-2.64,-1.34,-0.085
0.09,1.40,1.75,-0.74,-0.096
0.10,-0.08,2.58,1.53,-0.101
0.11,1.91,-1.96,0.47,-0.074
0.12,1.62,4.02,-2.47,-0.101
0.13,-4.50,3.57,3.34,-0.074
0.14,3.54,-1.13,3.49,-0.117
0.15,2.13,1.07,-3.68,-0.096
0.16,-0.23,-2.49,1.30,-0.112
0.17,-0.23,-4.08,-0.06,-0.101
0.18,2.58,-2.34,-1.79,-0.085
0.19,1.25,-0.60,0.47,-0.085
0.20,0.73,-0.52,-0.06,-0.112
0.21,0.81,-0.90,0.17,-0.123
0.22,1.25,0.54,0.09,-0.096
0.23,-1.04,-1.28,0.85,-0.090
0.24,-0.59,0.77,0.02,-0.096
0.25,3.83,-1.05,1.68,-0.123
0.26,1.62,0.99,0.47,-0.079
0.27,-0.45,-1.05,2.43,-0.096
0.28,0.36,0.54,-0.58,-0.117
0.29,1.54,-0.90,0.92,-0.085
0.30,-1.33,0.84,2.66,-0.090
0.31,1.25,-0.97,-1.64,-0.085
0.32,1.32,-3.02,1.68,-0.117
0.33,-0.45,0.01,0.92,-0.079
0.34,0.81,-1.58,0.55,-0.101
0.35,-0.37,-0.67,2.96,-0.079
0.36,-0.15,-0.14,0.55,-0.101
0.37,0.44,0.39,1.38,-0.068
0.38,1.40,0.01,2.66,-0.085
0.39,0.22,0.16,1.07,-0.096
0.40,2.50,-1.50,2.58,-0.090
0.41,-0.45,1.07,-0.43,-0.090
0.42,-0.30,-3.25,3.19,-0.090
0.43,0.14,-0.22,1.07,-0.101
0.44,0.29,-0.82,0.62,-0.063
0.45,0.07,-2.64,1.60,-0.090
0.46,-0.96,-1.66,0.25,-0.085
0.47,-0.37,-1.73,2.36,-0.085
0.48,1.32,1.15,0.09,-0.101
0.49,-0.67,2.81,0.47,-0.096
0.50,0.07,4.93,-1.04,-0.085
0.51,0.66,-0.44,-0.81,-0.047
0.52,0.14,0.16,1.38,-0.057
