"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration","Force"
0.00,0.17,-0.15,0.05,0.008
0.01,2.74,-2.72,-1.76,-0.003
0.02,0.17,1.21,0.20,0.013
0.03,1.91,3.86,1.11,-0.013
0.04,1.83,1.06,-3.42,-0.013
0.05,-1.20,3.33,0.66,0.002
0.06,0.09,2.73,0.73,-0.003
0.07,3.04,0.31,-0.10,-0.019
0.08,-0.52,-0.37,-0.78,0.002
0.09,1.45,-0.98,-1.23,0.013
0.10,1.30,-2.42,-1.08,0.002
0.11,0.17,-1.51,0.96,0.013
0.12,2.21,-0.45,-1.23,0.008
0.13,1.07,-0.30,-4.32,0.018
0.14,0.62,0.23,1.64,0.008
0.15,0.70,1.21,-0.40,0.008
0.16,1.76,0.38,-1.61,-0.003
0.17,-1.05,1.37,2.09,0.018
0.18,1.53,0.08,2.09,-0.008
0.19,3.27,0.00,-3.19,-0.013
0.20,0.17,1.67,1.41,0.008
0.21,0.77,-0.30,1.33,0.008
0.22,1.00,0.38,-2.96,-0.008
0.23,-0.89,-0.15,2.31,0.008
0.24,0.09,0.61,-0.02,0.002
0.25,1.98,-0.52,-1.91,-0.013
0.26,0.01,-0.52,0.96,0.002
0.27,0.62,-0.07,-0.55,0.008
0.28,0.47,0.00,0.81,0.008
0.29,-0.97,0.69,2.16,0.023
0.30,0.70,0.38,0.13,0.008
0.31,1.68,1.14,1.03,-0.008
0.32,0.92,-0.37,1.71,0.008
0.33,0.24,0.69,0.81,-0.003
0.34,1.00,0.00,-1.31,-0.003
0.35,0.09,-1.05,0.96,0.008
0.36,0.62,-0.60,2.16,0.008
0.37,0.77,0.69,0.50,0.013
0.38,0.54,-0.90,1.41,0.002
0.39,0.47,-2.42,-1.00,0.008
0.40,-0.82,-0.15,1.79,0.008
0.41,1.60,1.21,1.11,0.008
0.42,1.38,2.05,-1.31,-0.013
0.43,1.15,2.80,0.81,-0.013
0.44,-0.97,3.03,-2.06,0.002
0.45,-0.52,0.00,-1.15,-0.003
0.46,3.57,-0.98,0.28,-0.019
0.47,1.23,-1.96,2.31,0.018
0.48,0.01,-0.07,2.39,0.008
0.49,3.72,-2.42,-3.87,-0.008
0.50,-2.26,0.69,3.29,0.002
0.51,0.54,-1.43,0.13,0.018
0.52,4.78,-1.43,-6.58,-0.013
0.53,-1.58,2.12,5.86,0.002
0.54,1.30,-2.04,0.96,0.002
0.55,1.91,-0.45,-5.60,0.008
0.56,-1.35,3.03,3.75,0.018
0.57,1.60,-1.13,1.64,0.002
0.58,1.98,-0.83,-2.59,-0.034
0.59,0.39,2.27,2.54,0.008
0.60,2.36,0.46,0.66,-0.008
0.61,1.38,-0.68,-1.53,-0.008
0.62,1.00,0.53,0.88,0.008
0.63,2.44,0.31,-0.93,-0.003
0.64,2.06,-0.45,-0.78,-0.003
