"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration","Force"
0.00,2.01,2.43,-0.83,-0.023
0.01,-1.40,1.53,-0.53,-0.002
0.02,1.10,1.30,-0.98,0.009
0.03,0.50,0.69,-5.20,-0.002
0.04,-2.76,-1.12,-1.58,0.014
0.05,1.18,-0.74,1.58,-0.002
0.06,-3.06,0.17,0.30,0.014
0.07,0.27,-1.65,0.23,-0.007
0.08,1.63,1.53,0.23,-0.023
0.09,0.12,1.75,-0.83,-0.002
0.10,2.62,2.66,-3.62,-0.012
0.11,-1.40,-0.29,-1.28,0.003
0.12,0.19,-0.36,2.94,0.003
0.13,-2.53,-1.27,0.38,0.014
0.14,-0.64,0.24,-0.23,0.003
0.15,1.71,1.83,-0.98,-0.018
0.16,-0.87,-0.14,-5.35,0.014
0.17,0.65,1.60,1.36,0.003
0.18,-0.41,0.92,0.30,0.014
0.19,-1.85,1.60,-0.08,0.009
0.20,-2.61,0.54,-0.90,0.014
0.21,-0.41,-1.42,1.06,0.003
0.22,-2.46,-0.29,3.32,0.009
0.23,1.10,-1.73,-0.38,-0.007
0.24,-1.70,1.68,-0.83,0.014
0.25,0.27,0.17,-1.13,-0.002
0.26,-0.71,1.22,-0.75,0.014
0.27,-0.79,-1.04,-0.23,0.003
0.28,1.56,-0.21,0.83,-0.007
0.29,-0.64,-2.78,1.28,0.003
0.30,0.27,-0.52,2.04,0.003
0.31,-0.03,-0.89,-0.90,-0.012
0.32,-3.74,0.77,-0.45,0.019
0.33,-0.34,-2.25,0.30,0.003
0.34,-2.30,-4.14,3.85,0.024
0.35,0.50,-0.21,-0.08,0.003
0.36,1.94,1.83,2.41,-0.012
0.37,0.80,-0.14,6.26,-0.002
0.38,0.95,-2.03,-3.92,-0.007
0.39,-1.09,-0.74,-2.71,0.003
0.40,-1.55,-1.65,-0.90,0.019
0.41,0.80,0.17,1.43,0.003
0.42,-3.44,0.69,0.90,0.029
0.43,3.30,-1.80,0.53,-0.018
0.44,-1.55,0.39,4.30,0.003
0.45,1.10,-1.65,-4.30,-0.018
0.46,-2.38,1.60,2.11,0.014
0.47,-2.23,-3.24,-3.39,0.019
0.48,-0.64,0.77,3.70,0.003
0.49,-0.56,-1.80,1.28,0.003
0.50,-0.03,-0.21,-0.68,0.009
0.51,-0.18,2.59,1.66,0.003
