"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration","Force"
0.00,-1.12,2.04,1.63,0.005
0.01,-1.27,2.49,-1.54,0.005
0.02,0.54,0.22,-1.99,0.000
0.03,0.70,0.37,1.70,-0.005
0.04,-1.35,-5.22,-4.11,0.000
0.05,-0.14,4.46,6.08,0.010
0.06,-0.89,-2.12,-3.65,0.000
0.07,-0.21,2.26,5.17,-0.005
0.08,-0.89,-1.29,-1.54,0.026
0.09,0.09,-0.53,-3.65,0.000
0.10,2.06,-0.23,1.85,-0.005
0.11,-1.73,-1.97,1.55,0.005
0.12,0.54,-1.14,-4.63,0.005
0.13,-1.88,3.25,-0.33,0.005
0.14,-2.48,1.96,0.42,0.021
0.15,-0.67,-4.01,-2.30,-0.005
0.16,-1.20,-0.91,-0.03,0.010
0.17,-1.05,-1.90,-1.77,-0.005
0.18,1.23,5.82,4.19,0.000
0.19,-0.14,-2.65,1.25,-0.005
0.20,-0.14,-0.16,-1.84,0.005
0.21,0.47,-2.95,-0.41,-0.005
0.22,-0.82,-0.23,1.70,0.005
0.23,-1.50,0.68,-1.01,0.016
0.24,-0.97,0.75,3.81,0.000
0.25,-1.58,-2.05,-4.33,0.000
0.26,0.24,-0.38,2.68,0.000
0.27,0.62,0.90,1.55,-0.005
0.28,-0.67,-0.08,-3.12,0.000
0.29,0.09,0.52,0.12,0.005
0.30,-1.35,0.75,2.61,0.016
0.31,0.17,-1.97,-1.24,-0.016
0.32,-0.89,-0.23,0.27,-0.010
0.33,-0.52,-0.46,-1.01,0.000
0.34,-0.74,-1.29,-0.33,0.010
0.35,-0.52,1.21,0.12,-0.010
0.36,-0.89,-0.61,-0.86,0.021
0.37,-0.14,-0.61,-0.41,0.000
0.38,-0.36,-1.29,-0.94,0.005
0.39,-0.21,0.37,5.70,0.016
0.40,-1.42,-1.59,-1.09,0.016
0.41,0.62,-1.52,-1.01,0.000
0.42,-2.64,-0.69,0.34,0.005
0.43,0.85,-0.23,-0.26,-0.010
0.44,-2.11,0.00,-3.65,0.021
0.45,-1.27,3.02,2.53,0.021
0.46,0.24,-1.21,0.27,0.000
0.47,-2.11,-0.99,-1.09,0.000
0.48,0.62,-1.14,2.83,-0.005
0.49,-0.14,-1.82,-0.33,0.016
0.50,-2.41,3.85,5.32,0.016
0.51,0.39,-1.74,-1.47,0.005
0.52,-0.74,-0.53,0.65,0.005
0.53,-2.18,-2.80,-1.54,0.016
0.54,1.38,-1.59,0.80,-0.005
0.55,-1.50,1.43,-2.60,0.010
0.56,0.24,1.96,2.53,0.010
0.57,-2.56,2.64,0.49,0.010
0.58,-0.36,-1.74,-1.16,-0.005
0.59,1.00,2.11,-0.56,0.000
0.60,0.17,-0.61,-0.49,0.016
0.61,-0.52,1.13,0.12,0.010
0.62,0.39,0.45,-0.26,-0.005
0.63,0.70,-2.20,-1.69,-0.005
0.64,-0.82,-0.53,-0.64,0.005
0.65,0.17,0.22,-0.03,0.000
0.66,-1.42,-0.38,4.64,0.016
0.67,-0.29,1.73,-3.95,0.010
0.68,-0.89,-3.33,-2.60,0.005
0.69,0.47,1.81,2.61,-0.005
0.70,-0.74,-1.29,0.95,0.000
0.71,-2.41,0.37,-2.97,0.010
0.72,-0.89,0.22,0.49,0.016
0.73,-1.12,-1.37,-0.18,0.005
0.74,-2.11,0.60,1.17,0.000
0.75,0.54,0.45,0.04,0.005
0.76,0.39,1.73,2.83,-0.010
0.77,-0.21,-0.46,-2.14,0.005
0.78,-0.29,2.04,0.04,0.010
0.79,-2.03,-1.74,0.49,0.005
0.80,-1.58,2.04,0.87,0.021
0.81,-1.20,-0.61,-0.64,0.021
0.82,-1.12,0.37,0.95,0.005
0.83,1.68,1.89,-0.26,-0.005
0.84,-0.89,-1.44,-0.79,0.000
0.85,-0.21,0.98,2.08,0.000
0.86,-0.67,-2.35,-3.20,0.005
0.87,-0.59,-0.16,2.53,0.010
0.88,0.70,1.58,2.98,-0.010
0.89,-1.35,1.28,-2.45,0.000
0.90,1.38,-1.90,0.65,-0.016
0.91,-0.44,0.07,0.04,0.005
0.92,-1.58,1.05,0.65,0.010
0.93,-0.67,-0.23,-1.47,0.005
0.94,-0.89,-0.08,-0.33,0.016
0.95,-0.36,0.00,0.12,-0.005
