"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration","Force"
0.00,-1.39,-0.17,0.04,-0.004
0.01,0.20,-2.67,-0.79,-0.014
0.02,3.61,1.64,-3.05,-0.035
0.03,-4.19,1.72,0.72,0.033
0.04,0.20,-2.82,-1.32,0.002
0.05,3.38,3.08,-2.60,-0.024
0.06,-1.77,3.23,4.42,0.007
0.07,1.11,-2.51,-2.90,-0.019
0.08,1.18,4.14,-2.97,-0.019
0.09,-3.13,3.08,5.40,0.007
0.10,1.26,-2.74,-2.14,-0.019
0.11,1.49,0.06,-4.03,-0.019
0.12,-0.10,-2.14,3.06,-0.009
0.13,-0.41,-4.10,1.78,0.007
0.14,-0.63,-0.25,-3.95,-0.004
0.15,0.05,0.43,1.40,-0.014
0.16,1.18,-1.76,2.08,-0.014
0.17,2.39,1.12,-4.26,-0.030
0.18,-2.07,1.04,1.63,-0.009
0.19,-2.68,-1.53,3.44,0.012
0.20,1.79,0.66,-2.82,-0.019
0.21,-0.94,2.48,0.12,0.012
0.22,0.58,-0.93,1.78,0.007
0.23,1.18,0.21,-2.14,-0.024
0.24,-2.00,0.43,1.02,0.017
0.25,-1.54,0.21,0.72,-0.004
0.26,-0.10,-1.15,-0.56,0.002
0.27,0.58,1.34,-0.49,-0.009
0.28,0.12,-1.00,2.46,0.002
0.29,-1.24,0.43,1.32,0.007
0.30,-0.86,0.96,-1.01,0.007
0.31,-1.32,-0.78,2.30,0.007
0.32,0.80,1.95,1.17,-0.009
0.33,0.73,-0.09,-0.11,-0.024
0.34,-1.47,-0.70,3.59,-0.004
0.35,-1.01,-0.02,-0.26,-0.004
0.36,-0.71,-0.40,-0.33,-0.009
0.37,0.35,1.64,0.42,-0.014
0.38,-0.63,-0.25,0.19,-0.014
0.39,1.03,0.81,1.48,-0.004
0.40,-0.33,-0.55,-0.79,-0.014
0.41,-4.80,-1.68,1.48,0.017
0.42,1.03,1.80,-1.62,-0.014
0.43,1.11,1.34,-1.24,-0.030
0.44,0.05,1.04,3.21,-0.004
0.45,-0.48,3.23,-2.07,-0.019
0.46,0.35,-0.78,-2.37,-0.019
0.47,-0.26,-1.91,2.76,-0.004
0.48,0.35,0.96,-0.11,-0.009
0.49,1.26,-2.51,-1.62,-0.019
0.50,-1.01,-0.85,1.55,0.007
0.51,-1.01,1.12,1.93,-0.004
0.52,0.96,-3.88,-2.67,-0.019
0.53,0.58,0.13,1.10,-0.014
0.54,0.05,0.59,-0.79,0.002
0.55,-0.86,-2.14,-0.86,0.007
0.56,-0.56,1.95,0.72,0.002
0.57,0.12,-0.17,0.65,0.002
0.58,-0.26,-0.47,2.38,-0.004
0.59,0.96,2.70,-1.77,-0.014
0.60,-0.41,0.13,-0.03,-0.014
0.61,-0.48,-1.30,1.40,-0.009
0.62,-0.26,2.10,-1.92,-0.004
0.63,-0.03,-1.53,-1.32,-0.004
0.64,1.18,-3.04,2.76,-0.014
0.65,0.58,2.02,-0.49,0.002
0.66,0.88,-0.47,-1.84,-0.014
0.67,-0.94,-1.91,1.02,0.002
0.68,-0.71,2.10,-2.07,-0.004
0.69,0.73,-1.98,-0.79,-0.009
0.70,-0.79,-1.46,2.08,0.007
0.71,2.32,2.40,-1.47,-0.035
0.72,0.43,-2.14,1.02,-0.009
0.73,-2.22,0.28,1.48,0.007
0.74,1.49,3.91,-4.26,-0.035
0.75,-0.41,-1.46,0.65,-0.004
0.76,-1.47,-0.02,1.70,-0.004
0.77,1.71,0.28,-2.52,-0.009
0.78,-2.53,-1.38,0.49,0.012
0.79,-1.01,1.34,2.15,0.002
0.80,2.70,0.28,-1.09,-0.035
0.81,-1.54,0.13,2.68,-0.004
0.82,-0.26,-0.40,1.02,0.002
0.83,0.50,-0.78,-4.26,-0.019
0.84,-2.38,0.43,2.30,0.017
0.85,2.47,1.34,-0.86,-0.019
0.86,0.35,-0.32,-1.62,-0.014
0.87,-2.38,0.21,3.59,0.007
0.88,-0.86,1.42,-2.07,-0.009
0.89,0.50,-2.51,-1.09,-0.009
0.90,0.96,0.21,3.29,-0.009
0.91,-0.26,-1.61,-0.86,-0.009
0.92,-2.07,-0.78,0.95,0.007
0.93,-0.41,1.19,0.80,0.007
0.94,0.65,0.59,0.65,-0.019
0.95,-0.56,-1.68,1.32,-0.004
0.96,0.50,1.95,-1.24,0.002
0.97,-1.24,-0.85,0.42,-0.004
0.98,-1.09,0.81,0.34,-0.004
0.99,0.35,0.81,1.02,-0.019
1.00,0.80,-0.02,2.46,-0.014
1.01,-0.26,-0.62,-2.67,0.007
1.02,-1.39,0.96,-0.86,-0.004
1.03,0.27,-1.91,0.42,-0.009
1.04,0.12,0.21,-1.84,-0.004
1.05,-0.71,-0.02,1.32,-0.004
1.06,-1.24,0.74,-1.62,0.002
1.07,1.11,-1.46,0.57,-0.009
1.08,-1.54,1.19,0.12,0.002
1.09,1.18,-0.47,0.42,-0.009
1.10,1.64,-2.06,-1.92,-0.004
1.11,-2.83,1.34,2.91,0.007
1.12,1.18,-1.00,-1.77,-0.014
1.13,-0.33,1.19,-1.77,-0.014
1.14,-0.79,-1.38,1.55,0.002
1.15,1.79,1.57,-3.50,-0.024
1.16,-2.45,-0.40,2.30,0.002
1.17,0.27,-0.32,0.12,-0.009
1.18,2.32,-0.09,-2.97,-0.024
1.19,-1.39,1.87,3.29,-0.004
1.20,1.49,-2.14,-3.20,-0.019
1.21,-1.85,2.10,0.80,0.007
1.22,-0.63,-0.78,1.10,-0.014
