"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration","Force"
0.00,-0.24,0.54,1.22,0.007
0.01,1.81,-0.90,0.24,-0.013
0.02,-3.19,2.81,-0.37,0.013
0.03,-0.39,-3.62,-2.48,-0.013
0.04,-1.37,1.90,2.12,0.013
0.05,0.52,-0.82,-1.73,-0.024
0.06,0.29,1.14,-1.73,-0.003
0.07,-1.45,1.52,-2.48,0.018
0.08,1.73,-1.12,4.23,-0.008
0.09,-1.90,-0.29,-2.93,0.013
0.10,-0.16,-0.22,2.05,0.007
0.11,1.43,-1.28,1.22,-0.008
0.12,-1.22,1.98,0.84,0.013
0.13,-0.31,-0.60,-1.57,0.013
0.14,0.07,0.46,-0.97,0.002
0.15,-1.60,-0.82,-0.82,0.013
0.16,0.29,-0.97,1.44,0.013
0.17,-0.99,-0.14,-0.07,0.007
0.18,0.37,-0.22,2.88,0.002
0.19,1.13,0.09,1.82,-0.019
0.20,-1.07,2.13,-0.59,0.023
0.21,2.64,1.82,1.14,-0.013
0.22,-4.02,-0.07,-3.69,0.023
0.23,0.07,-1.96,0.69,0.007
0.24,1.13,0.31,3.55,-0.024
0.25,-3.04,-0.37,1.52,0.028
0.26,3.25,0.92,-0.37,-0.024
0.27,-1.90,-0.07,-0.52,0.013
0.28,1.88,0.09,1.07,-0.013
0.29,-1.52,-1.50,-1.05,0.013
0.30,-0.16,-2.49,2.20,-0.003
0.31,-3.42,0.39,0.39,0.039
0.32,1.28,-2.41,-7.31,-0.013
0.33,-0.24,1.90,1.74,-0.003
0.34,-0.01,1.52,1.74,0.002
0.35,0.67,0.54,0.31,-0.019
0.36,-0.92,-0.97,-0.59,0.002
0.37,-3.26,0.39,0.16,0.018
0.38,-0.24,-4.98,2.12,0.013
0.39,-2.05,-1.65,1.07,0.013
0.40,2.41,-0.22,-4.14,-0.003
0.41,-1.30,-3.47,1.59,0.007
0.42,0.29,3.34,-1.12,-0.008
0.43,-0.84,-2.33,3.86,-0.008
0.44,-3.34,1.37,-2.33,0.023
0.45,3.85,0.69,3.10,-0.013
0.46,-2.58,0.92,0.08,0.013
0.47,2.34,-0.90,-0.59,-0.013
0.48,1.05,2.43,1.89,-0.008
0.49,-3.19,-0.75,-4.14,0.023
0.50,1.43,2.28,4.76,-0.008
0.51,-3.11,-2.86,-1.35,0.028
0.52,0.07,-0.44,-1.35,-0.008
0.53,0.37,1.14,-2.78,-0.003
0.54,-0.24,2.13,-1.57,0.018
0.55,1.58,2.13,1.07,-0.003
0.56,-2.51,-0.75,3.25,0.028
0.57,0.75,-1.05,-1.05,-0.003
0.58,-3.57,-1.35,-4.21,0.023
0.59,2.26,0.54,2.50,-0.008
0.60,-0.39,0.99,1.22,0.007
0.61,0.22,0.09,1.97,0.002
0.62,-0.62,0.61,-4.06,0.002
0.63,-0.92,1.52,3.63,0.002
0.64,1.88,1.37,-1.65,-0.024
0.65,-3.11,-0.67,0.91,0.018
0.66,-1.98,-2.71,-1.12,0.018
0.67,3.09,2.96,4.23,-0.008
0.68,-1.22,1.60,-5.04,0.013
0.69,-0.92,0.54,-0.97,0.007
0.70,0.29,0.16,-4.44,-0.008
0.71,-1.30,-0.44,4.16,0.007
0.72,-0.77,-0.75,-0.37,0.002
0.73,-0.99,0.61,3.33,0.002
