"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration","Force"
0.00,0.66,-0.69,-0.81,0.003
0.01,0.28,1.57,-3.07,-0.008
0.02,0.28,1.65,1.00,-0.003
0.03,-0.33,-1.90,0.40,-0.008
0.04,1.34,0.06,0.92,-0.008
0.05,0.66,0.44,-1.87,-0.013
0.06,-0.63,2.33,1.23,0.003
0.07,0.35,1.42,2.36,0.003
0.08,-0.55,1.20,-5.18,0.008
0.09,0.81,0.14,1.98,-0.003
0.10,1.79,1.73,-0.28,-0.008
0.11,0.88,0.59,-0.58,-0.003
0.12,-1.23,0.36,-0.96,0.003
0.13,-0.33,0.67,1.00,0.003
0.14,-1.01,0.21,-2.62,-0.008
0.15,-0.93,1.20,1.45,0.003
0.16,0.13,1.95,-1.41,-0.003
0.17,0.28,0.06,-1.79,-0.013
0.18,0.43,2.56,0.77,-0.008
0.19,0.96,-1.22,0.55,-0.018
0.20,-1.16,0.14,-0.36,0.008
0.21,0.51,1.65,3.26,0.003
0.22,-0.18,-0.17,-1.72,-0.003
0.23,1.04,1.65,1.23,0.003
0.24,0.73,-0.62,-0.81,-0.008
0.25,1.34,1.57,-1.19,-0.008
0.26,-0.40,0.67,1.53,0.008
0.27,-0.25,0.52,-0.96,0.013
0.28,-0.93,0.82,-0.36,-0.008
0.29,0.28,-0.17,1.83,-0.003
0.30,-0.55,1.42,-1.04,0.008
0.31,-0.02,-0.39,-1.94,0.003
0.32,-0.25,2.63,3.04,0.003
0.33,0.20,0.21,-0.43,-0.003
0.34,-0.63,0.59,-1.34,0.008
0.35,0.20,0.74,3.56,0.008
0.36,-0.10,-0.85,-0.96,0.013
0.37,0.81,-1.53,-1.56,-0.013
0.38,1.34,3.09,1.45,-0.003
0.39,-0.25,-1.68,0.40,-0.008
0.40,-0.10,1.04,1.23,0.008
0.41,-0.71,-0.47,1.07,0.003
0.42,0.96,-0.77,-0.43,-0.008
0.43,0.05,2.18,1.07,0.003
0.44,-0.25,-1.15,0.62,-0.003
0.45,0.13,0.82,-0.51,0.003
0.46,-0.25,1.27,-0.21,0.013
0.47,-0.02,0.67,1.45,-0.018
0.48,-0.10,0.59,-0.58,0.003
0.49,0.58,0.14,2.06,-0.003
0.50,1.34,-1.15,-0.81,-0.008
0.51,0.58,0.89,0.32,-0.003
0.52,-0.18,0.44,2.51,-0.008
0.53,1.04,-0.69,0.47,-0.023
0.54,0.28,1.57,1.15,0.008
0.55,0.35,-0.09,0.40,-0.008
0.56,0.28,0.89,0.40,-0.008
0.57,-0.02,-0.54,-1.64,-0.008
0.58,-1.46,1.57,1.68,0.013
0.59,-0.25,0.29,0.32,-0.003
0.60,-1.39,1.35,-1.11,0.013
0.61,0.51,1.20,-1.11,-0.003
0.62,1.34,-0.09,0.47,-0.013
0.63,1.72,0.89,-0.58,-0.013
0.64,-1.54,-0.39,0.92,0.008
0.65,-0.78,1.20,-2.32,0.013
0.66,0.43,2.63,1.07,0.008
0.67,-0.71,0.06,-1.19,0.003
0.68,0.88,1.88,1.60,0.003
0.69,-0.86,-1.07,-2.32,0.003
0.70,0.81,1.57,-0.43,-0.008
0.71,-1.01,-0.01,1.38,0.018
0.72,-0.18,0.67,-0.96,0.008
0.73,-1.39,1.20,0.40,0.024
0.74,0.58,0.52,-1.19,-0.003
0.75,1.11,1.04,0.62,-0.003
0.76,-0.25,-0.17,-1.94,0.003
0.77,-0.93,1.27,1.53,0.013
0.78,0.13,1.04,0.70,0.008
0.79,-0.18,0.97,-1.64,0.008
0.80,0.81,0.89,0.62,0.003
0.81,-0.18,0.74,2.06,0.008
0.82,1.64,0.52,-0.13,-0.003
0.83,0.05,0.29,-0.66,0.003
0.84,-1.16,2.78,2.58,-0.003
0.85,0.51,0.52,-2.17,0.008
0.86,-0.55,0.97,1.45,0.008
0.87,0.43,0.59,1.45,0.003
0.88,0.20,-1.07,-1.72,-0.008
0.89,-0.18,1.80,0.55,0.013
0.90,-1.23,0.36,2.36,0.013
0.91,-1.01,1.04,-0.74,0.008
0.92,1.11,0.06,0.40,-0.003
0.93,1.57,0.21,0.40,-0.018
0.94,-0.55,0.44,1.75,0.008
0.95,-0.33,0.74,0.25,-0.018
0.96,-1.23,1.04,-1.49,0.018
0.97,0.58,1.20,-0.51,-0.008
0.98,0.13,0.82,1.53,-0.003
0.99,-0.93,-0.39,-1.19,0.018
1.00,0.51,0.82,0.17,-0.003
1.01,-1.08,0.74,1.30,-0.008
1.02,-0.55,1.42,-0.66,0.008
1.03,0.13,0.06,-1.56,-0.013
1.04,-1.16,1.04,1.23,0.008
