"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration","Force"
0.00,0.79,1.49,0.70,0.003
0.01,-0.72,1.64,1.23,0.013
0.02,0.57,-1.08,-0.51,-0.003
0.03,0.04,-0.32,1.90,0.003
0.04,0.64,-0.62,-0.06,-0.008
0.05,-0.19,0.81,-1.41,-0.008
0.06,0.19,0.96,-0.96,0.018
0.07,0.26,1.27,1.38,-0.013
0.08,-0.79,1.57,-2.85,-0.003
0.09,-0.49,0.96,-2.47,-0.003
0.10,-0.87,-0.40,2.58,0.008
0.11,-0.64,-0.55,2.73,0.003
0.12,-0.49,-1.76,0.85,0.003
0.13,-0.04,0.21,1.00,-0.003
0.14,0.49,0.96,-0.43,-0.008
0.15,-0.95,1.42,1.07,-0.003
0.16,0.57,-0.09,-2.92,-0.003
0.17,-0.42,-1.53,1.53,-0.003
0.18,-0.04,0.43,1.83,-0.003
0.19,1.85,-0.17,1.38,-0.018
0.20,-0.42,0.43,0.92,-0.003
0.21,0.19,-0.55,-0.36,-0.013
0.22,-1.02,-0.25,-3.75,0.008
0.23,-2.46,2.33,1.83,0.003
0.24,-1.70,3.01,3.56,0.013
0.25,0.49,0.13,-2.39,-0.013
0.26,0.19,0.51,4.85,-0.008
0.27,3.60,0.96,1.00,-0.029
0.28,-1.78,0.43,1.75,0.018
0.29,0.79,1.42,-0.06,0.003
0.30,-1.10,-1.46,-0.43,-0.003
0.31,-0.95,-0.17,-0.81,0.008
0.32,2.01,0.89,3.79,-0.013
0.33,0.11,1.72,0.32,-0.003
0.34,0.57,2.25,0.32,-0.024
0.35,0.19,0.36,-1.87,-0.013
0.36,-0.42,1.34,2.13,0.018
0.37,0.95,-0.40,1.68,-0.013
0.38,-0.87,1.80,1.60,0.003
0.39,0.19,0.96,-0.81,-0.003
0.40,-0.64,1.42,0.62,0.003
0.41,-0.42,0.43,-1.56,0.008
0.42,0.04,0.81,3.34,-0.013
0.43,-1.02,0.13,1.38,0.013
0.44,0.04,0.96,0.25,0.003
0.45,0.57,2.10,-0.36,-0.003
0.46,-0.42,1.64,1.90,0.003
0.47,-0.19,1.57,-2.09,-0.008
0.48,-0.26,0.06,-3.30,0.003
0.49,0.64,0.59,0.70,-0.008
0.50,0.26,2.55,2.66,-0.003
