"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration","Force"
0.00,-0.65,-1.74,-0.05,0.030
0.01,1.34,-1.51,-0.50,-0.019
0.02,-0.36,-0.15,1.61,0.003
0.03,-0.65,0.38,0.40,0.030
0.04,-0.50,0.46,-1.18,0.025
0.05,-0.65,1.82,-0.20,0.019
0.06,0.53,0.91,2.51,0.008
0.07,-0.80,2.58,-0.50,0.036
0.08,-0.65,-0.60,0.25,0.019
0.09,-0.28,0.69,1.76,0.036
0.10,-1.09,2.12,-0.58,0.025
0.11,0.31,-2.19,0.10,0.030
0.12,-1.02,0.53,0.40,0.008
0.13,-1.68,-1.89,0.70,0.014
0.14,0.38,-2.87,-1.18,0.003
0.15,-0.95,-1.66,-2.54,0.036
0.16,-2.13,1.06,2.29,0.052
0.17,-0.06,4.40,1.31,0.036
0.18,-1.02,3.87,-0.96,0.025
0.19,-0.13,-0.83,2.13,0.019
0.20,1.12,0.16,-1.11,0.003
0.21,2.23,-0.22,-1.79,0.008
0.22,-2.35,3.26,1.83,0.036
0.23,-0.50,0.00,1.68,0.052
0.24,-1.98,-0.53,5.53,0.046
0.25,-1.17,2.35,-3.44,0.052
0.26,0.16,-3.10,-2.31,0.036
0.27,-0.65,-1.43,-0.50,0.030
0.28,-0.06,0.76,-3.59,0.019
0.29,-1.09,1.52,-0.20,0.003
0.30,1.05,0.76,4.25,-0.008
0.31,0.46,1.37,2.44,-0.003
0.32,-1.68,0.23,-1.11,0.008
0.33,-0.72,-0.22,-0.88,0.008
0.34,0.83,0.91,-1.26,-0.003
0.35,0.01,0.84,1.38,0.008
0.36,0.90,0.69,0.55,0.014
0.37,0.90,0.23,0.40,0.036
0.38,-0.65,1.22,-1.11,0.014
0.39,-0.80,0.53,-0.65,0.008
0.40,0.68,-0.45,-1.41,0.008
0.41,-1.02,-0.15,1.61,0.008
0.42,2.52,0.99,-1.86,-0.003
0.43,-0.13,1.14,-0.50,0.014
0.44,-0.58,-2.64,1.91,0.003
0.45,2.30,1.90,-2.84,-0.008
0.46,-2.20,0.53,1.00,0.036
0.47,-0.21,-3.48,1.23,0.019
0.48,1.42,1.82,-0.20,0.014
0.49,-0.36,0.53,-2.01,0.041
0.50,-0.06,-0.98,-0.13,0.003
0.51,0.60,1.59,-0.05,0.003
0.52,-0.36,-0.53,0.33,0.008
0.53,1.93,1.75,0.10,-0.014
0.54,0.53,-1.66,1.61,-0.014
0.55,-1.46,1.97,-0.81,-0.008
0.56,1.19,-0.68,-1.03,-0.014
0.57,-0.06,0.38,2.44,-0.019
