Time,X-Axis Acceleration,Y-Axis Acceleration,Z-Axis Acceleration,Force,Pressure
0.00,0.19,6.18,-1.49,-0.006,25
0.01,1.03,2.48,-0.66,-0.006,25
0.02,-0.26,-1.53,-7.83,0.010,25
0.03,-2.38,-13.40,4.77,0.020,25
0.04,-0.03,5.27,-3.23,0.004,25
0.05,2.16,0.89,-1.95,-0.016,25
0.06,-2.46,3.31,8.01,-0.006,25
0.07,0.88,0.13,-6.40,-0.011,25
0.08,-0.71,-3.04,0.54,0.004,25
0.09,-1.24,4.82,-2.17,0.010,25
0.10,2.69,1.49,-0.06,-0.011,25
0.11,-0.49,3.31,3.48,0.004,25
0.12,-1.62,-2.67,-3.15,0.015,25
0.13,-1.17,-1.98,-1.64,0.004,25
0.14,-1.09,2.78,0.47,-0.001,25
0.15,2.16,-2.44,-0.59,-0.011,25
0.16,-2.00,0.74,5.44,-0.001,25
0.17,0.42,-0.47,-3.15,0.004,25
0.18,0.88,-3.95,-0.14,-0.001,25
0.19,0.04,3.23,-0.21,-0.006,25
0.20,-0.03,-3.12,1.15,0.004,25
0.21,-0.34,2.55,-0.97,-0.001,25
0.22,-0.11,-2.82,-3.98,0.004,25
0.23,-1.62,-1.83,3.78,0.015,25
0.24,1.33,1.42,-1.27,-0.016,25
0.25,-0.41,-1.61,3.78,0.004,25
0.26,0.12,3.46,1.67,-0.001,25
0.27,2.09,-2.74,-0.51,-0.011,25
0.28,-0.34,-0.78,-2.55,-0.006,25
0.29,-0.34,4.37,0.77,0.004,25
0.30,-0.34,-0.47,-0.59,-0.006,25
0.31,-0.03,-3.57,-2.55,-0.001,25
0.32,1.25,1.27,0.99,-0.006,25
0.33,-0.71,-0.02,3.48,-0.011,25
0.34,0.42,-1.38,-4.06,-0.011,25
0.35,-0.03,1.49,4.54,-0.016,25
0.36,0.04,-0.78,-1.04,0.004,25
0.37,1.71,-2.44,-2.85,-0.011,25
0.38,-1.24,2.85,2.88,-0.001,25
0.39,0.72,-0.17,0.62,-0.001,25
0.40,-0.49,-1.98,-1.12,-0.006,25
0.41,-1.09,-1.00,0.39,-0.006,25
0.42,-0.64,0.36,-0.06,-0.001,25
0.43,0.04,0.21,1.37,-0.006,25
0.44,0.04,-0.93,-1.04,0.004,25
0.45,-0.79,0.43,0.92,-0.006,25
0.46,-0.11,1.27,-1.49,-0.001,25
0.47,-0.49,-1.76,1.97,0.004,25
0.48,-0.18,0.51,-0.36,-0.001,25
0.49,0.12,1.64,2.65,0.010,25
0.50,0.27,-1.98,-2.32,0.004,25
0.51,-1.09,-1.98,-4.74,-0.011,25
0.52,-2.15,2.78,6.88,0.004,25
0.53,1.86,1.12,-4.06,-0.001,25
0.54,0.65,-1.46,4.61,-0.011,25
0.55,-0.56,4.90,-2.70,-0.001,25
0.56,-0.56,-8.41,-0.14,-0.001,25
0.57,-2.15,2.78,0.39,0.015,25
0.58,-2.53,1.49,-8.58,0.025,25
0.59,-2.23,0.89,3.78,-0.001,25
0.60,1.41,2.55,-1.57,-0.006,25
