Time,X-Axis Acceleration,Y-Axis Acceleration,Z-Axis Acceleration,Force,Pressure
0.00,0.93,1.94,-1.13,-0.006,30
0.01,-0.33,-3.13,0.23,-0.006,30
0.02,-0.33,0.43,1.81,-0.012,30
0.03,-0.99,1.26,0.75,-0.001,30
0.04,-0.55,-2.52,2.71,0.005,30
0.05,-1.14,0.66,-0.75,0.005,30
0.06,-0.55,1.04,0.15,0.005,30
0.07,0.41,1.04,-0.60,-0.001,30
0.08,0.12,2.25,-1.36,-0.001,30
0.09,0.04,0.58,0.15,-0.006,30
0.10,1.89,-0.71,1.36,-0.017,30
0.11,1.37,0.88,0.38,-0.017,30
0.12,-0.40,-0.18,0.53,0.010,30
0.13,-0.40,0.13,-0.15,0.005,30
0.14,-0.99,0.28,-0.23,-0.001,30
0.15,-1.36,-1.46,-0.90,-0.001,30
0.16,-0.40,-0.63,-1.13,-0.006,30
0.17,0.71,1.26,-2.11,-0.001,30
0.18,-0.03,-0.71,-1.13,-0.006,30
0.19,0.26,-1.84,-0.15,-0.017,30
0.20,0.71,1.64,-1.13,-0.006,30
0.21,0.63,1.11,-1.28,-0.001,30
0.22,-0.70,-1.99,0.15,-0.001,30
0.23,-1.73,-0.48,0.00,0.010,30
0.24,-0.62,0.73,-0.53,-0.017,30
0.25,-0.47,-0.86,-0.60,-0.006,30
0.26,0.48,-0.71,0.68,-0.012,30
0.27,0.56,-0.02,-1.43,-0.012,30
0.28,0.56,-0.63,-1.13,-0.012,30
0.29,0.85,1.11,0.38,-0.006,30
0.30,0.26,0.20,-0.68,-0.001,30
0.31,-0.62,-1.84,0.90,-0.001,30
0.32,-0.99,0.73,0.75,-0.006,30
0.33,0.34,-0.48,0.38,-0.006,30
0.34,0.56,-2.29,0.60,-0.012,30
0.35,1.07,1.49,-0.83,0.010,30
0.36,1.89,1.72,-0.60,-0.006,30
0.37,1.44,-0.93,-0.30,-0.001,30
0.38,0.41,-0.25,-0.23,-0.001,30
0.39,0.78,0.35,-0.75,-0.001,30
0.40,0.48,-0.78,1.51,-0.001,30
0.41,-0.40,-0.40,0.75,-0.006,30
0.42,-1.29,-1.39,1.06,-0.001,30
0.43,-0.33,1.19,-0.08,-0.001,30
0.44,-0.18,2.40,-0.68,0.005,30
0.45,-0.77,-0.78,0.53,-0.017,30
0.46,0.41,-1.23,1.43,-0.012,30
0.47,1.96,1.49,0.30,-0.017,30
0.48,1.30,0.05,-0.60,-0.023,30
0.49,0.63,-1.76,2.26,-0.017,30
0.50,0.78,1.04,-0.23,-0.006,30
0.51,-0.25,-0.02,-0.68,-0.006,30
0.52,-1.58,-1.61,0.98,-0.001,30
0.53,0.04,0.73,-2.04,0.010,30
0.54,0.63,1.26,-1.96,-0.012,30
0.55,-0.03,-0.48,1.43,-0.001,30
0.56,-0.25,0.58,-0.23,-0.012,30
0.57,-0.55,2.10,-0.60,-0.006,30
0.58,-0.77,-0.18,-0.08,0.005,30
0.59,-0.03,-1.61,0.53,-0.001,30
0.60,0.19,-0.25,-0.38,-0.012,30
0.61,0.34,-0.02,-0.30,0.005,30
0.62,-0.25,-0.55,0.38,-0.001,30
0.63,-0.47,1.04,0.08,-0.006,30
0.64,-0.18,0.58,1.28,-0.001,30
0.65,0.34,0.05,-1.36,0.005,30
0.66,0.12,0.35,-0.15,-0.023,30
0.67,0.56,-1.39,0.60,-0.001,30
0.68,0.48,0.58,-0.60,-0.006,30
0.69,0.41,0.35,-1.51,-0.006,30
0.70,0.48,-2.29,1.88,-0.006,30
0.71,0.12,2.02,-0.75,-0.001,30
0.72,-0.25,2.17,-2.04,-0.001,30
0.73,-0.25,-2.60,1.51,-0.006,30
0.74,0.41,0.88,0.68,-0.006,30
0.75,0.63,2.17,-0.90,-0.006,30
0.76,0.19,-2.37,0.60,-0.012,30
0.77,0.41,0.35,0.00,-0.012,30
0.78,1.15,2.02,0.08,-0.012,30
0.79,-0.84,-0.71,0.08,-0.017,30
0.80,-0.62,0.13,-0.15,-0.001,30
0.81,-0.84,-0.48,-0.15,-0.001,30
0.82,-1.07,-2.14,1.66,0.005,30
0.83,0.48,1.41,0.60,-0.006,30
0.84,1.44,0.20,0.08,0.005,30
0.85,0.12,-0.78,-0.30,-0.006,30
0.86,0.04,0.73,-0.45,-0.006,30
0.87,0.41,0.88,-1.66,-0.006,30
0.88,-0.25,-1.31,-0.23,-0.006,30
0.89,-0.99,-2.52,0.00,0.010,30
0.90,0.04,1.41,0.83,-0.012,30
0.91,0.04,2.17,-1.73,-0.001,30
0.92,-0.62,-1.99,0.60,-0.001,30
0.93,0.12,0.96,0.90,-0.012,30
0.94,1.00,2.40,-1.88,-0.006,30
0.95,-0.11,-2.45,2.79,-0.012,30
0.96,-0.25,-2.07,1.73,-0.006,30
0.97,0.93,1.87,-0.68,-0.001,30
0.98,0.78,0.73,-0.60,-0.001,30
0.99,0.12,-0.40,-0.60,-0.001,30
1.00,-0.47,-0.40,1.21,0.010,30
1.01,-0.47,-0.63,-0.30,-0.017,30
1.02,1.15,0.28,0.45,-0.017,30
1.03,1.30,0.05,-0.53,-0.006,30
1.04,2.03,-0.18,0.75,-0.023,30
1.05,1.81,1.11,0.90,-0.006,30
1.06,-0.47,-0.63,-0.90,-0.006,30
1.07,-1.14,-1.39,0.38,0.005,30
1.08,-1.07,1.11,-1.36,0.010,30
1.09,-1.14,0.05,-1.51,0.005,30
1.10,-1.07,-1.84,-0.23,0.005,30
1.11,-0.11,1.04,-0.60,-0.001,30
1.12,1.89,1.41,-0.30,-0.012,30
1.13,1.30,-1.84,2.79,-0.017,30
1.14,1.96,-1.23,1.96,-0.028,30
1.15,2.55,0.81,-0.15,-0.023,30
1.16,1.81,-1.16,0.23,-0.012,30
1.17,1.52,-1.39,1.21,-0.012,30
1.18,0.56,1.34,-1.13,-0.023,30
1.19,0.41,1.57,0.98,-0.006,30
1.20,-0.11,-0.25,1.88,-0.001,30
1.21,-0.47,-0.48,0.38,-0.006,30
1.22,-0.92,-0.63,-0.75,-0.001,30
1.23,-0.33,-0.78,-0.90,0.015,30
1.24,0.48,1.11,-0.75,0.005,30
1.25,1.37,-0.25,-2.11,-0.017,30
1.26,0.41,-1.99,0.15,-0.012,30
1.27,0.48,2.40,0.15,-0.001,30
1.28,1.07,1.41,0.45,-0.006,30
1.29,0.04,-2.29,0.45,-0.006,30
1.30,-0.70,1.04,-0.45,-0.001,30
1.31,0.04,1.26,1.06,-0.001,30
1.32,0.63,-1.76,-1.51,-0.006,30
1.33,0.56,-0.55,0.30,-0.006,30
1.34,1.22,1.19,0.00,-0.012,30
1.35,0.71,-1.01,1.28,-0.006,30
1.36,-0.33,-0.63,-0.38,-0.001,30
1.37,-0.18,-1.61,-0.68,-0.001,30
1.38,1.00,-0.63,-0.98,-0.006,30
1.39,1.59,2.47,-1.21,-0.023,30
1.40,1.81,1.04,-0.23,-0.017,30
1.41,-0.11,-0.18,0.45,-0.006,30
1.42,-0.77,1.72,-0.15,0.015,30
1.43,-0.18,-1.46,2.19,0.005,30
1.44,-0.70,-2.90,0.45,-0.001,30
1.45,0.12,-1.39,-0.15,0.005,30
1.46,0.85,1.19,-1.51,-0.001,30
1.47,0.63,1.79,-1.81,-0.012,30
1.48,1.22,0.51,1.21,-0.006,30
1.49,0.78,1.26,-0.53,-0.006,30
1.50,1.52,0.73,0.75,-0.006,30
1.51,1.00,-1.08,1.96,-0.006,30
1.52,1.44,0.66,1.13,-0.012,30
1.53,0.12,1.11,0.83,-0.006,30
1.54,0.04,-2.45,1.73,0.010,30
1.55,-0.47,0.58,1.21,0.010,30
1.56,0.63,2.02,-1.43,-0.012,30
1.57,0.63,-1.99,0.53,0.005,30
1.58,-0.18,-0.86,-0.23,-0.001,30
1.59,1.30,0.20,-1.58,-0.012,30
1.60,0.56,-1.39,-0.38,-0.001,30
1.61,0.41,2.55,-0.30,-0.001,30
1.62,0.48,1.26,-1.13,-0.017,30
1.63,-0.55,-1.84,0.15,-0.001,30
1.64,0.48,3.16,0.90,-0.006,30
1.65,-0.40,0.28,1.06,-0.001,30
1.66,-1.29,-3.51,1.21,0.005,30
1.67,0.26,1.72,0.23,-0.001,30
1.68,0.93,0.96,-0.38,-0.017,30
1.69,0.93,-2.14,-0.83,-0.001,30
1.70,1.66,0.28,-2.11,-0.012,30
1.71,2.25,0.20,0.08,-0.017,30
1.72,0.04,-0.78,-1.58,-0.001,30
1.73,-0.77,-0.10,-1.66,-0.006,30
1.74,-0.33,-0.48,2.11,-0.006,30
1.75,-0.33,-0.55,-1.06,0.010,30
1.76,1.15,0.51,-0.08,-0.006,30
1.77,1.89,1.11,-0.68,-0.006,30
1.78,1.37,0.66,-1.51,-0.023,30
1.79,0.19,-0.86,-0.53,0.005,30
1.80,-0.03,-1.31,0.98,-0.001,30
1.81,1.07,-0.10,1.28,-0.001,30
1.82,1.07,-1.46,0.23,-0.001,30
1.83,1.44,1.41,-0.98,0.005,30
1.84,2.33,1.72,-0.75,-0.023,30
1.85,-0.25,-1.46,-0.38,-0.012,30
1.86,-0.77,0.35,-0.15,-0.001,30
