Time,X-Axis Acceleration,Y-Axis Acceleration,Z-Axis Acceleration,Force,Pressure
0.00,-1.54,-0.36,1.98,0.011,19
0.01,0.96,0.78,-1.41,-0.004,19
0.02,-0.10,-1.34,1.83,0.001,19
0.03,-0.02,0.70,0.17,-0.009,19
0.04,-0.33,-1.19,-0.50,-0.009,19
0.05,-0.93,0.40,1.00,0.006,19
0.06,1.94,-0.28,-1.26,-0.015,19
0.07,-2.07,-0.89,1.91,0.017,19
0.08,-0.10,-0.28,-0.35,0.011,19
0.09,1.72,-0.81,-2.16,-0.015,19
0.10,-1.92,0.17,2.66,0.001,19
0.11,0.43,-0.36,-1.94,-0.009,19
0.12,0.73,-0.21,-2.09,-0.009,19
0.13,-1.84,0.85,2.21,0.017,19
0.14,2.02,-0.36,-1.56,-0.020,19
0.15,0.51,0.70,-0.28,-0.004,19
0.16,-0.93,1.23,0.63,0.001,19
0.17,1.34,-1.19,-1.11,-0.009,19
0.18,-0.78,1.98,0.40,0.006,19
0.19,-0.55,0.09,-1.18,0.006,19
0.20,1.94,0.25,-1.64,-0.020,19
0.21,-0.71,-0.36,2.96,0.006,19
0.22,0.81,-0.66,-0.43,0.006,19
0.23,-0.18,1.61,-2.54,-0.004,19
0.24,-0.93,-0.66,2.74,0.006,19
0.25,1.04,-0.74,-0.43,0.006,19
0.26,0.35,0.93,-0.73,0.001,19
0.27,-0.93,-1.42,2.21,0.011,19
0.28,1.57,1.00,-1.56,-0.009,19
0.29,-0.48,-0.51,0.33,0.001,19
0.30,-1.16,0.25,1.68,-0.004,19
0.31,1.26,0.25,-1.94,-0.004,19
0.32,-0.93,0.78,0.48,-0.004,19
0.33,-0.71,-1.42,0.85,-0.004,19
0.34,0.43,1.53,-1.48,-0.009,19
0.35,0.13,-0.28,0.40,0.001,19
0.36,0.05,-0.28,0.33,0.017,19
0.37,-0.33,2.06,0.17,-0.004,19
0.38,0.73,-0.51,-0.88,-0.009,19
0.39,-0.78,1.76,0.55,0.001,19
0.40,0.88,-1.42,-0.50,-0.004,19
0.41,0.58,1.61,-0.58,-0.025,19
0.42,-0.93,0.17,0.63,0.011,19
0.43,-0.18,0.09,-1.48,0.011,19
0.44,0.73,-1.19,-0.13,0.001,19
0.45,-0.71,1.30,0.85,0.022,19
0.46,0.20,-1.49,-0.81,-0.009,19
0.47,-0.10,0.17,0.25,-0.004,19
0.48,-0.25,-0.89,1.38,0.017,19
0.49,-0.25,1.23,-0.73,0.001,19
0.50,-0.25,-1.04,0.78,0.006,19
0.51,0.43,0.70,-0.13,0.006,19
0.52,-0.55,1.46,-0.50,0.001,19
0.53,-0.18,-1.87,-0.73,0.006,19
0.54,-0.18,1.38,-0.05,0.006,19
0.55,0.20,-1.27,0.02,-0.004,19
