Time,X-Axis Acceleration,Y-Axis Acceleration,Z-Axis Acceleration,Force,Pressure
0.00,-1.43,-0.25,-0.83,0.007,33
0.01,-0.99,-0.85,-1.13,-0.003,33
0.02,-2.02,-1.08,1.96,0.013,33
0.03,-3.06,1.27,0.98,0.029,33
0.04,-2.10,0.89,-1.43,0.007,33
0.05,-0.33,-0.17,1.51,-0.009,33
0.06,-1.29,0.97,2.49,0.002,33
0.07,-0.62,0.97,-0.83,0.007,33
0.08,-1.43,-0.25,-1.58,0.002,33
0.09,-2.39,-0.02,-1.13,0.013,33
0.10,-2.61,-1.38,0.75,0.013,33
0.11,-0.11,0.13,-1.28,-0.009,33
0.12,-0.70,-1.46,1.36,0.002,33
0.13,-1.29,0.81,-0.68,0.007,33
0.14,0.85,-1.23,-0.83,-0.009,33
0.15,-1.21,0.97,0.23,0.002,33
0.16,-1.14,-0.25,1.81,0.007,33
0.17,1.30,-1.00,-0.60,-0.014,33
0.18,-0.11,1.87,0.83,-0.003,33
0.19,-0.92,0.51,-1.51,0.007,33
0.20,-1.58,-1.76,-0.23,0.002,33
0.21,-0.84,-2.21,-0.68,-0.003,33
0.22,2.99,-1.61,0.83,-0.009,33
0.23,-1.29,0.13,0.53,-0.003,33
0.24,1.66,-1.91,-1.73,-0.009,33
0.25,0.19,1.72,-0.30,-0.003,33
0.26,0.12,2.78,-1.06,0.002,33
0.27,-1.95,-1.84,0.53,0.007,33
0.28,1.15,5.05,-2.41,-0.014,33
0.29,-1.95,0.06,3.32,0.007,33
0.30,1.59,2.18,-1.81,-0.025,33
0.31,0.71,-0.47,-2.04,0.002,33
0.32,-1.58,-3.20,1.36,0.002,33
0.33,1.52,-3.58,-2.04,-0.003,33
0.34,-0.47,1.12,-2.64,0.007,33
0.35,1.30,-0.70,-0.90,-0.020,33
0.36,0.93,-1.76,1.13,-0.009,33
0.37,0.63,1.80,-1.81,-0.009,33
0.38,-1.73,1.27,0.60,0.002,33
0.39,-1.21,-2.82,1.28,0.007,33
0.40,1.37,2.48,-0.83,-0.009,33
0.41,1.22,0.59,-1.13,-0.020,33
0.42,0.41,0.28,2.26,-0.009,33
0.43,-0.92,1.42,-1.73,-0.003,33
0.44,-0.84,-0.32,-0.30,0.002,33
0.45,-0.47,0.21,0.23,0.002,33
0.46,-1.07,-1.00,-0.98,0.007,33
0.47,0.71,-2.29,-2.26,-0.009,33
0.48,-0.03,-0.40,1.81,0.002,33
0.49,-1.43,-0.47,2.71,0.007,33
0.50,-0.33,0.51,-0.75,-0.014,33
0.51,0.34,-0.55,2.19,-0.009,33
0.52,0.04,2.18,0.45,-0.009,33
0.53,-0.03,0.51,0.00,-0.003,33
0.54,0.26,-0.47,0.45,-0.003,33
0.55,-0.47,-0.32,0.15,0.002,33
0.56,-1.88,-0.85,2.34,0.013,33
0.57,1.00,0.36,0.75,-0.009,33
