Time,X-Axis Acceleration,Y-Axis Acceleration,Z-Axis Acceleration,Force,Pressure
0.00,0.82,1.64,2.14,-0.015,20
0.01,3.02,-0.18,-3.29,-0.015,20
0.02,-0.09,1.94,1.09,-0.005,20
0.03,1.35,-1.39,-4.42,-0.026,20
0.04,0.29,0.05,2.30,-0.005,20
0.05,-1.07,0.88,2.90,0.005,20
0.06,-0.46,1.56,-1.55,0.000,20
0.07,0.07,2.01,-0.95,-0.010,20
0.08,1.35,-2.07,-0.04,-0.005,20
0.09,1.20,2.09,1.84,-0.015,20
0.10,-0.09,-0.48,-1.32,0.000,20
0.11,-1.30,1.56,-1.78,0.011,20
0.12,-0.01,0.43,0.64,-0.005,20
0.13,-0.69,-0.03,-1.93,0.005,20
0.14,0.07,1.64,3.28,0.000,20
0.15,-1.37,-1.54,-5.70,0.005,20
0.16,0.22,0.65,3.20,-0.005,20
0.17,0.29,-2.30,1.16,0.005,20
0.18,-0.77,-1.16,-1.70,-0.010,20
0.19,1.05,0.88,4.03,-0.010,20
0.20,0.14,-0.26,-1.40,-0.015,20
0.21,0.14,-1.84,-1.63,-0.015,20
0.22,-0.16,1.26,0.49,-0.005,20
0.23,-0.39,-1.39,1.24,-0.005,20
0.24,-1.83,-0.18,-2.61,0.000,20
0.25,0.22,-0.41,4.03,0.005,20
0.26,1.13,2.01,-0.80,-0.015,20
0.27,1.28,0.50,0.71,0.005,20
0.28,-0.16,-0.63,-0.12,0.000,20
0.29,0.75,-1.69,-0.57,0.005,20
0.30,-0.54,0.73,-0.57,0.005,20
0.31,-0.16,-0.48,1.09,0.005,20
0.32,0.22,1.86,1.62,0.005,20
0.33,1.13,1.79,-0.87,-0.021,20
0.34,0.22,-0.10,1.84,-0.005,20
0.35,0.52,0.12,-2.61,-0.015,20
0.36,-0.16,-1.24,0.86,-0.005,20
0.37,-0.77,-1.09,-1.78,0.000,20
0.38,0.67,3.22,3.35,-0.005,20
0.39,0.22,-1.39,-1.55,-0.005,20
0.40,0.29,1.71,2.37,-0.005,20
0.41,0.97,-2.22,-1.32,-0.021,20
0.42,0.44,-1.31,-0.80,-0.015,20
0.43,0.22,2.39,1.69,-0.010,20
0.44,-0.92,-1.31,-0.49,0.000,20
0.45,-0.01,2.16,0.49,-0.010,20
0.46,-0.09,-3.66,-2.68,-0.005,20
0.47,-0.46,1.64,0.64,-0.005,20
0.48,-1.67,0.58,1.84,0.005,20
0.49,1.50,-0.33,-1.17,-0.021,20
0.50,-1.22,1.48,2.45,0.000,20
0.51,0.67,-1.31,1.01,0.005,20
0.52,0.90,2.09,-0.80,-0.005,20
0.53,-0.16,-0.94,0.49,-0.005,20
0.54,-1.45,1.33,1.39,0.000,20
0.55,-1.45,-0.71,-0.80,0.016,20
0.56,-0.01,0.43,-1.48,0.000,20
0.57,-1.15,0.95,2.97,0.005,20
0.58,1.81,-0.03,-0.80,-0.015,20
0.59,0.07,2.39,0.64,-0.010,20
0.60,-1.75,-0.78,0.49,0.016,20
0.61,-1.75,0.43,-1.02,0.000,20
0.62,-0.99,0.43,-3.36,0.005,20
0.63,0.14,0.43,1.77,0.011,20
0.64,-2.05,0.73,-1.70,0.011,20
0.65,1.28,-2.15,-0.42,-0.015,20
0.66,-0.77,0.88,0.94,0.016,20
0.67,-0.24,-1.09,-0.87,-0.005,20
0.68,-2.05,1.64,1.54,0.011,20
0.69,-0.92,-0.33,-3.21,-0.005,20
0.70,-1.22,2.77,2.14,0.005,20
0.71,-0.92,-1.54,1.32,0.011,20
0.72,-0.84,-0.71,-2.91,-0.005,20
0.73,0.14,0.27,0.94,-0.010,20
0.74,0.22,0.20,1.01,-0.015,20
0.75,-0.77,1.79,1.32,0.000,20
0.76,-0.46,-1.01,-0.95,0.005,20
0.77,-1.15,0.58,-0.04,0.011,20
0.78,0.75,0.12,0.71,-0.010,20
0.79,-0.69,0.12,-1.02,-0.005,20
0.80,-0.31,0.65,2.14,-0.010,20
0.81,-1.52,0.05,-0.04,0.005,20
0.82,-0.77,-1.01,0.79,0.005,20
0.83,-0.24,-1.09,-0.87,0.005,20
0.84,0.22,0.35,1.16,-0.010,20
0.85,-0.24,0.35,-1.10,0.005,20
0.86,-0.01,-0.94,0.56,-0.005,20
0.87,-0.09,-0.10,1.69,0.000,20
0.88,-0.84,-1.84,-0.04,0.000,20
0.89,-0.62,0.05,-0.42,0.005,20
0.90,-0.31,0.88,-0.04,0.005,20
0.91,-0.62,1.48,0.33,0.005,20
0.92,-1.07,0.58,0.64,0.011,20
0.93,-0.39,-0.33,-3.29,-0.015,20
0.94,0.07,0.65,-0.04,-0.010,20
0.95,-0.24,-1.16,-1.02,0.000,20
0.96,0.90,1.79,3.20,-0.010,20
0.97,1.43,0.50,1.99,-0.010,20
0.98,-1.22,0.35,-2.30,-0.015,20
0.99,-0.31,0.73,0.18,-0.005,20
1.00,-0.77,0.05,2.52,-0.005,20
1.01,-0.46,1.48,-3.21,-0.015,20
1.02,0.60,-0.03,1.99,-0.005,20
1.03,-0.01,2.47,1.92,0.005,20
1.04,-0.69,-1.54,-1.25,-0.005,20
1.05,-0.92,0.80,-0.12,0.005,20
1.06,-1.22,-1.01,0.49,0.011,20
1.07,-1.75,0.73,-0.04,0.000,20
1.08,-0.01,0.73,-1.25,0.000,20
1.09,-0.54,0.43,-1.02,0.011,20
1.10,0.14,1.26,-0.49,-0.005,20
1.11,-0.01,-0.86,1.84,-0.005,20
1.12,-0.99,-0.56,-1.32,0.000,20
1.13,-0.77,0.35,1.92,0.005,20
1.14,0.07,0.27,-0.80,0.011,20
1.15,-1.22,1.26,1.92,-0.010,20
1.16,0.14,0.05,0.03,-0.005,20
1.17,-0.16,0.27,-1.25,0.000,20
1.18,-0.69,0.20,0.41,-0.005,20
1.19,-1.07,-0.41,0.03,-0.005,20
1.20,-1.22,1.56,0.33,0.000,20
1.21,-1.15,0.50,0.71,0.005,20
1.22,-0.84,0.12,-0.65,-0.010,20
1.23,-0.69,0.27,-0.49,0.005,20
1.24,-0.31,-0.33,2.37,-0.010,20
1.25,-0.92,0.27,-1.55,0.016,20
1.26,0.37,0.20,2.52,-0.015,20
1.27,-0.31,1.48,-1.17,0.000,20
1.28,-0.01,-1.92,1.01,0.005,20
1.29,0.29,-0.48,0.71,0.000,20
1.30,-0.46,0.12,0.56,0.016,20
1.31,-0.99,0.12,-0.80,0.000,20
1.32,-0.69,1.41,2.30,0.005,20
1.33,-0.46,-0.10,-2.00,0.005,20
1.34,-0.01,0.27,2.52,0.000,20
1.35,-0.46,0.88,-0.27,0.000,20
1.36,-0.54,-2.15,-0.72,0.005,20
1.37,-1.75,2.62,1.54,0.011,20
1.38,-1.37,-0.86,0.71,0.005,20
1.39,-1.30,0.05,-2.46,0.011,20
1.40,0.37,0.20,2.14,-0.005,20
1.41,-0.01,0.43,0.03,-0.010,20
1.42,0.52,-0.03,-0.27,-0.010,20
1.43,-1.22,-0.26,1.69,0.005,20
1.44,0.44,-1.69,0.18,0.000,20
1.45,-0.92,-0.63,-0.04,-0.005,20
1.46,-0.16,-0.10,0.71,0.000,20
1.47,-0.24,1.11,0.41,-0.005,20
1.48,-0.46,-0.78,-1.25,0.000,20
1.49,-1.22,-0.33,-0.72,-0.005,20
1.50,-2.28,-0.33,-1.32,0.011,20
1.51,-0.46,-0.18,0.11,0.000,20
1.52,-1.07,1.56,0.41,0.000,20
1.53,-0.39,1.56,0.26,0.000,20
1.54,-0.24,-1.09,-1.55,0.000,20
1.55,0.67,-0.18,-1.78,-0.026,20
1.56,-2.13,-0.18,1.39,0.005,20
1.57,-0.46,0.50,2.45,-0.005,20
1.58,-1.15,1.03,-2.53,-0.010,20
1.59,-0.09,0.80,-2.53,-0.005,20
1.60,-0.16,0.80,1.39,0.016,20
1.61,0.22,0.65,-0.34,-0.005,20
1.62,-0.54,-0.56,-0.49,0.000,20
1.63,-0.84,1.26,-1.63,-0.005,20
1.64,-1.07,1.56,4.18,0.000,20
1.65,-1.83,1.11,-1.93,0.005,20
1.66,-0.09,-1.54,0.49,0.000,20
1.67,1.13,0.88,-1.17,-0.005,20
1.68,-0.69,-0.18,1.09,0.005,20
1.69,-1.15,2.85,1.24,0.000,20
1.70,-0.92,-1.01,-1.40,0.005,20
1.71,-0.16,-1.09,0.18,0.005,20
1.72,-0.09,-1.01,1.54,-0.010,20
1.73,-0.01,1.33,0.03,-0.015,20
1.74,0.14,-0.18,0.64,-0.005,20
1.75,-1.30,0.43,-0.65,0.005,20
1.76,-1.52,1.03,0.86,0.011,20
1.77,-0.01,-1.24,-1.17,0.000,20
1.78,-0.46,2.16,-0.57,0.000,20
