Time,X-Axis Acceleration,Y-Axis Acceleration,Z-Axis Acceleration,Force,Pressure
0.00,-0.50,1.11,1.42,-0.032,30
0.01,-0.06,-1.46,3.08,-0.027,30
0.02,3.55,-0.55,1.95,-0.103,30
0.03,0.68,-1.16,1.12,-0.076,30
0.04,0.31,-1.23,0.97,-0.016,30
0.05,2.15,-2.14,-0.39,-0.092,30
0.06,0.31,-0.63,2.10,-0.082,30
0.07,1.49,-1.01,2.62,-0.103,30
0.08,1.64,-1.92,1.57,-0.032,30
0.09,3.41,-1.69,0.36,-0.103,30
0.10,2.74,-2.14,0.29,-0.098,30
0.11,-0.13,-0.63,1.34,-0.016,30
0.12,1.19,0.58,-0.16,-0.082,30
0.13,1.64,-1.23,3.23,-0.071,30
0.14,2.74,0.20,3.83,-0.082,30
0.15,0.31,1.41,0.51,-0.027,30
0.16,1.71,-1.99,2.32,-0.092,30
0.17,2.08,-2.82,-0.32,-0.087,30
0.18,0.53,1.04,-0.32,-0.027,30
0.19,0.31,-3.66,1.87,-0.049,30
0.20,1.34,-1.69,1.72,-0.038,30
0.21,1.64,-0.25,-1.45,-0.076,30
0.22,3.19,-3.20,0.74,-0.098,30
0.23,-1.46,1.11,1.12,-0.011,30
0.24,1.42,-3.66,-0.92,-0.076,30
0.25,3.04,2.63,0.89,-0.103,30
0.26,2.67,4.37,3.30,-0.098,30
0.27,-0.28,-1.16,1.19,-0.022,30
0.28,1.19,3.76,-2.28,-0.082,30
0.29,1.42,-2.82,6.92,-0.082,30
0.30,2.01,3.00,0.14,-0.060,30
0.31,0.01,-3.05,-1.60,-0.071,30
0.32,2.23,-4.49,0.66,-0.038,30
0.33,1.42,-2.67,4.21,-0.082,30
0.34,1.78,-1.39,-3.10,-0.109,30
0.35,0.68,-0.55,-0.77,-0.038,30
0.36,0.83,-0.78,3.15,-0.092,30
0.37,1.78,1.04,2.25,-0.076,30
0.38,2.82,-1.99,1.49,-0.098,30
0.39,0.90,-0.63,4.06,-0.032,30
0.40,0.83,0.88,-0.32,-0.082,30
0.41,1.12,-1.61,-0.84,-0.082,30
0.42,0.01,-1.46,2.17,-0.065,30
0.43,2.37,0.81,1.27,-0.049,30
0.44,0.75,-1.84,1.12,-0.076,30
0.45,-0.87,-2.37,2.78,-0.076,30
0.46,2.74,-0.86,-1.97,-0.103,30
0.47,0.24,-1.61,1.27,-0.032,30
0.48,-1.09,-0.93,5.87,-0.098,30
0.49,1.78,1.04,0.36,-0.092,30
0.50,1.93,-1.46,3.91,-0.027,30
0.51,0.60,-0.25,4.36,-0.092,30
0.52,2.30,-0.02,0.59,-0.109,30
0.53,1.71,-0.48,1.87,-0.092,30
0.54,-0.28,-0.55,2.40,-0.082,30
0.55,0.46,0.43,1.34,-0.092,30
0.56,0.97,-1.16,2.02,0.033,30
0.57,-0.13,-1.69,3.53,-0.027,30
0.58,0.38,-0.40,1.19,-0.049,30
0.59,-1.83,-2.67,0.66,-0.076,30
0.60,0.97,-0.40,2.62,-0.076,30
0.61,2.45,0.88,0.97,-0.043,30
0.62,1.49,1.49,0.29,-0.098,30
0.63,0.46,1.64,-0.69,-0.082,30
0.64,-0.13,-1.46,3.53,-0.060,30
0.65,3.19,-0.40,2.40,-0.065,30
0.66,-1.24,-1.61,1.87,-0.043,30
0.67,2.01,-3.43,2.32,-0.082,30
0.68,3.11,0.13,-0.32,-0.087,30
0.69,-2.86,-2.37,3.53,-0.011,30
0.70,3.63,-2.82,-2.05,-0.054,30
0.71,-0.21,0.58,2.70,-0.082,30
0.72,0.75,-2.98,2.32,-0.087,30
0.73,2.23,-1.39,-3.18,0.006,30
0.74,-0.36,-0.63,3.38,-0.076,30
0.75,1.71,0.88,0.44,-0.092,30
0.76,0.97,-3.28,2.10,-0.098,30
0.77,0.90,1.04,4.28,-0.049,30
0.78,-0.65,-0.18,1.04,-0.076,30
0.79,3.19,-2.45,0.66,-0.114,30
0.80,2.37,1.57,0.36,-0.082,30
0.81,0.09,-3.73,1.34,-0.092,30
0.82,3.04,-0.78,-1.67,-0.092,30
0.83,-0.65,-1.01,2.78,-0.076,30
0.84,3.85,-0.86,-0.09,-0.054,30
0.85,-0.58,-0.48,0.51,-0.098,30
0.86,1.93,-3.35,2.25,-0.092,30
0.87,2.96,-0.55,-0.01,-0.087,30
0.88,-0.36,-1.61,6.09,-0.027,30
0.89,2.52,-0.10,-2.12,-0.103,30
0.90,-0.13,0.13,-0.77,-0.092,30
0.91,1.34,0.58,-0.84,0.000,30
0.92,2.08,-1.61,1.12,-0.098,30
0.93,0.24,-1.54,1.42,-0.098,30
0.94,1.42,0.43,-0.77,-0.092,30
0.95,0.46,-4.19,5.41,-0.027,30
0.96,1.56,2.55,-0.77,-0.114,30
0.97,0.53,-1.84,2.25,-0.087,30
0.98,3.55,-1.39,2.55,-0.087,30
0.99,-0.36,0.66,0.36,-0.027,30
1.00,0.09,-0.71,-1.97,-0.076,30
1.01,0.68,-0.02,0.06,-0.076,30
