Time,X-Axis Acceleration,Y-Axis Acceleration,Z-Axis Acceleration,Force,Pressure
0.00,2.36,1.20,-0.25,-0.027,36
0.01,-1.11,0.90,1.11,0.017,36
0.02,-0.89,1.28,-1.46,0.006,36
0.03,1.69,-0.24,0.35,-0.005,36
0.04,0.29,2.26,0.13,0.006,36
0.05,0.44,-0.69,-0.55,-0.011,36
0.06,-0.23,-0.09,-0.70,0.011,36
0.07,-2.81,-1.60,0.35,0.017,36
0.08,0.51,2.72,-0.25,-0.005,36
0.09,1.47,-1.52,2.16,-0.005,36
0.10,-1.04,1.96,2.39,0.011,36
0.11,0.66,2.26,-2.44,0.000,36
0.12,-0.59,-1.98,2.39,0.022,36
0.13,-1.33,1.20,0.20,0.017,36
0.14,-0.52,-1.45,-0.10,0.006,36
0.15,0.00,-0.09,2.16,0.006,36
0.16,0.51,0.75,-0.48,-0.005,36
0.17,-2.07,-0.31,0.43,0.022,36
0.18,-0.59,-1.37,0.35,0.000,36
0.19,-1.41,0.29,2.01,0.017,36
0.20,1.91,1.66,0.35,-0.005,36
0.21,0.66,-3.19,0.96,0.000,36
0.22,-0.82,-1.30,-0.85,0.022,36
0.23,-1.26,0.90,0.73,0.006,36
0.24,-2.44,0.97,2.01,0.006,36
0.25,-0.08,2.11,1.71,0.017,36
0.26,0.59,3.93,-0.02,0.006,36
0.27,-1.04,1.58,-3.57,0.011,36
0.28,2.21,-1.90,-0.93,0.000,36
0.29,0.07,0.82,1.63,0.022,36
0.30,-2.37,2.56,0.58,0.033,36
0.31,-0.74,-3.04,1.86,0.017,36
0.32,-1.26,-1.15,0.50,0.017,36
0.33,0.81,-2.05,-0.85,0.006,36
0.34,-0.30,2.41,-1.61,0.006,36
0.35,0.22,-2.28,1.41,0.006,36
0.36,-0.67,3.02,0.05,0.006,36
0.37,-1.63,3.17,-0.25,0.011,36
0.38,1.54,-0.46,-0.78,0.000,36
0.39,-2.59,1.58,1.11,0.022,36
0.40,0.00,-0.92,-2.13,0.033,36
0.41,1.47,-1.07,0.58,-0.005,36
0.42,-2.73,2.49,1.26,0.022,36
0.43,0.81,-1.15,0.58,0.011,36
0.44,1.40,3.40,-0.25,-0.005,36
0.45,0.29,0.60,-0.25,-0.005,36
0.46,0.73,0.82,-1.46,-0.011,36
0.47,0.22,-0.69,-1.23,-0.011,36
0.48,-2.00,0.14,0.28,0.017,36
0.49,0.59,2.34,-0.48,0.000,36
0.50,0.29,-0.46,0.43,0.006,36
0.51,1.54,-0.84,-0.25,-0.005,36
0.52,-2.44,-2.28,-0.93,0.017,36
0.53,0.14,-1.67,-1.83,0.000,36
0.54,0.88,0.37,0.88,0.000,36
