Time,X-Axis Acceleration,Y-Axis Acceleration,Z-Axis Acceleration,Force,Pressure
0.00,0.13,-1.40,0.06,-0.005,28
0.01,-0.01,0.11,1.87,0.006,28
0.02,-0.83,-1.02,-0.99,0.017,28
0.03,-0.83,-0.57,0.14,0.006,28
0.04,-0.68,0.34,-0.77,-0.005,28
0.05,-0.83,-1.02,0.29,0.000,28
0.06,-0.60,0.04,0.36,0.006,28
0.07,-0.09,0.42,-0.99,0.000,28
0.08,-0.38,-1.17,-0.77,0.000,28
0.09,-0.46,-0.04,-0.54,0.006,28
0.10,-0.38,0.64,-0.39,0.006,28
0.11,-0.75,-0.04,-0.39,0.000,28
0.12,-0.90,0.11,0.14,0.011,28
0.13,-0.09,-0.49,-0.09,0.011,28
0.14,-0.90,-1.10,-0.69,0.006,28
0.15,-0.83,0.04,-1.37,0.011,28
0.16,0.50,0.79,-0.09,0.006,28
0.17,-0.31,-1.02,-0.62,0.006,28
0.18,-1.05,-0.64,-0.69,0.006,28
0.19,-0.46,1.02,0.06,0.000,28
0.20,-0.01,0.57,0.21,0.006,28
0.21,-0.97,-0.04,0.06,0.011,28
0.22,-0.90,-0.04,-0.39,0.006,28
0.23,-0.60,1.40,0.44,0.017,28
0.24,-0.90,1.55,-1.14,0.011,28
0.25,-1.12,-0.42,1.04,0.011,28
0.26,-0.31,-0.26,1.27,0.000,28
0.27,-0.31,0.87,-0.32,0.000,28
0.28,-0.68,-0.11,-0.24,0.000,28
0.29,-0.31,-0.04,-0.24,-0.010,28
0.30,-0.53,0.87,-0.16,0.011,28
0.31,-0.75,0.49,-0.01,0.000,28
0.32,-0.53,0.04,-0.09,0.011,28
0.33,-0.16,1.25,1.27,-0.010,28
0.34,-0.46,0.42,0.66,0.022,28
0.35,-0.09,-0.49,0.89,-0.005,28
0.36,0.28,0.64,0.51,-0.010,28
0.37,0.21,0.87,-0.01,-0.005,28
0.38,0.58,-0.11,0.89,0.000,28
0.39,-0.01,-0.26,-0.32,0.006,28
0.40,-0.01,0.79,-0.62,-0.010,28
0.41,0.06,0.26,0.36,0.006,28
0.42,-0.01,0.19,0.51,0.011,28
0.43,-0.31,0.87,0.14,0.011,28
0.44,-0.16,0.57,0.89,0.000,28
0.45,0.36,1.32,0.44,-0.005,28
0.46,0.58,-0.11,1.27,0.000,28
0.47,0.28,-0.34,-0.16,0.017,28
0.48,0.28,0.19,-0.16,0.000,28
0.49,-0.16,0.11,0.36,0.011,28
0.50,-0.16,0.95,-0.99,0.000,28
0.51,-0.09,0.42,-0.24,0.000,28
0.52,0.06,0.34,-0.39,-0.005,28
0.53,-0.31,0.49,-0.39,0.006,28
0.54,-0.31,0.49,0.59,-0.010,28
0.55,0.28,0.95,-0.16,0.011,28
0.56,0.50,-0.04,-0.84,0.006,28
0.57,-0.83,-1.40,-1.22,0.006,28
0.58,-1.12,-1.17,0.97,0.017,28
0.59,-0.75,1.40,-1.07,0.011,28
0.60,-1.19,1.55,-0.01,0.006,28
0.61,-0.16,-0.64,1.04,0.011,28
0.62,1.09,-1.17,0.36,0.006,28
0.63,1.83,-1.32,0.66,-0.021,28
0.64,2.72,-0.19,-1.14,-0.005,28
0.65,2.79,1.55,-1.07,-0.021,28
0.66,0.80,-0.79,-2.73,-0.010,28
0.67,-1.93,-2.31,-0.92,0.017,28
0.68,-2.45,1.78,-1.97,0.011,28
0.69,-2.82,1.25,-2.65,0.011,28
0.70,-3.41,-2.08,0.44,0.039,28
0.71,-1.78,1.25,-0.47,0.006,28
0.72,-0.60,1.32,0.14,0.017,28
0.73,0.13,-1.32,-0.92,0.006,28
0.74,1.54,-0.11,-1.30,-0.005,28
0.75,2.42,0.04,-0.16,-0.021,28
0.76,1.02,-1.32,0.21,0.000,28
0.77,0.87,0.11,-0.39,-0.010,28
0.78,1.02,0.04,0.66,-0.010,28
0.79,-0.38,0.87,0.36,0.000,28
0.80,-0.75,1.17,0.66,0.022,28
0.81,-1.27,-0.42,0.97,0.017,28
0.82,-0.97,0.11,0.97,0.000,28
0.83,-0.01,0.04,-0.09,-0.016,28
0.84,0.06,-0.49,-0.62,0.000,28
0.85,0.87,0.11,-0.01,-0.005,28
0.86,1.17,0.72,-0.24,-0.005,28
0.87,0.36,0.34,-0.54,0.006,28
0.88,0.21,0.49,1.64,0.011,28
0.89,-0.75,1.17,1.80,0.006,28
0.90,-0.97,1.70,1.27,0.006,28
0.91,0.06,0.19,0.89,0.000,28
0.92,-0.97,-1.10,-1.07,0.011,28
0.93,-2.30,0.11,-1.14,0.011,28
0.94,-0.60,1.55,1.42,0.000,28
0.95,-0.53,2.08,0.74,0.022,28
0.96,-0.01,-0.11,2.02,0.011,28
0.97,1.83,-0.95,1.95,0.000,28
0.98,1.83,0.04,-0.47,-0.005,28
0.99,0.13,-0.19,0.21,0.006,28
1.00,0.50,2.31,-0.39,-0.005,28
1.01,1.17,3.07,-1.37,-0.016,28
1.02,-0.53,-1.63,0.21,0.006,28
1.03,-1.12,-1.48,0.82,0.011,28
1.04,-0.75,3.07,-0.47,0.011,28
1.05,-1.05,-1.25,2.93,0.006,28
1.06,-2.08,-2.16,0.14,0.017,28
1.07,-0.83,2.61,-1.67,0.011,28
1.08,0.43,2.16,-0.32,0.000,28
1.09,-0.60,0.95,0.06,0.000,28
1.10,0.58,1.02,-0.62,0.000,28
1.11,1.68,-1.02,1.80,-0.021,28
1.12,1.61,-0.64,2.17,-0.021,28
1.13,0.06,0.34,-0.09,0.000,28
1.14,0.06,0.64,-0.16,0.000,28
1.15,-0.60,0.57,0.44,0.000,28
1.16,-1.49,-1.70,-0.99,0.022,28
1.17,-0.60,-0.49,-2.05,0.017,28
1.18,0.21,2.54,-0.62,0.006,28
1.19,-0.53,-0.57,0.14,0.022,28
1.20,-0.75,-2.69,-0.32,0.011,28
1.21,0.58,1.93,-2.12,-0.005,28
1.22,1.24,1.63,-0.92,-0.010,28
1.23,-0.53,-2.01,0.06,0.006,28
1.24,-0.90,-0.87,0.51,0.011,28
1.25,-0.97,1.17,-0.69,0.011,28
1.26,-1.27,-0.49,0.29,0.011,28
1.27,-0.60,-1.32,0.29,-0.010,28
1.28,0.43,-0.04,-1.22,0.017,28
1.29,1.09,0.34,-0.92,-0.005,28
1.30,1.24,0.49,0.74,-0.010,28
1.31,-0.09,-0.19,-1.07,0.006,28
1.32,-0.75,-0.11,1.34,0.000,28
1.33,-0.60,0.11,-0.01,0.006,28
1.34,-0.68,-1.78,0.06,0.011,28
1.35,-0.09,-0.57,0.59,0.006,28
1.36,1.02,1.78,-0.39,-0.005,28
1.37,1.24,0.95,-1.30,0.000,28
1.38,0.50,-1.25,0.21,0.000,28
1.39,0.65,0.04,-0.54,-0.005,28
1.40,1.31,0.57,0.89,-0.005,28
1.41,0.13,-1.32,1.87,0.000,28
1.42,-1.19,-1.10,0.66,0.017,28
1.43,-0.38,0.11,-0.09,0.000,28
1.44,-0.38,1.70,-0.01,0.006,28
1.45,-0.60,1.78,0.97,0.011,28
1.46,-0.09,-0.72,0.89,0.011,28
1.47,0.65,0.04,0.74,0.000,28
1.48,0.65,0.26,0.74,0.006,28
1.49,0.65,-0.87,0.06,0.000,28
1.50,1.09,0.42,0.06,0.006,28
1.51,-0.60,-0.04,-0.62,0.017,28
1.52,-1.42,-1.10,0.21,0.011,28
1.53,-0.38,1.10,0.06,0.006,28
1.54,-0.38,1.17,-1.60,0.017,28
1.55,-0.53,-0.57,-0.16,0.000,28
1.56,0.06,0.57,0.59,0.011,28
1.57,-0.24,2.31,0.51,0.017,28
1.58,-1.05,0.79,-0.77,-0.005,28
1.59,-0.31,-2.38,0.51,0.022,28
1.60,0.43,0.11,0.36,-0.005,28
1.61,0.13,1.10,-0.62,0.011,28
1.62,-0.75,-0.87,-0.47,0.006,28
1.63,-0.38,0.64,0.14,0.006,28
1.64,0.36,0.87,0.97,-0.010,28
1.65,-0.16,-0.49,0.29,0.006,28
1.66,-0.31,0.79,-0.62,0.006,28
1.67,-0.38,-0.19,0.14,0.000,28
1.68,-0.09,-0.11,-0.16,0.006,28
1.69,-0.01,0.42,-1.37,0.000,28
1.70,0.21,-1.25,0.82,-0.005,28
1.71,0.21,0.95,-0.24,0.006,28
1.72,-0.46,2.46,-0.77,0.000,28
1.73,0.13,-2.16,1.95,0.000,28
1.74,0.43,0.34,0.29,0.000,28
1.75,1.17,2.54,-1.07,0.006,28
1.76,0.58,-1.17,2.02,0.000,28
1.77,0.06,-0.95,-0.16,0.000,28
1.78,0.43,1.85,0.44,0.011,28
1.79,-0.31,0.42,-0.09,-0.010,28
1.80,-1.05,-1.02,0.29,0.006,28
1.81,-1.05,0.57,-0.69,0.011,28
1.82,-0.09,-0.87,1.49,0.000,28
1.83,0.95,-0.19,1.04,0.006,28
1.84,0.36,0.95,-0.77,0.000,28
1.85,0.21,0.04,-0.16,0.000,28
1.86,0.58,0.11,-0.16,0.006,28
1.87,0.21,0.42,-1.52,0.000,28
1.88,-0.68,-1.63,-1.37,0.017,28
1.89,0.58,-0.79,1.95,-0.005,28
1.90,-0.01,2.54,-1.07,0.006,28
1.91,-1.34,0.95,-0.24,0.011,28
1.92,-0.01,-0.34,1.27,0.006,28
1.93,1.24,2.08,-0.77,0.000,28
1.94,0.65,-0.04,3.00,0.000,28
1.95,-0.16,-3.29,1.42,0.000,28
1.96,0.50,0.34,0.59,-0.016,28
1.97,0.80,1.63,0.66,0.011,28
1.98,0.95,0.57,-1.14,0.006,28
1.99,0.13,1.02,-1.30,-0.005,28
2.00,-1.64,-1.10,1.04,0.022,28
2.01,-0.53,-0.95,0.44,0.017,28
2.02,-0.24,1.55,-0.39,0.000,28
2.03,1.02,-0.04,1.27,-0.005,28
2.04,1.54,-0.49,-0.32,0.000,28
2.05,0.43,0.34,-2.58,-0.005,28
2.06,-1.49,-0.34,0.44,0.011,28
2.07,-1.05,0.34,0.66,0.017,28
2.08,-1.27,1.25,-2.20,0.011,28
2.09,-0.38,-1.25,0.06,0.006,28
2.10,0.28,-1.78,1.04,0.000,28
2.11,2.05,2.54,-0.39,-0.005,28
2.12,0.50,1.40,-0.77,0.006,28
2.13,0.65,-2.61,1.72,-0.005,28
2.14,0.95,0.57,1.27,-0.005,28
2.15,0.65,-0.57,-1.75,0.006,28
2.16,0.28,-1.40,0.44,0.000,28
2.17,0.87,2.16,-0.24,-0.010,28
2.18,-0.16,-0.04,0.59,0.011,28
2.19,-0.24,-1.55,2.17,0.006,28
2.20,1.09,1.25,-0.39,-0.005,28
2.21,-0.01,0.87,-1.45,0.000,28
2.22,0.65,-1.10,0.44,0.000,28
2.23,0.65,-0.79,0.06,0.000,28
2.24,0.43,-0.57,-0.47,0.017,28
2.25,0.50,-1.70,0.06,-0.005,28
2.26,1.31,2.01,1.19,0.006,28
2.27,0.58,3.22,-0.47,0.006,28
2.28,-0.09,-0.26,1.80,0.006,28
2.29,-0.09,-0.79,0.29,0.006,28
2.30,0.65,-1.10,-0.01,-0.005,28
2.31,0.95,-2.99,0.59,0.000,28
2.32,1.54,0.26,0.29,-0.005,28
2.33,1.90,1.25,-1.60,-0.010,28
2.34,1.31,-1.25,0.29,0.000,28
2.35,0.36,-0.11,-3.18,0.000,28
2.36,-1.12,-0.57,-1.75,0.006,28
2.37,0.21,0.72,1.80,0.000,28
2.38,-0.09,2.46,-0.24,0.022,28
2.39,-1.34,-0.34,0.82,0.006,28
2.40,0.36,0.42,0.44,0.000,28
2.41,1.83,1.25,-0.62,-0.005,28
2.42,-0.46,-1.32,-0.01,0.000,28
2.43,-1.12,-2.54,1.19,0.017,28
2.44,0.43,1.48,-0.92,0.000,28
2.45,1.09,1.63,0.06,-0.005,28
2.46,0.58,-2.08,0.36,-0.010,28
2.47,1.02,2.23,0.44,0.000,28
2.48,1.54,4.13,-1.52,-0.016,28
2.49,-0.24,-1.93,4.13,-0.005,28
2.50,0.65,-3.37,2.10,0.000,28
2.51,2.42,3.37,-0.62,-0.005,28
2.52,1.39,1.10,0.89,-0.010,28
2.53,-0.75,-3.60,1.57,-0.010,28
2.54,-0.46,1.32,0.29,0.011,28
2.55,-0.31,0.87,-1.07,0.000,28
2.56,0.13,-0.49,0.14,0.000,28
2.57,0.72,2.01,-1.90,-0.010,28
2.58,0.50,1.02,-2.05,-0.005,28
2.59,0.06,-0.87,-0.01,0.000,28
2.60,-0.46,-0.87,-0.09,0.006,28
2.61,-0.16,-1.25,1.34,0.000,28
2.62,0.06,1.10,0.51,-0.010,28
2.63,-0.16,2.16,-0.99,0.000,28
2.64,-0.31,-0.64,-0.24,-0.010,28
2.65,-0.53,-3.29,0.59,0.006,28
2.66,1.76,0.04,0.29,-0.010,28
2.67,2.42,1.32,-0.92,-0.016,28
2.68,0.95,0.04,-1.67,-0.010,28
2.69,1.02,-0.42,-0.62,-0.010,28
2.70,0.36,0.49,-2.80,-0.010,28
2.71,-0.60,1.25,-2.20,0.000,28
2.72,-1.34,0.19,-0.16,0.017,28
2.73,-0.53,-2.08,2.32,0.000,28
