Time,X-Axis Acceleration,Y-Axis Acceleration,Z-Axis Acceleration,Force,Pressure
0.00,-0.64,-0.11,1.86,0.019,34
0.01,-0.26,-0.11,0.12,-0.001,34
0.02,0.65,0.19,-1.16,0.004,34
0.03,1.10,2.08,-0.25,-0.001,34
0.04,-0.49,-0.49,-2.37,-0.001,34
0.05,0.65,0.42,-3.57,-0.007,34
0.06,-1.62,-1.10,1.25,0.004,34
0.07,-0.34,-1.40,3.97,-0.001,34
0.08,0.35,-0.64,0.05,-0.007,34
0.09,-0.11,-0.11,-2.67,0.004,34
0.10,1.63,0.57,-0.48,-0.012,34
0.11,-0.49,2.61,2.99,-0.001,34
0.12,0.19,0.11,-0.41,0.004,34
0.13,-0.64,2.08,0.65,-0.007,34
0.14,-0.56,-0.04,-1.54,-0.007,34
0.15,2.47,2.53,0.80,-0.017,34
0.16,-0.03,1.02,0.50,-0.007,34
0.17,2.01,1.10,2.23,-0.007,34
0.18,-0.26,1.47,-2.52,0.009,34
0.19,-0.56,2.91,-1.46,-0.001,34
0.20,2.16,0.49,2.23,-0.007,34
0.21,-0.34,2.84,3.89,-0.001,34
0.22,2.24,-1.25,-5.68,-0.017,34
0.23,-0.49,2.53,0.05,0.014,34
0.24,-0.71,0.79,-1.23,0.025,34
0.25,-0.03,2.16,-3.04,0.004,34
0.26,-1.17,-0.34,-3.04,-0.001,34
0.27,1.86,1.78,-1.76,-0.007,34
0.28,1.03,1.17,3.82,-0.007,34
0.29,1.94,-0.49,-0.56,0.004,34
0.30,2.77,1.63,1.56,-0.017,34
0.31,-0.41,1.25,-2.52,0.014,34
0.32,2.47,1.93,1.33,-0.028,34
0.33,-0.26,2.46,-1.84,0.004,34
0.34,0.80,1.55,-1.01,-0.012,34
0.35,-1.17,1.32,-1.84,0.009,34
0.36,0.57,-1.40,-0.25,-0.001,34
0.37,0.19,3.36,1.03,-0.001,34
0.38,0.12,2.08,-0.71,0.004,34
0.39,1.56,2.68,-0.18,-0.001,34
0.40,-0.03,0.72,-1.46,-0.017,34
0.41,0.27,-0.26,-1.84,0.004,34
0.42,-0.03,1.85,0.88,-0.001,34
0.43,0.19,1.78,1.63,-0.007,34
0.44,1.56,0.87,0.80,-0.012,34
0.45,-0.49,-0.72,0.88,0.004,34
0.46,0.65,-2.38,-2.06,-0.012,34
0.47,0.57,-1.25,-0.41,-0.007,34
0.48,-0.03,0.11,2.61,0.014,34
0.49,2.31,2.91,3.14,-0.012,34
0.50,0.50,-1.17,-0.78,-0.012,34
0.51,1.41,-0.19,-0.18,-0.022,34
