Time,X-Axis Acceleration,Y-Axis Acceleration,Z-Axis Acceleration,Force,Pressure
0.00,-2.14,1.44,2.86,0.001,27
0.01,0.51,-1.96,-1.67,-0.009,27
0.02,-0.85,-2.26,-0.84,0.001,27
0.03,-0.85,0.99,4.74,-0.009,27
0.04,3.54,-1.96,-3.48,-0.020,27
0.05,-1.31,-3.25,-1.52,-0.004,27
0.06,-0.85,1.97,6.17,-0.009,27
0.07,-0.09,2.58,-1.97,-0.009,27
0.08,0.36,-0.07,-0.39,-0.004,27
0.09,-1.23,2.95,3.38,0.001,27
0.10,0.06,2.65,-3.93,-0.009,27
0.11,2.93,-2.79,0.52,-0.020,27
0.12,-0.32,0.23,3.84,-0.004,27
0.13,-1.76,2.73,1.12,0.006,27
0.14,0.06,-2.19,-1.07,0.001,27
0.15,-1.15,-3.40,0.82,0.001,27
0.16,-1.38,-0.22,0.07,0.001,27
0.17,1.12,-0.68,-2.72,-0.004,27
0.18,-0.02,-1.51,0.52,-0.009,27
0.19,-0.55,1.59,2.78,-0.004,27
0.20,-0.93,2.27,-2.72,-0.004,27
0.21,-0.78,-0.07,0.90,-0.009,27
0.22,-0.47,0.31,3.38,-0.009,27
0.23,1.04,0.31,-3.25,-0.014,27
0.24,-1.00,-0.60,0.07,-0.004,27
0.25,-0.62,2.95,2.25,0.001,27
0.26,2.71,0.31,-1.22,-0.020,27
0.27,-2.82,-0.22,1.95,0.001,27
0.28,1.80,0.46,-2.05,-0.025,27
0.29,0.13,0.76,-2.65,-0.014,27
0.30,-2.74,0.00,2.93,0.001,27
0.31,2.33,-0.37,-4.31,-0.020,27
0.32,-0.47,0.08,1.65,-0.014,27
0.33,-1.38,-0.52,3.84,0.006,27
0.34,3.16,-1.36,-5.29,-0.025,27
0.35,-1.00,-1.21,2.18,0.001,27
0.36,-0.40,0.91,0.90,-0.004,27
0.37,1.42,-1.21,-4.46,0.001,27
0.38,0.59,-1.36,2.48,-0.014,27
0.39,-0.70,1.52,0.82,0.001,27
0.40,-1.08,-0.98,-2.57,0.001,27
0.41,1.04,-1.89,-1.07,-0.004,27
0.42,-0.09,0.99,1.05,-0.020,27
0.43,-3.58,1.52,2.55,0.017,27
0.44,3.84,0.16,-2.50,-0.030,27
0.45,0.97,2.27,-0.76,-0.030,27
0.46,-3.58,1.44,1.95,0.006,27
0.47,0.97,-1.36,-5.51,-0.009,27
0.48,0.44,-0.45,0.67,-0.014,27
0.49,-1.08,2.20,5.34,-0.004,27
0.50,2.33,-1.36,-0.61,-0.020,27
0.51,0.89,-0.30,-1.22,-0.004,27
0.52,-2.52,1.59,1.50,0.006,27
0.53,-2.59,-0.68,0.14,0.001,27
0.54,2.48,-0.98,-2.80,-0.014,27
0.55,-0.93,0.53,2.93,-0.020,27
0.56,-0.70,0.46,3.31,-0.009,27
0.57,2.25,-1.73,-3.86,-0.030,27
0.58,-2.52,1.59,2.18,0.006,27
0.59,-1.38,-0.68,-2.27,-0.014,27
0.60,1.72,-0.98,-1.29,-0.030,27
0.61,-2.67,3.33,6.17,-0.009,27
0.62,-0.55,-0.60,-1.29,0.001,27
0.63,1.65,2.12,1.27,-0.025,27
0.64,-1.38,2.20,-0.01,0.001,27
0.65,-0.32,-0.90,-3.33,-0.009,27
0.66,1.50,0.61,-3.55,-0.020,27
0.67,-1.31,-0.68,2.10,-0.009,27
0.68,-0.25,-1.21,2.86,-0.020,27
0.69,3.01,-0.22,-5.74,-0.025,27
0.70,-2.90,-1.51,2.78,0.001,27
0.71,-3.20,-2.11,5.19,0.012,27
0.72,3.54,-0.60,-6.87,-0.020,27
0.73,2.56,2.27,-0.31,-0.040,27
0.74,-5.24,2.58,4.06,0.022,27
0.75,0.66,-1.58,-5.44,-0.020,27
0.76,-0.02,-0.60,-0.84,-0.020,27
0.77,-1.00,2.95,4.06,-0.014,27
0.78,0.81,-1.89,-4.23,-0.025,27
0.79,2.63,-0.52,-0.61,-0.014,27
0.80,-2.67,1.97,2.48,0.006,27
0.81,-2.59,0.23,0.29,0.012,27
0.82,1.57,-1.36,-1.52,-0.004,27
0.83,-0.62,0.23,1.42,-0.004,27
0.84,-1.68,0.16,3.16,0.001,27
0.85,3.99,1.37,-4.91,-0.046,27
0.86,-0.70,1.44,2.18,-0.009,27
0.87,-2.06,-1.36,2.71,0.012,27
0.88,0.36,-1.05,-5.36,-0.009,27
0.89,-0.85,-0.30,4.21,0.001,27
0.90,0.74,-1.89,3.31,-0.009,27
0.91,2.56,-2.34,-2.88,-0.014,27
0.92,-2.37,1.67,3.84,0.001,27
0.93,-0.25,1.74,-0.69,0.001,27
0.94,0.74,0.91,-1.97,-0.004,27
0.95,-1.38,2.05,0.82,0.001,27
0.96,0.36,0.53,1.20,-0.009,27
0.97,0.28,-0.30,-1.29,-0.009,27
0.98,1.65,1.06,-2.12,-0.020,27
0.99,-2.06,0.76,3.69,0.001,27
1.00,-1.00,-0.15,-1.14,-0.004,27
1.01,2.86,-2.49,-4.91,-0.030,27
1.02,-2.52,1.29,4.89,0.006,27
1.03,-0.55,-0.52,0.29,0.001,27
1.04,2.48,-1.66,-5.36,-0.020,27
1.05,-4.26,1.21,3.84,0.006,27
1.06,0.97,2.50,2.71,-0.009,27
1.07,2.93,-0.75,-3.03,-0.040,27
1.08,0.21,-4.00,1.20,-0.020,27
1.09,-1.99,-0.60,-0.54,0.017,27
1.10,-2.44,4.31,-2.42,0.001,27
1.11,-1.46,0.76,2.55,0.001,27
1.12,1.80,0.16,3.31,-0.030,27
1.13,1.72,1.59,-0.76,-0.020,27
1.14,-0.55,-1.96,-2.50,0.001,27
1.15,-3.58,-1.13,-0.84,0.012,27
1.16,-1.00,0.31,-1.97,0.006,27
1.17,0.81,1.37,3.23,-0.020,27
1.18,1.27,-0.15,4.97,-0.025,27
1.19,1.27,-1.58,-2.42,-0.009,27
1.20,1.57,3.33,-2.12,-0.025,27
1.21,-3.73,2.58,0.97,-0.014,27
1.22,-1.61,-0.75,-3.78,-0.009,27
1.23,3.46,-2.26,-0.08,-0.030,27
1.24,-1.31,1.21,6.78,-0.009,27
1.25,-0.55,-0.22,2.48,0.001,27
1.26,1.95,-2.49,-5.74,-0.020,27
1.27,-1.68,2.50,3.69,-0.014,27
1.28,-2.06,0.23,-2.50,0.006,27
1.29,5.20,0.08,-6.57,-0.046,27
1.30,-0.70,0.46,4.29,-0.009,27
1.31,-1.76,-2.11,3.54,0.012,27
1.32,-0.62,-1.05,-5.44,-0.009,27
1.33,-1.23,0.69,4.06,-0.014,27
1.34,-0.85,-1.05,3.38,-0.009,27
1.35,3.08,0.84,-4.99,-0.030,27
1.36,-1.23,2.58,2.71,-0.020,27
1.37,-0.40,1.21,1.65,0.001,27
1.38,-0.70,0.69,-4.69,-0.004,27
1.39,0.44,-0.83,-0.91,-0.020,27
1.40,-1.99,-3.32,5.87,0.001,27
1.41,2.18,-1.28,1.88,-0.009,27
1.42,0.06,1.74,-2.42,-0.004,27
1.43,-0.78,0.84,2.03,-0.009,27
1.44,3.08,-0.30,-2.57,-0.020,27
1.45,-1.46,1.59,-3.18,-0.020,27
1.46,-5.17,2.88,3.69,0.006,27
1.47,2.63,0.99,-1.37,-0.020,27
1.48,4.83,-0.60,-1.44,-0.035,27
1.49,-0.85,0.46,3.31,-0.025,27
1.50,-0.55,-3.10,-2.27,0.001,27
1.51,-1.76,-4.08,-4.38,0.017,27
1.52,-0.93,1.29,1.50,0.006,27
1.53,2.63,1.37,1.05,-0.020,27
1.54,2.86,0.08,-1.74,-0.030,27
1.55,-0.09,1.97,1.05,-0.014,27
1.56,-4.71,2.73,0.82,0.017,27
1.57,-3.12,-0.98,-0.61,0.017,27
1.58,4.30,-0.60,-2.88,-0.035,27
1.59,-0.40,3.11,3.61,-0.004,27
1.60,-2.29,-0.30,2.33,0.022,27
1.61,-0.02,-0.75,-1.67,-0.009,27
1.62,0.51,1.97,1.50,-0.020,27
1.63,-1.76,-3.25,2.10,-0.004,27
1.64,0.44,-3.40,-1.07,-0.004,27
1.65,0.28,-0.30,-3.40,-0.009,27
1.66,-1.76,0.31,-0.76,-0.004,27
1.67,0.44,0.31,2.25,-0.009,27
1.68,0.74,2.20,-2.35,-0.014,27
1.69,-0.47,1.44,3.16,-0.009,27
1.70,1.34,0.61,1.50,-0.020,27
1.71,-0.09,-0.68,-3.18,0.001,27
1.72,-0.85,0.84,0.97,0.001,27
1.73,1.80,0.00,-1.07,-0.025,27
1.74,-0.40,-0.45,-2.20,-0.004,27
1.75,-0.40,-2.42,0.82,-0.004,27
1.76,0.51,1.97,-0.39,-0.009,27
1.77,-2.29,1.97,0.97,0.012,27
1.78,0.06,-0.75,0.37,-0.014,27
1.79,1.72,1.59,-3.40,-0.025,27
1.80,-0.85,-0.15,-0.54,-0.004,27
1.81,-0.02,1.52,-2.80,-0.020,27
1.82,0.21,-0.90,-2.72,-0.004,27
1.83,-0.02,0.46,3.46,-0.014,27
1.84,0.06,-2.57,0.14,-0.004,27
1.85,-0.62,-1.51,-0.08,0.006,27
1.86,-2.14,2.05,1.73,0.012,27
1.87,1.04,-0.45,-2.42,-0.009,27
1.88,0.06,-2.42,0.22,-0.020,27
1.89,-1.31,1.37,0.29,-0.009,27
1.90,-0.55,0.76,-0.99,0.001,27
1.91,-2.74,1.44,2.03,0.006,27
1.92,2.63,0.00,-0.91,-0.035,27
1.93,1.50,-0.15,-0.61,-0.020,27
1.94,-3.20,0.76,0.14,0.006,27
1.95,-0.17,1.59,-0.01,-0.014,27
1.96,-0.02,-0.45,2.78,0.001,27
1.97,-1.15,1.21,0.90,0.001,27
1.98,3.99,0.38,1.50,-0.040,27
1.99,-1.00,-0.22,0.74,0.001,27
2.00,-1.91,1.97,-0.16,-0.004,27
2.01,0.89,0.61,-3.18,-0.020,27
2.02,-2.06,-2.34,1.50,0.012,27
2.03,-0.40,-1.13,1.35,0.001,27
2.04,0.97,0.31,-4.31,-0.020,27
2.05,-1.68,-0.22,3.91,-0.004,27
2.06,-0.62,1.21,1.35,0.001,27
2.07,0.28,-0.68,-2.88,-0.009,27
2.08,-1.76,0.16,5.50,0.012,27
2.09,-1.00,-0.15,0.14,-0.014,27
2.10,2.93,-0.75,-2.95,-0.025,27
2.11,-2.82,2.35,4.44,-0.014,27
2.12,-1.00,-1.36,1.80,0.006,27
2.13,2.25,0.76,-3.18,-0.025,27
2.14,-2.59,1.59,0.44,0.001,27
2.15,-0.70,-0.75,1.05,-0.014,27
2.16,1.57,1.52,-1.89,-0.035,27
2.17,-1.23,-1.66,-0.39,-0.009,27
2.18,-0.40,-1.81,1.20,-0.014,27
2.19,0.44,1.21,-3.70,-0.009,27
2.20,0.21,2.20,-0.54,-0.020,27
2.21,0.81,-1.58,1.42,-0.009,27
2.22,0.81,-2.04,-2.88,-0.014,27
2.23,-0.02,2.12,-1.07,-0.020,27
2.24,-1.99,1.37,1.57,0.001,27
2.25,1.04,0.69,0.52,-0.025,27
2.26,0.44,1.06,-0.54,-0.014,27
2.27,-0.32,-0.68,1.95,-0.014,27
2.28,2.71,-0.37,-4.23,-0.025,27
2.29,-2.67,-0.90,-0.76,0.012,27
2.30,-2.29,-1.13,3.91,0.006,27
2.31,3.08,1.67,-4.53,-0.014,27
2.32,-1.00,2.42,3.99,-0.014,27
2.33,-0.62,0.08,1.65,-0.004,27
2.34,3.54,0.16,-6.95,-0.040,27
2.35,-3.12,0.53,3.76,0.006,27
2.36,-3.58,-1.51,4.29,0.012,27
2.37,3.92,-0.30,-6.04,-0.035,27
2.38,-0.78,1.52,2.33,-0.014,27
2.39,-1.76,0.23,6.63,-0.009,27
2.40,1.95,-2.49,-5.97,-0.020,27
