"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration","Force"
0.00,-2.51,0.52,-0.35,0.016
0.01,-0.82,1.13,-0.96,0.011
0.02,-1.26,-0.31,-0.13,0.016
0.03,0.14,-0.69,-0.58,0.005
0.04,1.40,-1.30,-0.28,-0.006
0.05,1.77,-1.15,-0.35,-0.006
0.06,2.65,0.14,0.33,-0.017
0.07,1.62,0.67,-3.59,-0.006
0.08,0.44,-1.52,-0.13,0.005
0.09,-2.07,-0.01,-1.11,0.027
0.10,-2.37,-0.01,-1.71,0.011
0.11,-3.25,0.22,0.02,0.005
0.12,-2.37,0.82,-0.35,0.016
0.13,-1.26,0.67,-0.58,0.022
0.14,0.22,0.22,-2.16,0.000
0.15,0.81,-0.69,-0.96,0.005
0.16,0.88,0.22,-0.43,0.005
0.17,0.73,-0.09,0.25,-0.006
0.18,0.81,-0.84,-0.13,-0.011
0.19,1.10,0.29,0.25,0.000
0.20,0.73,1.50,-0.05,-0.011
0.21,-0.15,0.60,1.83,0.000
0.22,-0.82,-0.77,2.81,0.011
0.23,-0.96,0.07,0.55,0.016
0.24,-0.15,0.67,0.40,-0.006
0.25,0.73,-0.24,1.15,0.005
0.26,-0.15,0.29,-0.35,0.005
0.27,0.07,1.05,0.10,-0.006
0.28,0.59,0.67,0.55,0.000
0.29,0.73,0.90,2.44,-0.006
0.30,0.14,0.90,2.51,0.016
0.31,0.29,0.90,1.76,0.000
0.32,-0.15,0.97,0.10,0.000
0.33,-0.52,-0.09,0.55,0.000
0.34,-1.18,-0.24,0.63,0.011
0.35,-2.29,0.37,-1.63,0.011
0.36,-1.18,0.90,2.89,0.011
0.37,-0.59,2.19,2.06,0.016
0.38,1.32,0.29,2.81,0.000
0.39,1.69,-0.01,0.33,-0.006
0.40,1.18,-0.69,0.33,0.000
0.41,0.88,1.50,0.33,0.011
0.42,1.32,4.08,-1.63,0.000
0.43,0.29,1.88,-0.73,0.005
0.44,-0.96,-3.26,-0.20,0.005
0.45,-1.70,1.43,0.02,0.005
0.46,-1.04,2.03,0.40,0.022
0.47,-1.78,-2.81,2.13,0.011
0.48,-1.48,0.67,0.48,0.005
0.49,0.07,2.03,-1.63,0.000
0.50,-0.37,1.88,-1.48,0.000
0.51,-0.45,2.72,-0.35,0.011
0.52,0.81,-0.77,1.23,-0.006
0.53,2.06,-0.77,0.17,-0.011
0.54,0.88,1.43,1.38,-0.011
0.55,-0.23,0.14,0.17,0.000
0.56,-1.41,0.82,0.33,0.011
0.57,-2.37,-0.01,-1.63,0.016
0.58,-1.70,-1.90,-1.86,-0.006
0.59,-0.67,1.43,-0.88,0.005
0.60,0.22,1.13,-1.41,0.000
0.61,-0.74,-1.60,-2.24,0.011
0.62,0.22,0.07,0.55,0.000
0.63,1.47,1.66,-0.65,0.000
0.64,-0.67,-0.09,-1.03,0.011
0.65,-1.78,-1.22,0.33,0.016
0.66,-0.89,0.29,-0.43,0.016
0.67,-0.89,-0.09,0.33,0.000
0.68,-0.96,-1.60,-0.43,0.016
0.69,-0.23,0.52,-1.33,0.000
0.70,0.51,0.67,-1.26,0.000
0.71,0.36,0.07,0.85,-0.006
0.72,-0.08,0.14,-0.65,0.011
0.73,-0.30,-0.24,0.17,0.005
0.74,-0.59,0.75,1.31,0.005
0.75,-0.08,-1.67,0.02,0.005
0.76,0.22,-2.13,0.10,0.005
0.77,0.88,2.72,-0.05,0.000
0.78,1.18,2.19,-1.79,0.005
0.79,0.36,-1.60,-0.13,0.005
0.80,0.14,-0.01,-0.13,0.005
0.81,0.81,1.43,-0.05,-0.006
0.82,0.36,-0.92,1.61,-0.022
0.83,-1.26,-1.45,0.48,0.011
0.84,-1.18,-0.09,0.63,0.016
0.85,0.00,1.35,-0.28,0.005
0.86,-0.89,2.03,0.40,0.005
0.87,-0.08,-0.24,0.55,0.011
0.88,0.81,-0.69,1.00,0.000
0.89,1.32,1.50,0.10,-0.011
0.90,0.44,-0.92,1.31,0.000
0.91,0.07,-0.77,-0.28,-0.006
0.92,0.07,1.43,-0.50,0.005
0.93,-1.63,-1.30,0.17,0.027
0.94,-0.82,-0.01,0.25,0.011
0.95,1.03,1.96,-1.94,-0.006
0.96,-0.59,0.22,-1.33,-0.006
0.97,-0.37,-0.31,0.85,0.011
0.98,-0.37,2.11,-0.50,0.011
0.99,-0.89,1.28,0.17,0.011
1.00,0.07,-1.75,0.02,-0.011
1.01,0.00,-0.39,-1.18,0.005
1.02,0.59,0.67,1.23,-0.006
1.03,-0.45,-0.62,0.25,0.005
1.04,-1.11,1.58,-0.65,0.022
1.05,0.14,1.58,1.61,-0.011
1.06,0.59,-0.46,-0.88,0.005
1.07,-0.15,0.82,-0.50,0.000
1.08,-0.08,-0.54,-0.88,0.005
1.09,0.29,0.14,0.25,-0.006
1.10,0.07,1.35,-2.46,0.005
