"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration","Force"
0.00,0.05,-3.23,-4.38,-0.009
0.01,-0.18,1.99,5.05,-0.009
0.02,-0.78,-2.70,-1.74,0.022
0.03,0.96,2.59,0.67,-0.004
0.04,-1.69,-0.13,3.39,0.017
0.05,0.58,-4.89,-4.76,-0.004
0.06,0.66,7.06,4.29,0.001
0.07,-1.08,-4.06,-2.57,0.001
0.08,0.43,0.86,-1.74,-0.004
0.09,-2.37,2.14,4.90,0.011
0.10,0.88,-4.74,-3.62,0.006
0.11,0.13,3.43,1.88,-0.004
0.12,-1.01,0.10,1.65,0.017
0.13,0.43,-2.55,-0.91,0.001
0.14,-1.23,2.29,1.20,0.022
0.15,-0.02,1.01,-0.31,0.006
0.16,-1.16,-0.66,1.73,0.006
0.17,-0.10,1.01,-2.04,0.017
0.18,-1.31,-0.96,3.09,0.001
0.19,-0.40,1.08,-2.19,0.011
0.20,-0.48,-1.94,-0.31,-0.009
0.21,-0.25,0.63,0.37,0.001
0.22,-0.33,2.29,1.73,-0.004
0.23,-0.40,1.91,1.58,-0.004
0.24,-0.48,-1.87,-3.40,-0.004
0.25,-3.20,0.55,3.24,0.017
0.26,-0.63,0.17,-3.93,0.001
0.27,-0.86,0.40,3.62,0.006
0.28,-0.18,1.76,0.30,-0.004
0.29,1.26,-3.68,-2.72,-0.009
0.30,-0.71,-0.35,1.96,-0.004
0.31,0.96,0.25,-1.36,0.001
0.32,-2.14,-1.26,1.73,0.017
0.33,1.41,3.05,0.75,-0.004
0.34,-1.01,1.38,0.37,0.001
0.35,-1.16,-3.23,-2.34,0.017
0.36,0.96,0.10,-0.38,-0.009
0.37,-2.14,0.93,3.09,0.006
0.38,0.20,0.63,-3.62,0.006
0.39,0.73,0.17,2.86,-0.004
0.40,-0.33,1.46,0.45,-0.004
0.41,0.66,-4.06,-3.78,-0.004
0.42,-1.31,1.31,2.71,0.017
0.43,0.35,3.50,1.20,-0.004
0.44,-1.46,-4.59,-3.93,0.011
0.45,0.20,3.28,0.45,0.006
0.46,-0.63,0.02,0.90,0.011
0.47,-0.48,-1.94,-3.32,-0.004
0.48,0.35,1.69,1.73,0.006
0.49,-0.18,0.48,0.67,0.006
0.50,1.64,-2.17,-4.60,-0.015
0.51,-0.40,1.61,6.18,-0.004
0.52,-1.16,0.48,-3.55,0.011
0.53,2.02,0.17,0.67,-0.009
0.54,-3.20,-3.83,-4.30,0.022
0.55,-0.40,3.43,6.10,0.001
0.56,-1.92,-2.62,-1.44,0.022
0.57,0.20,-3.61,-3.10,0.001
0.58,-4.19,4.11,7.99,0.027
0.59,-0.71,-3.38,-4.53,0.001
0.60,0.81,2.37,0.00,-0.009
0.61,-0.33,2.75,0.90,-0.009
0.62,-0.71,-3.08,-1.44,-0.009
0.63,0.73,-1.19,1.81,-0.004
0.64,-1.54,-3.00,0.00,0.017
0.65,-1.54,2.37,1.58,0.022
0.66,-0.55,-1.11,-0.68,-0.004
0.67,-0.25,0.10,-0.31,0.011
0.68,-0.86,1.61,-0.83,0.006
0.69,2.10,-4.74,-2.87,-0.020
0.70,-1.01,6.53,2.79,0.011
0.71,0.05,-1.79,0.00,0.011
0.72,0.51,-1.79,-1.51,-0.004
0.73,-0.71,2.90,3.46,0.006
0.74,-0.18,-3.91,-3.70,0.001
0.75,1.49,1.76,0.30,-0.009
0.76,-2.67,4.56,2.18,0.017
0.77,2.17,-6.03,-3.55,-0.004
0.78,0.88,1.91,0.07,0.001
0.79,-2.82,0.02,4.29,0.011
0.80,1.79,-4.82,-5.13,0.001
