"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration","Force"
0.00,-1.68,1.47,-1.97,0.009
0.01,0.67,-2.08,-3.47,0.014
0.02,-2.36,-0.42,4.29,0.019
0.03,-0.17,-3.44,-0.76,-0.002
0.04,-0.54,1.78,1.28,0.003
0.05,-0.77,-2.16,-2.64,0.003
0.06,0.14,1.55,-1.21,-0.002
0.07,-1.00,-1.17,0.00,0.009
0.08,-0.85,-0.04,1.20,0.003
0.09,-0.09,0.72,1.73,0.003
0.10,-2.51,-0.26,-1.21,0.009
0.11,1.42,0.79,0.07,-0.012
0.12,-1.38,-3.52,-0.99,0.003
0.13,-1.38,-0.49,2.63,0.014
0.14,0.74,0.04,-2.04,-0.018
0.15,-1.98,1.25,0.52,0.003
0.16,-2.13,0.04,-0.91,0.019
0.17,1.12,-2.16,-2.87,-0.002
0.18,-1.53,1.78,-0.46,0.003
0.19,1.50,-1.17,0.45,-0.002
0.20,-3.35,2.61,5.35,0.019
0.21,-0.92,0.64,-1.29,0.003
0.22,-0.01,1.63,-0.38,-0.012
0.23,-0.39,-2.68,0.07,0.003
0.24,-0.62,-0.11,1.28,0.009
0.25,-0.32,0.64,-0.38,-0.002
0.26,-0.77,2.38,-0.91,0.014
0.27,-1.53,0.87,-0.53,0.009
0.28,-0.09,-0.95,3.01,-0.012
0.29,-0.54,2.16,-0.08,0.003
0.30,0.89,-2.23,-1.74,-0.018
0.31,-0.39,1.55,-0.76,0.003
0.32,1.20,-0.49,-0.23,-0.012
0.33,-1.45,0.11,0.00,0.009
0.34,-0.32,0.19,0.82,-0.002
0.35,-0.47,-1.32,-2.27,0.003
0.36,-0.32,2.38,4.37,-0.007
0.37,-1.00,-1.17,-4.00,0.009
0.38,2.33,2.00,1.73,-0.018
0.39,-2.44,0.34,0.67,0.014
0.40,-0.39,0.42,-0.16,-0.002
0.41,-1.30,-3.21,-2.80,0.003
0.42,-0.77,0.19,2.41,0.009
0.43,-0.70,-0.64,1.05,0.009
0.44,0.97,1.17,-1.36,-0.012
0.45,-0.32,-1.32,-1.51,0.003
0.46,-0.32,0.87,2.03,-0.002
0.47,-0.54,-2.38,-2.04,0.009
0.48,-2.29,0.34,-1.59,0.009
0.49,-1.76,1.17,3.62,-0.002
0.50,-0.70,-2.68,-2.12,-0.002
0.51,-0.47,0.64,1.50,-0.007
0.52,0.74,-1.55,0.98,-0.018
0.53,0.59,-0.49,-0.99,-0.018
0.54,-1.38,-0.79,-0.23,0.009
0.55,-0.62,-0.64,-1.29,0.003
0.56,-1.15,1.25,0.75,-0.002
0.57,-0.09,-2.31,-2.64,0.003
0.58,1.05,1.93,1.58,-0.007
0.59,-1.07,0.19,-0.23,0.003
0.60,0.44,0.34,0.22,-0.012
0.61,-1.76,-1.10,-0.16,0.003
0.62,-0.54,-0.04,0.45,-0.012
0.63,-0.85,-0.34,-1.44,-0.002
0.64,-0.09,1.55,1.20,-0.002
0.65,0.06,0.79,0.98,-0.007
0.66,-1.07,-0.42,-1.59,-0.002
0.67,-0.32,-1.55,-2.12,-0.007
0.68,0.97,2.23,0.07,-0.018
0.69,-1.53,2.00,0.22,0.014
0.70,0.52,-0.49,-3.10,-0.012
0.71,-1.38,1.17,2.79,0.003
0.72,0.67,-2.08,1.28,-0.007
0.73,-0.32,-0.49,-1.44,0.009
0.74,-1.45,0.57,3.92,0.014
0.75,1.12,-0.19,-2.72,-0.007
0.76,-0.17,2.46,-1.51,-0.007
0.77,-0.62,-0.49,3.01,0.009
0.78,-0.92,-1.32,0.60,-0.007
0.79,-1.15,-0.95,-0.99,0.003
0.80,0.59,-1.63,-3.47,-0.007
0.81,0.36,0.87,3.31,-0.007
0.82,0.59,-0.87,0.67,-0.002
0.83,0.14,-0.49,-1.36,0.003
0.84,-1.15,-1.10,-3.47,0.003
0.85,0.06,0.72,1.50,0.014
0.86,1.35,-0.04,0.07,-0.012
0.87,-0.77,-0.72,1.28,0.003
0.88,0.14,-1.17,-0.83,-0.012
0.89,0.74,-1.02,-1.97,-0.007
0.90,-1.30,0.64,0.30,0.014
0.91,1.73,-1.02,0.52,-0.018
0.92,-1.15,1.63,-0.23,-0.002
0.93,0.59,-1.63,-2.42,0.003
0.94,-0.39,1.25,0.67,0.019
0.95,-1.23,0.19,0.75,0.003
0.96,-1.07,2.16,-0.99,-0.007
0.97,0.74,0.79,-3.70,-0.012
0.98,-2.44,-0.72,2.48,0.014
0.99,2.03,-0.64,-0.16,-0.018
1.00,-0.92,-0.34,0.90,0.009
1.01,0.29,1.63,1.58,-0.002
1.02,-0.92,-2.23,-0.23,-0.012
1.03,-2.59,0.87,1.73,0.009
1.04,-0.47,1.17,-1.97,-0.002
1.05,-0.54,0.11,-0.91,-0.002
1.06,1.35,-0.95,0.75,-0.012
1.07,-1.60,0.95,2.26,0.014
1.08,-0.77,-1.85,-0.83,-0.002
1.09,-0.01,0.79,0.52,0.003
1.10,0.29,-1.55,0.15,-0.002
1.11,0.29,0.49,-0.31,-0.012
1.12,-2.44,0.49,-2.19,0.014
1.13,1.05,1.85,3.54,-0.007
1.14,0.97,-1.40,-1.06,-0.012
1.15,0.74,0.64,2.48,-0.007
1.16,-1.68,-1.85,-2.49,0.014
1.17,-2.74,-2.84,-0.99,0.019
1.18,1.12,-1.85,3.31,-0.023
1.19,-0.09,2.76,2.11,-0.002
1.20,0.44,-0.34,-0.68,-0.002
1.21,1.35,0.19,-1.81,0.003
1.22,0.44,1.17,-2.27,-0.007
1.23,0.06,-1.40,0.75,-0.002
1.24,-3.12,1.25,1.50,0.019
1.25,-1.53,-0.49,-0.68,0.014
1.26,1.05,2.08,2.41,-0.002
1.27,-2.59,-4.35,-2.34,0.019
1.28,2.94,1.93,-1.51,-0.018
1.29,-2.29,-1.93,-3.10,0.009
1.30,0.52,5.71,1.73,-0.007
1.31,-1.53,-1.17,2.03,0.003
1.32,-1.15,3.06,1.88,-0.002
1.33,1.80,-3.97,1.20,-0.007
1.34,0.21,3.74,-4.30,-0.002
1.35,1.05,0.42,0.52,-0.018
1.36,-0.70,-0.34,0.82,0.009
1.37,-0.85,2.46,1.20,0.003
1.38,-1.38,-0.34,0.07,0.019
1.39,0.74,-1.70,1.50,-0.002
1.40,-2.13,1.17,-0.16,0.009
1.41,0.89,-0.11,-6.49,-0.007
1.42,-0.47,5.48,1.20,0.009
1.43,-0.32,0.79,-1.44,0.003
1.44,0.29,-1.10,-0.83,-0.012
1.45,-3.50,-3.36,-4.15,0.019
1.46,0.21,-5.18,0.82,-0.007
1.47,0.44,4.20,6.48,-0.007
1.48,-1.45,-1.25,0.90,0.014
1.49,1.58,4.20,-2.72,-0.012
1.50,-2.29,-1.63,-1.14,0.019
1.51,2.94,2.16,1.28,-0.012
1.52,-1.45,0.26,0.52,-0.002
1.53,-0.54,0.19,2.71,-0.007
1.54,-1.60,-0.49,0.75,0.003
1.55,-1.91,-1.32,-2.64,0.014
1.56,0.74,3.44,4.29,-0.007
1.57,-3.88,3.06,-2.19,0.024
1.58,0.52,-0.79,-3.55,-0.018
1.59,-2.44,4.50,1.65,0.009
1.60,0.21,-0.19,0.67,0.003
1.61,0.21,2.16,1.88,-0.007
1.62,-0.70,0.57,-1.89,0.003
1.63,-0.01,-0.42,-0.08,0.003
1.64,-1.91,0.34,1.20,0.014
1.65,1.35,-0.72,0.00,-0.012
1.66,-2.44,-2.23,-0.23,0.014
1.67,-2.66,0.34,-0.83,0.009
1.68,-0.09,0.42,-5.06,-0.002
1.69,-0.09,1.25,4.14,0.009
1.70,0.59,2.53,5.35,-0.007
1.71,-1.60,-3.59,-1.59,0.014
1.72,-0.70,0.72,-4.60,-0.002
1.73,-0.39,-1.40,2.26,0.003
1.74,0.06,3.14,5.58,-0.002
1.75,-0.92,-0.64,-4.23,-0.002
1.76,0.36,3.82,-0.53,0.003
1.77,1.05,0.95,1.96,-0.012
1.78,-0.24,0.64,1.05,-0.007
1.79,-1.00,0.72,1.50,0.003
1.80,0.97,0.19,-4.08,-0.002
1.81,1.50,2.08,4.52,-0.007
1.82,-1.60,-0.79,-0.23,-0.002
1.83,-0.47,-2.68,0.30,-0.002
1.84,-2.74,0.95,-2.04,0.009
1.85,-1.45,-0.42,-1.89,0.009
1.86,-1.07,3.52,5.27,0.003
1.87,-2.74,1.78,0.82,0.003
1.88,-0.47,-2.23,-9.51,-0.002
1.89,-0.77,-1.10,-0.38,-0.002
1.90,-0.01,1.70,0.07,-0.002
1.91,-3.80,-0.49,3.09,0.029
1.92,-1.00,-1.10,0.22,0.009
1.93,-2.44,-0.49,1.73,0.019
1.94,-1.53,-0.95,-1.29,0.014
1.95,0.82,1.63,-1.66,-0.012
1.96,-0.09,4.05,2.26,0.003
1.97,-0.24,0.49,0.67,-0.002
1.98,-0.62,-1.47,-2.12,-0.007
1.99,-1.15,-1.70,3.01,0.009
2.00,-0.17,0.34,1.35,-0.002
2.01,0.52,-0.72,-0.91,-0.012
2.02,-0.62,0.95,0.90,-0.007
2.03,-0.32,0.11,-2.72,-0.012
2.04,0.44,3.52,0.98,0.003
2.05,-1.07,-0.19,-0.99,0.003
2.06,0.52,2.23,4.44,-0.007
2.07,-0.01,-2.00,-2.80,-0.002
2.08,0.36,1.70,-0.83,0.003
2.09,-1.07,0.57,0.07,0.014
2.10,-1.83,-0.64,0.37,0.003
2.11,-0.77,-0.79,0.82,-0.007
2.12,-1.00,1.17,-1.14,0.003
2.13,0.59,0.11,-1.44,-0.002
2.14,-0.85,-0.19,1.65,-0.002
2.15,-1.15,0.42,-1.36,0.019
2.16,-0.70,2.31,-2.12,0.003
2.17,-2.66,1.70,-2.95,0.014
2.18,-1.23,-0.11,2.41,-0.002
2.19,-0.77,-1.78,-1.97,-0.002
2.20,0.06,1.63,1.43,-0.002
2.21,0.44,-0.72,1.28,0.009
2.22,-0.70,4.27,1.20,0.009
2.23,-0.92,-0.57,-2.57,-0.002
2.24,1.65,0.11,0.90,-0.023
2.25,-1.15,-0.79,2.26,-0.002
2.26,-1.00,0.04,3.24,-0.002
2.27,0.44,0.49,-0.23,-0.018
2.28,-0.32,1.47,0.90,-0.007
2.29,-0.09,0.95,-1.44,-0.002
2.30,-1.38,-3.36,-1.59,0.003
2.31,0.82,1.47,4.37,-0.007
2.32,-1.53,-1.78,-2.04,-0.007
2.33,1.65,4.95,2.26,-0.018
2.34,-2.59,-2.23,-2.72,0.009
2.35,1.65,1.70,0.75,-0.012
2.36,-2.44,-1.70,0.07,0.014
2.37,-2.51,0.34,-0.61,0.014
2.38,0.14,0.79,1.58,-0.002
2.39,-0.92,0.49,-2.04,0.003
2.40,1.12,1.25,4.52,-0.007
2.41,-0.85,-0.26,-2.57,0.003
2.42,0.29,1.40,1.73,-0.018
2.43,-1.38,1.32,-0.08,0.009
2.44,-1.15,-0.49,-0.16,0.009
2.45,-2.51,-0.04,0.60,0.003
2.46,-1.38,-0.64,2.41,0.014
