"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration","Force"
0.00,-1.45,-0.15,-3.52,0.019
0.01,0.29,-0.90,-0.12,0.003
0.02,-2.21,0.69,-3.59,0.008
0.03,2.18,0.76,2.97,-0.002
0.04,-2.21,0.69,-0.73,0.014
0.05,0.52,0.69,-0.65,0.003
0.06,0.44,0.31,-1.48,-0.002
0.07,-0.01,-0.37,1.31,-0.007
0.08,1.12,1.59,-0.65,-0.007
0.09,-0.09,-0.83,-0.58,0.008
0.10,-0.47,-0.52,-0.20,0.008
0.11,-1.07,0.69,0.41,0.003
0.12,0.67,-0.68,-1.03,0.003
0.13,-0.47,0.84,2.14,0.008
0.14,1.58,-1.43,-2.23,-0.018
0.15,0.52,0.46,-2.01,-0.013
0.16,-0.70,-0.07,3.72,-0.002
0.17,-1.15,0.91,-2.69,0.008
0.18,-0.24,1.74,-0.27,0.003
0.19,-1.76,-2.11,-4.80,0.008
0.20,1.35,-0.22,3.57,-0.007
0.21,-0.62,-1.81,-3.89,0.003
0.22,-0.01,2.95,1.61,0.003
0.23,-0.24,3.26,-0.20,-0.002
0.24,-1.60,-1.51,2.06,0.029
0.25,-1.30,-1.51,-1.78,0.014
0.26,-0.77,-1.05,-3.29,-0.002
0.27,-0.70,-2.57,-0.35,0.014
0.28,1.05,3.03,3.42,-0.002
0.29,-0.77,-4.31,-1.10,-0.002
0.30,-0.47,0.76,0.48,0.008
0.31,-0.01,0.23,-3.97,-0.013
0.32,-0.17,0.00,1.31,-0.002
0.33,0.59,-0.30,4.18,-0.002
0.34,-2.82,-2.04,-3.14,0.019
0.35,0.89,-0.52,1.39,-0.007
0.36,-1.45,0.76,0.41,0.014
0.37,0.44,-1.51,1.76,0.014
0.38,-0.70,-0.45,-0.73,0.003
0.39,0.06,-2.04,-1.10,-0.002
0.40,1.27,1.44,3.35,-0.007
0.41,-2.13,-1.73,2.29,0.008
0.42,1.20,0.46,-1.63,-0.018
0.43,1.58,0.99,-2.76,-0.002
0.44,-0.47,0.00,0.71,0.003
0.45,0.67,0.00,1.84,-0.002
0.46,-1.23,-2.49,1.69,0.008
0.47,-1.53,-0.90,0.56,-0.002
0.48,-0.01,-0.30,-2.01,0.003
0.49,0.36,0.31,-1.25,-0.002
0.50,-0.92,0.91,2.22,0.003
0.51,0.67,-0.60,-0.73,-0.007
0.52,-1.38,1.21,-2.16,0.014
0.53,0.21,-1.21,1.01,-0.002
0.54,0.06,0.00,0.10,0.003
0.55,-1.60,-0.45,-3.06,0.003
0.56,-1.07,1.82,0.33,0.014
0.57,-0.92,-0.45,-2.01,0.008
0.58,-2.44,0.23,-2.76,0.014
0.59,1.20,-1.51,1.08,-0.002
0.60,-1.91,0.00,-0.88,0.008
0.61,0.89,-0.07,-1.03,-0.002
0.62,-0.77,-1.89,-2.08,0.014
0.63,0.36,0.91,3.12,0.014
0.64,-1.83,-3.47,-1.48,0.019
0.65,-1.53,2.12,2.52,0.029
0.66,0.67,-1.89,-3.14,-0.002
0.67,-1.15,2.50,0.48,-0.007
0.68,-0.09,-0.45,-3.21,0.008
0.69,-0.24,0.99,2.97,0.003
0.70,-1.15,-0.60,1.61,0.014
0.71,1.20,0.00,-0.42,-0.007
0.72,-1.38,-0.07,0.18,0.019
0.73,1.20,0.91,0.41,-0.018
0.74,-0.85,0.61,1.61,0.003
0.75,-1.00,-0.37,-4.57,0.008
0.76,-0.85,0.16,-0.88,0.003
0.77,0.89,-0.83,0.33,0.003
0.78,-1.23,0.99,3.50,0.003
0.79,1.05,-0.60,-3.52,-0.002
0.80,0.44,0.08,1.16,0.003
0.81,1.80,1.59,1.23,-0.007
0.82,-1.53,0.00,-0.50,0.008
0.83,-1.00,-1.28,1.08,0.008
0.84,0.52,-0.90,-0.42,-0.007
0.85,-1.53,-1.36,0.10,-0.002
0.86,0.89,1.06,-1.93,-0.002
0.87,0.74,3.03,3.50,-0.002
0.88,-2.06,-3.25,-1.63,0.019
0.89,1.05,-5.52,0.63,0.003
0.90,-0.54,-0.07,0.18,0.008
0.91,-1.68,-0.98,-1.86,0.014
0.92,0.36,4.39,1.84,-0.013
0.93,1.65,-3.25,-0.95,-0.002
0.94,-2.51,-0.07,-1.86,0.024
0.95,0.97,-3.62,0.86,0.003
0.96,-2.82,0.00,-0.42,0.014
0.97,-0.24,0.00,1.91,0.019
0.98,-0.01,-0.98,3.57,-0.002
0.99,-1.38,4.01,-0.05,0.008
1.00,4.91,0.31,3.65,-0.039
1.01,-1.30,-0.98,-4.19,0.003
1.02,0.21,0.69,6.44,-0.013
1.03,-0.09,0.99,0.25,-0.007
1.04,-1.68,0.46,-1.78,0.003
1.05,-1.07,0.61,0.48,0.003
1.06,1.20,-1.58,3.72,-0.007
1.07,-2.36,1.21,-4.04,0.003
1.08,2.03,0.99,1.16,-0.007
1.09,-3.35,0.31,-2.69,0.019
1.10,1.20,-0.15,2.06,-0.013
1.11,-0.47,1.59,1.01,-0.002
1.12,0.36,1.14,0.33,-0.007
1.13,-1.15,-1.21,-4.65,-0.013
1.14,-1.07,1.44,4.48,0.014
1.15,0.59,-3.17,-0.27,-0.002
1.16,-0.62,1.97,3.20,0.008
1.17,-0.54,0.00,-0.80,0.003
1.18,1.05,0.08,-0.88,-0.002
1.19,-2.66,1.59,0.93,0.024
1.20,2.33,-4.38,-0.42,-0.007
1.21,-1.15,-0.68,0.25,0.008
1.22,-2.13,-0.90,-0.58,0.019
1.23,1.12,3.48,1.84,-0.002
1.24,-0.47,0.08,-4.12,0.003
1.25,-1.91,-1.51,-0.05,0.029
1.26,1.42,0.23,0.41,-0.007
1.27,-2.74,-2.64,-7.21,0.024
1.28,1.50,2.88,5.91,-0.007
1.29,-1.00,0.00,5.08,0.008
1.30,-0.17,-1.21,-0.12,-0.002
1.31,4.76,-0.45,-2.31,-0.023
1.32,-2.44,-0.07,-4.42,0.014
1.33,0.89,-1.28,1.31,-0.013
1.34,-3.04,1.21,-2.16,0.014
1.35,-0.01,-2.87,2.44,-0.013
1.36,-2.82,1.59,2.82,0.014
1.37,1.35,-0.37,-3.29,-0.018
1.38,0.52,2.42,-2.69,-0.013
1.39,1.27,3.26,3.04,-0.007
1.40,-1.76,-1.73,2.22,0.014
1.41,-2.74,-0.52,-0.80,0.003
1.42,-1.45,-1.96,2.22,0.019
1.43,-1.83,-0.90,-0.20,0.003
1.44,1.80,0.91,2.74,-0.018
1.45,0.36,0.00,-0.58,-0.002
1.46,-0.24,-0.45,-0.58,-0.007
1.47,-0.85,-0.52,-2.46,-0.002
1.48,-1.00,-0.07,4.70,0.003
1.49,0.21,0.46,-3.14,-0.007
1.50,0.82,2.50,1.31,-0.013
1.51,0.97,0.23,0.18,-0.013
1.52,-1.45,-0.60,0.10,0.003
1.53,-0.39,-4.83,-1.10,0.003
1.54,0.36,0.00,2.29,0.003
1.55,-0.47,-0.37,0.41,0.008
1.56,-0.62,1.82,-1.18,0.014
1.57,-0.47,0.53,-0.80,0.003
1.58,0.06,-0.60,1.08,-0.002
1.59,0.29,-1.73,-2.84,-0.002
1.60,-1.07,-1.51,1.16,0.008
1.61,0.06,1.44,1.23,-0.002
1.62,1.58,2.20,1.08,-0.007
1.63,-0.09,0.84,-0.42,0.008
1.64,-0.47,-0.45,-3.06,0.003
1.65,-1.07,-0.45,-1.10,0.003
1.66,1.35,-0.75,1.08,-0.013
1.67,-1.83,0.38,0.78,0.014
1.68,0.59,2.58,-0.88,-0.002
1.69,0.67,3.71,0.25,0.008
1.70,-0.85,1.74,-2.23,0.003
1.71,0.06,-4.68,-4.50,-0.023
1.72,-3.27,0.99,0.33,0.024
1.73,-0.54,-2.87,1.01,0.008
1.74,-2.06,5.15,1.91,-0.002
1.75,0.74,-1.13,-1.18,0.003
1.76,-0.01,-0.52,-1.78,0.003
1.77,0.44,-0.30,-0.27,-0.007
1.78,-1.38,-0.07,0.18,0.003
1.79,-1.45,0.38,-0.35,0.008
1.80,-1.23,1.52,1.16,0.008
1.81,-0.17,-1.66,-0.05,-0.013
1.82,0.36,2.65,1.54,-0.002
1.83,-0.24,-0.52,-3.59,0.014
1.84,-0.32,-1.13,2.29,-0.002
1.85,0.21,-0.83,1.91,0.003
1.86,-0.92,-0.30,-0.35,0.014
1.87,-0.85,1.06,-3.06,-0.002
1.88,2.11,0.61,3.80,-0.007
1.89,-1.00,-0.68,0.63,0.008
1.90,0.44,-2.49,-0.05,0.003
1.91,-0.92,1.14,3.20,0.008
1.92,-0.77,0.84,3.95,0.003
1.93,1.58,-0.98,-3.14,-0.018
1.94,-1.98,0.31,1.76,0.014
1.95,0.52,-2.57,0.93,-0.002
1.96,-0.62,-1.13,0.10,0.003
1.97,-3.50,0.16,-2.69,0.024
1.98,2.56,-0.68,0.71,-0.018
1.99,-1.30,1.90,-1.10,0.008
2.00,0.97,-2.57,3.65,-0.002
2.01,-0.62,-2.64,-0.73,0.008
2.02,-1.53,-1.28,-0.35,0.008
2.03,-1.23,-1.13,0.41,0.019
2.04,-1.15,1.37,3.72,0.014
2.05,-0.32,-0.15,-2.23,0.008
2.06,0.44,-0.37,-1.63,0.008
2.07,0.89,0.91,-0.58,-0.002
2.08,0.52,-0.60,2.37,0.003
2.09,-2.36,-1.36,-5.63,0.008
2.10,-1.38,2.95,1.01,0.003
2.11,-0.32,-1.13,0.63,-0.007
2.12,-0.17,0.16,-0.95,0.008
2.13,-0.24,-1.28,-4.50,0.014
2.14,0.74,1.44,2.67,0.003
2.15,-1.45,0.46,-2.23,0.019
2.16,-1.83,0.46,-0.27,0.014
2.17,-0.32,0.61,2.37,0.003
2.18,-0.39,-1.05,-1.93,0.003
2.19,0.82,3.26,0.48,-0.002
2.20,-1.23,-1.28,-0.88,0.008
2.21,-0.77,0.69,0.48,0.003
2.22,-0.77,-0.52,-2.84,-0.007
2.23,-1.91,1.21,1.61,0.008
2.24,0.14,1.90,2.22,0.008
2.25,-0.24,-1.58,-2.08,-0.018
2.26,-0.47,0.46,1.61,0.014
2.27,1.65,0.08,0.63,-0.013
2.28,-2.51,-0.07,-0.42,0.019
2.29,0.06,0.08,1.16,-0.013
2.30,-2.36,2.88,4.63,0.003
2.31,-1.15,-1.66,-6.99,0.003
2.32,0.29,0.23,1.31,-0.002
2.33,1.65,-0.52,-0.20,-0.018
2.34,-2.06,-0.30,0.18,0.008
2.35,-0.92,3.56,-0.58,0.003
2.36,-0.32,-0.30,5.68,-0.007
2.37,-1.07,1.06,-0.80,0.014
2.38,0.52,-3.02,-2.08,-0.007
2.39,0.29,2.95,-3.06,0.008
2.40,-1.60,-0.22,3.57,0.008
2.41,-0.54,1.14,0.63,0.008
2.42,-0.54,-1.21,-1.93,0.003
2.43,-1.23,-0.83,-1.78,0.014
2.44,0.82,-0.98,1.39,-0.018
2.45,-0.24,2.27,2.52,0.003
2.46,-1.68,0.61,1.46,0.014
2.47,-0.09,1.52,-1.10,-0.002
2.48,-1.45,-0.52,0.25,0.003
2.49,1.58,0.08,-2.16,-0.013
2.50,-1.60,0.31,3.65,0.019
2.51,0.29,0.16,-0.88,-0.007
2.52,0.14,0.23,-0.42,-0.002
2.53,-2.74,0.00,0.93,0.019
2.54,1.42,1.06,0.25,-0.007
2.55,-1.38,1.29,-0.27,0.008
2.56,0.52,0.84,-1.93,-0.007
2.57,-0.39,0.76,-1.10,0.003
2.58,-1.15,-1.96,0.93,0.008
2.59,-0.17,2.58,4.48,0.003
2.60,0.29,-0.37,-1.56,-0.013
2.61,-0.32,-0.90,-0.58,-0.002
2.62,0.36,-0.30,1.31,0.003
2.63,-1.68,-0.68,-2.08,0.008
2.64,0.44,0.61,0.25,-0.007
2.65,-0.92,-0.90,1.23,0.003
2.66,-0.09,0.76,-1.03,0.003
2.67,0.29,-0.90,-1.40,-0.007
2.68,-0.01,1.14,2.06,0.003
2.69,-0.54,-0.37,-2.69,0.003
2.70,-0.92,-0.75,2.67,0.014
2.71,-1.53,-0.52,-1.63,0.003
2.72,-1.30,1.06,-1.25,0.003
2.73,0.36,1.06,1.91,-0.007
2.74,0.89,-2.19,-1.71,-0.002
2.75,-0.85,2.35,0.63,0.003
2.76,-0.70,-1.05,-4.65,0.014
2.77,0.52,2.88,1.91,0.003
2.78,-0.77,0.99,1.54,0.003
2.79,0.74,-1.36,0.03,-0.007
2.80,-1.30,1.59,-1.93,-0.002
2.81,0.44,-2.87,-2.61,-0.007
2.82,-1.30,1.52,5.23,-0.002
2.83,-3.42,-0.98,-2.01,0.019
2.84,-1.07,1.52,1.84,0.014
2.85,-2.66,0.23,-0.95,0.019
2.86,0.44,1.06,2.37,-0.007
2.87,-0.17,2.58,2.74,0.003
2.88,0.21,-4.53,-2.91,-0.002
2.89,-0.47,2.58,-0.05,-0.007
2.90,-0.32,-1.36,-0.27,-0.002
2.91,-0.01,0.61,2.37,-0.007
2.92,0.67,0.91,1.08,-0.002
2.93,0.44,0.00,-2.84,0.008
2.94,0.29,2.27,0.86,-0.007
2.95,0.29,-0.98,0.10,-0.002
2.96,-0.24,1.82,4.40,-0.002
2.97,-0.24,-2.42,-4.35,-0.002
2.98,0.59,1.52,1.61,-0.013
2.99,-0.77,-2.19,0.41,0.014
3.00,-0.17,0.16,0.03,-0.002
3.01,-0.09,-0.45,-0.58,-0.007
3.02,-1.38,0.38,-3.21,0.019
3.03,-0.01,0.23,1.46,-0.002
3.04,-0.47,0.46,0.25,0.014
3.05,1.42,0.53,-0.12,-0.002
3.06,-2.44,0.46,0.78,0.024
3.07,3.39,0.16,2.14,-0.018
3.08,1.12,0.38,-0.65,-0.007
3.09,-2.06,-3.40,-1.86,0.014
3.10,1.50,0.69,3.12,-0.018
3.11,-2.89,-0.90,-3.67,0.024
3.12,-0.17,0.00,1.01,0.003
3.13,-1.07,-0.83,-2.76,0.014
3.14,-0.47,0.23,-0.58,0.008
3.15,-1.23,0.91,-0.20,0.014
3.16,-1.30,0.53,0.33,0.014
3.17,-0.77,1.06,0.33,0.014
3.18,-0.62,0.00,3.20,0.003
3.19,0.52,-1.43,2.82,-0.007
3.20,-1.15,-1.58,1.16,0.014
3.21,1.80,0.53,-4.12,-0.018
3.22,-0.92,4.09,2.29,0.014
3.23,0.74,-0.90,-2.08,-0.002
3.24,3.54,6.13,2.14,-0.023
3.25,-1.23,-3.02,-5.63,-0.002
3.26,0.21,0.16,4.78,-0.002
3.27,-2.06,-0.07,3.42,0.008
3.28,-0.77,1.06,5.84,-0.002
3.29,0.06,1.44,-4.65,-0.007
3.30,-1.38,-0.15,-0.80,0.008
3.31,-0.09,2.27,2.52,-0.002
3.32,-1.23,1.97,-1.63,0.008
3.33,0.06,1.82,-2.23,-0.002
3.34,-1.76,1.74,2.97,0.014
3.35,-2.36,-4.53,-3.74,0.024
3.36,-0.32,-1.05,1.46,-0.002
3.37,-0.62,1.52,-0.20,0.003
3.38,0.74,-0.22,2.29,-0.013
3.39,-1.76,0.23,1.08,0.014
3.40,0.82,-0.15,0.48,-0.002
3.41,-2.51,1.52,-2.61,0.014
3.42,-0.09,3.26,1.39,-0.002
3.43,-2.06,-2.04,-1.33,0.008
3.44,-1.91,0.53,0.03,0.019
3.45,-0.24,-3.17,-1.93,0.003
3.46,-0.09,2.73,4.40,0.003
3.47,0.67,-2.57,-1.33,0.008
3.48,-0.85,2.73,5.53,0.008
3.49,-0.09,-2.79,-5.33,0.003
3.50,-1.30,4.69,1.31,0.019
3.51,-0.17,0.08,-0.35,0.008
3.52,-0.62,-4.83,-4.80,0.014
3.53,1.58,7.57,8.17,-0.007
3.54,4.00,-4.23,-1.56,-0.039
3.55,-0.85,0.00,0.18,-0.007
3.56,0.21,-2.94,-2.91,-0.018
3.57,-1.30,-2.26,2.37,0.003
3.58,-1.98,3.41,2.29,0.019
3.59,0.59,2.58,2.82,0.008
3.60,2.03,-1.51,-5.10,-0.007
3.61,2.64,2.88,3.87,-0.018
3.62,0.29,-3.32,-8.34,0.003
3.63,-2.74,0.91,5.38,0.019
3.64,-2.66,-1.05,-3.14,0.008
3.65,-3.19,1.90,4.10,0.029
3.66,-0.24,-4.38,-6.08,-0.002
3.67,0.06,1.97,2.06,-0.002
3.68,0.67,-2.79,-0.27,-0.013
3.69,-1.45,3.18,-0.73,0.003
3.70,-0.77,3.11,0.63,0.003
3.71,-4.10,2.35,-2.08,0.040
3.72,-0.01,-1.51,0.18,0.008
3.73,-1.23,-3.10,-2.61,0.014
3.74,1.27,-0.45,4.40,0.003
3.75,-1.53,0.99,-2.23,0.014
3.76,-0.17,-0.37,-0.35,-0.007
3.77,-2.51,1.21,-0.95,0.019
3.78,0.52,0.16,0.18,-0.013
3.79,-0.85,1.67,-0.88,-0.002
3.80,1.12,-0.37,1.08,-0.007
3.81,0.21,1.74,0.86,-0.007
3.82,-1.45,0.16,-3.21,-0.002
3.83,1.05,-1.36,1.84,0.003
3.84,-1.00,0.16,3.27,0.019
3.85,-0.24,0.53,0.18,0.014
3.86,0.67,2.58,-1.18,-0.007
3.87,1.12,2.27,1.54,-0.007
3.88,0.59,-0.30,-0.12,-0.007
3.89,-0.32,-2.42,0.25,-0.002
3.90,-0.47,0.91,0.71,-0.007
3.91,-0.01,0.46,3.04,0.003
3.92,-2.44,1.90,-2.38,0.024
3.93,0.44,0.16,0.48,0.003
3.94,-1.91,0.99,-1.33,0.019
3.95,0.36,-0.15,1.31,0.008
3.96,-3.42,-0.37,-3.37,0.014
3.97,-1.60,-0.15,-1.63,0.008
3.98,-0.24,2.80,3.27,-0.002
3.99,-0.62,-1.51,2.52,0.008
4.00,-0.39,0.76,-2.23,0.014
4.01,-0.92,-2.26,0.63,0.008
4.02,-0.24,-0.75,1.99,0.003
4.03,-0.17,0.23,1.01,-0.013
4.04,-0.77,-1.43,-0.65,0.014
4.05,-0.17,1.14,0.18,-0.007
4.06,0.52,-0.30,-2.31,-0.002
4.07,-0.01,2.27,2.97,-0.007
4.08,0.21,-0.45,-0.50,-0.007
4.09,-1.38,1.21,1.54,0.019
4.10,0.74,-3.25,-0.95,-0.018
4.11,-1.76,2.58,3.50,0.014
4.12,0.89,-2.26,-2.99,0.003
4.13,-0.24,3.94,0.48,0.003
4.14,0.29,-0.60,2.22,-0.002
4.15,-0.85,0.23,-1.25,0.003
4.16,-0.47,-0.15,0.63,0.003
4.17,-0.92,1.67,-0.80,0.019
4.18,-0.39,2.95,2.82,0.014
4.19,0.89,-1.73,-0.73,-0.002
4.20,-0.54,0.84,-2.46,0.008
4.21,0.06,-0.22,1.54,-0.002
4.22,-1.30,0.00,0.41,0.014
4.23,-1.60,3.26,-0.73,0.008
