"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration","Force"
0.00,0.31,1.56,2.32,0.001
0.01,-0.75,1.03,-3.86,0.001
0.02,-0.22,-0.26,0.82,0.001
0.03,-0.29,-0.78,-0.16,0.006
0.04,2.20,-0.33,0.59,-0.010
0.05,-1.73,0.50,-2.05,0.021
0.06,1.90,-0.94,-1.07,-0.005
0.07,-0.44,1.64,-0.01,0.006
0.08,1.07,-1.77,-2.35,0.011
0.09,-1.88,0.27,1.12,0.021
0.10,0.39,-1.09,-2.20,0.016
0.11,-0.14,0.80,1.87,0.001
0.12,0.99,0.27,-2.58,-0.015
0.13,-0.44,1.71,0.59,0.016
0.14,0.99,-2.22,1.57,-0.005
0.15,-0.67,0.20,-3.33,0.001
0.16,1.30,1.41,0.89,-0.010
0.17,0.46,-1.01,-1.67,-0.005
0.18,0.54,1.94,0.06,0.006
0.19,0.77,-0.56,-2.65,0.006
0.20,0.16,2.54,2.63,0.011
0.21,-1.05,-0.33,-2.65,0.021
0.22,1.67,-0.26,0.44,-0.005
0.23,0.84,-1.39,0.51,-0.010
0.24,-0.97,0.43,1.49,0.016
0.25,0.84,-1.69,-0.01,-0.010
0.26,1.75,-0.94,-0.84,-0.005
0.27,-0.22,-1.39,0.14,0.011
0.28,-2.26,0.88,1.57,0.016
0.29,2.20,-1.84,-0.24,-0.005
0.30,-0.82,0.65,-1.45,0.006
0.31,3.87,-0.48,2.85,-0.025
0.32,0.39,-0.33,0.36,-0.005
0.33,-1.58,1.48,-1.15,0.001
0.34,0.69,-3.28,-0.24,-0.015
0.35,-2.72,-1.77,1.42,0.016
0.36,0.84,0.58,-1.37,-0.005
0.37,1.67,-0.78,-1.67,-0.015
0.38,-1.05,-0.33,-2.50,0.016
0.39,2.05,0.88,4.06,-0.015
0.40,-2.26,-1.69,-0.01,0.006
0.41,0.84,-0.03,-0.16,-0.005
0.42,-0.90,-0.26,1.27,0.001
0.43,1.60,-1.16,-0.62,-0.005
0.44,1.22,0.58,-1.37,0.001
0.45,-0.82,-2.45,0.51,0.011
0.46,1.07,1.18,0.36,-0.005
0.47,-0.97,-1.16,-2.35,0.001
0.48,-1.05,-1.01,-2.88,0.006
0.49,0.16,-0.78,0.82,0.011
0.50,1.75,-2.07,-0.01,-0.005
0.51,0.16,1.41,0.14,0.006
0.52,0.24,-1.69,0.29,0.006
0.53,-0.60,0.50,-1.82,0.016
0.54,-0.29,-2.45,3.30,0.021
0.55,-0.90,0.27,1.57,0.011
0.56,1.15,0.65,0.82,-0.005
0.57,-0.07,-2.75,-5.14,0.006
0.58,-2.19,-0.10,3.38,0.027
0.59,0.69,0.58,-0.39,-0.015
0.60,-1.73,-1.54,1.87,0.011
0.61,-0.82,0.27,-3.11,0.006
0.62,0.92,-1.09,2.10,-0.015
0.63,0.39,-1.01,2.78,0.001
0.64,-0.90,1.03,-0.47,-0.005
0.65,-1.28,-1.47,-7.71,0.006
0.66,0.16,2.24,1.12,0.001
0.67,1.30,-0.86,0.21,-0.005
0.68,-1.73,1.79,1.72,0.006
0.69,0.01,-2.30,-4.69,0.001
0.70,-0.97,1.33,3.23,0.011
0.71,3.11,-2.67,-0.24,-0.020
0.72,-0.22,0.58,6.02,-0.005
0.73,1.83,-2.75,-5.97,-0.005
0.74,-2.87,1.33,-0.01,0.027
0.75,1.75,-1.99,3.15,0.001
0.76,0.01,1.18,-2.13,0.006
