"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration","Force"
0.00,0.19,6.18,-1.49,-0.006
0.01,1.03,2.48,-0.66,-0.006
0.02,-0.26,-1.53,-7.83,0.010
0.03,-2.38,-13.40,4.77,0.020
0.04,-0.03,5.27,-3.23,0.004
0.05,2.16,0.89,-1.95,-0.016
0.06,-2.46,3.31,8.01,-0.006
0.07,0.88,0.13,-6.40,-0.011
0.08,-0.71,-3.04,0.54,0.004
0.09,-1.24,4.82,-2.17,0.010
0.10,2.69,1.49,-0.06,-0.011
0.11,-0.49,3.31,3.48,0.004
0.12,-1.62,-2.67,-3.15,0.015
0.13,-1.17,-1.98,-1.64,0.004
0.14,-1.09,2.78,0.47,-0.001
0.15,2.16,-2.44,-0.59,-0.011
0.16,-2.00,0.74,5.44,-0.001
0.17,0.42,-0.47,-3.15,0.004
0.18,0.88,-3.95,-0.14,-0.001
0.19,0.04,3.23,-0.21,-0.006
0.20,-0.03,-3.12,1.15,0.004
0.21,-0.34,2.55,-0.97,-0.001
0.22,-0.11,-2.82,-3.98,0.004
0.23,-1.62,-1.83,3.78,0.015
0.24,1.33,1.42,-1.27,-0.016
0.25,-0.41,-1.61,3.78,0.004
0.26,0.12,3.46,1.67,-0.001
0.27,2.09,-2.74,-0.51,-0.011
0.28,-0.34,-0.78,-2.55,-0.006
0.29,-0.34,4.37,0.77,0.004
0.30,-0.34,-0.47,-0.59,-0.006
0.31,-0.03,-3.57,-2.55,-0.001
0.32,1.25,1.27,0.99,-0.006
0.33,-0.71,-0.02,3.48,-0.011
0.34,0.42,-1.38,-4.06,-0.011
0.35,-0.03,1.49,4.54,-0.016
0.36,0.04,-0.78,-1.04,0.004
0.37,1.71,-2.44,-2.85,-0.011
0.38,-1.24,2.85,2.88,-0.001
0.39,0.72,-0.17,0.62,-0.001
0.40,-0.49,-1.98,-1.12,-0.006
0.41,-1.09,-1.00,0.39,-0.006
0.42,-0.64,0.36,-0.06,-0.001
0.43,0.04,0.21,1.37,-0.006
0.44,0.04,-0.93,-1.04,0.004
0.45,-0.79,0.43,0.92,-0.006
0.46,-0.11,1.27,-1.49,-0.001
0.47,-0.49,-1.76,1.97,0.004
0.48,-0.18,0.51,-0.36,-0.001
0.49,0.12,1.64,2.65,0.010
0.50,0.27,-1.98,-2.32,0.004
0.51,-1.09,-1.98,-4.74,-0.011
0.52,-2.15,2.78,6.88,0.004
0.53,1.86,1.12,-4.06,-0.001
0.54,0.65,-1.46,4.61,-0.011
0.55,-0.56,4.90,-2.70,-0.001
0.56,-0.56,-8.41,-0.14,-0.001
0.57,-2.15,2.78,0.39,0.015
0.58,-2.53,1.49,-8.58,0.025
0.59,-2.23,0.89,3.78,-0.001
0.60,1.41,2.55,-1.57,-0.006
0.61,3.07,-0.47,-2.10,0.015
0.62,-0.71,3.54,3.41,0.010
0.63,-0.03,-3.27,-3.30,0.004
0.64,-1.85,1.72,3.11,0.015
0.65,1.71,0.43,0.01,0.004
0.66,-0.87,2.02,1.97,0.010
0.67,0.19,-0.02,-2.78,-0.001
0.68,0.04,-4.71,-0.74,0.004
0.69,-0.87,3.54,4.69,-0.006
0.70,0.19,1.64,-2.55,0.004
0.71,-0.94,-3.57,0.16,0.004
0.72,0.72,4.14,0.47,-0.011
0.73,1.03,-1.38,1.37,-0.006
0.74,-1.47,-1.98,-2.47,-0.006
0.75,1.25,3.69,2.13,-0.016
0.76,-0.18,-0.02,-0.44,0.010
0.77,-1.32,-1.15,-3.83,0.004
0.78,1.03,4.29,3.78,-0.001
0.79,1.03,-2.29,-1.42,-0.006
0.80,0.57,-1.61,-2.10,-0.001
0.81,0.04,2.17,1.75,0.004
0.82,1.10,-1.61,-3.91,-0.001
0.83,1.18,-1.23,4.54,-0.011
0.84,-0.26,3.61,-1.19,0.004
0.85,0.72,-3.12,-1.42,-0.022
0.86,-1.55,-1.53,-0.74,0.004
0.87,-1.32,-4.10,-2.17,-0.006
0.88,-1.70,4.22,7.71,-0.011
0.89,0.80,0.06,-3.91,0.004
0.90,-1.09,-4.48,-2.32,-0.001
0.91,-1.85,4.37,8.46,-0.001
0.92,0.88,3.76,-4.13,-0.001
0.93,1.78,-4.10,-3.23,0.010
0.94,0.72,3.38,3.33,0.015
0.95,0.50,0.89,2.20,-0.006
0.96,1.03,-3.35,-3.53,-0.001
0.97,-1.02,-1.30,3.11,0.015
0.98,-0.18,3.01,-1.49,0.004
0.99,1.03,-2.44,1.60,0.004
1.00,-0.79,1.72,-0.44,0.004
1.01,0.80,0.66,-2.17,-0.001
1.02,0.88,-3.72,-2.17,-0.001
1.03,-0.34,3.69,3.56,0.010
1.04,0.04,3.46,-1.12,0.010
1.05,-0.34,-5.77,0.16,-0.011
1.06,0.35,2.48,0.92,-0.001
1.07,1.10,-0.25,-1.42,-0.006
1.08,0.42,-4.18,-1.95,0.004
1.09,0.27,7.62,7.40,-0.006
1.10,0.19,2.85,-5.49,-0.001
1.11,2.77,4.37,-3.76,-0.011
1.12,0.57,-4.86,-1.19,-0.006
1.13,-2.08,4.14,-1.19,-0.001
1.14,0.72,-5.61,0.99,0.004
1.15,-1.55,-1.53,2.58,0.004
1.16,0.88,1.19,-1.95,-0.001
1.17,-0.03,3.54,-1.27,-0.006
1.18,-0.71,3.46,-6.47,-0.001
1.19,-0.94,1.19,2.43,0.015
1.20,1.03,5.88,5.52,-0.011
1.21,0.04,-4.93,-4.21,-0.001
1.22,-0.71,-3.57,-3.00,0.004
1.23,-0.11,5.12,7.10,0.004
1.24,0.27,1.19,-4.06,0.004
1.25,0.72,-3.50,3.11,-0.027
1.26,-0.64,0.43,-5.72,-0.006
1.27,-1.47,-4.10,0.47,-0.001
1.28,-0.41,2.48,1.22,-0.011
1.29,2.39,-0.78,1.67,-0.006
1.30,-2.15,0.66,0.62,0.004
1.31,-1.40,-1.53,-1.12,0.004
1.32,-0.64,1.57,0.47,-0.001
1.33,-0.56,1.04,1.30,-0.006
1.34,-0.18,-3.72,-4.36,0.010
1.35,-1.77,-0.55,6.95,0.004
1.36,0.04,5.20,-1.19,-0.001
1.37,3.53,-6.75,-4.74,-0.016
1.38,-0.26,-1.53,-1.95,-0.001
1.39,-1.47,8.15,6.58,-0.016
