"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration","Force"
0.00,-1.54,-0.36,1.98,0.011
0.01,0.96,0.78,-1.41,-0.004
0.02,-0.10,-1.34,1.83,0.001
0.03,-0.02,0.70,0.17,-0.009
0.04,-0.33,-1.19,-0.50,-0.009
0.05,-0.93,0.40,1.00,0.006
0.06,1.94,-0.28,-1.26,-0.015
0.07,-2.07,-0.89,1.91,0.017
0.08,-0.10,-0.28,-0.35,0.011
0.09,1.72,-0.81,-2.16,-0.015
0.10,-1.92,0.17,2.66,0.001
0.11,0.43,-0.36,-1.94,-0.009
0.12,0.73,-0.21,-2.09,-0.009
0.13,-1.84,0.85,2.21,0.017
0.14,2.02,-0.36,-1.56,-0.020
0.15,0.51,0.70,-0.28,-0.004
0.16,-0.93,1.23,0.63,0.001
0.17,1.34,-1.19,-1.11,-0.009
0.18,-0.78,1.98,0.40,0.006
0.19,-0.55,0.09,-1.18,0.006
0.20,1.94,0.25,-1.64,-0.020
0.21,-0.71,-0.36,2.96,0.006
0.22,0.81,-0.66,-0.43,0.006
0.23,-0.18,1.61,-2.54,-0.004
0.24,-0.93,-0.66,2.74,0.006
0.25,1.04,-0.74,-0.43,0.006
0.26,0.35,0.93,-0.73,0.001
0.27,-0.93,-1.42,2.21,0.011
0.28,1.57,1.00,-1.56,-0.009
0.29,-0.48,-0.51,0.33,0.001
0.30,-1.16,0.25,1.68,-0.004
0.31,1.26,0.25,-1.94,-0.004
0.32,-0.93,0.78,0.48,-0.004
0.33,-0.71,-1.42,0.85,-0.004
0.34,0.43,1.53,-1.48,-0.009
0.35,0.13,-0.28,0.40,0.001
0.36,0.05,-0.28,0.33,0.017
0.37,-0.33,2.06,0.17,-0.004
0.38,0.73,-0.51,-0.88,-0.009
0.39,-0.78,1.76,0.55,0.001
0.40,0.88,-1.42,-0.50,-0.004
0.41,0.58,1.61,-0.58,-0.025
0.42,-0.93,0.17,0.63,0.011
0.43,-0.18,0.09,-1.48,0.011
0.44,0.73,-1.19,-0.13,0.001
0.45,-0.71,1.30,0.85,0.022
0.46,0.20,-1.49,-0.81,-0.009
0.47,-0.10,0.17,0.25,-0.004
0.48,-0.25,-0.89,1.38,0.017
0.49,-0.25,1.23,-0.73,0.001
0.50,-0.25,-1.04,0.78,0.006
0.51,0.43,0.70,-0.13,0.006
0.52,-0.55,1.46,-0.50,0.001
0.53,-0.18,-1.87,-0.73,0.006
0.54,-0.18,1.38,-0.05,0.006
0.55,0.20,-1.27,0.02,-0.004
0.56,-0.33,0.78,0.17,-0.004
0.57,0.35,-0.36,-1.33,-0.015
0.58,-0.10,0.85,-0.50,0.017
0.59,-0.40,-1.49,1.00,0.011
0.60,-0.48,1.23,-1.18,0.017
0.61,-0.48,-0.36,1.83,0.006
0.62,0.58,1.30,0.40,-0.009
0.63,2.63,-1.80,-3.14,-0.009
0.64,-1.76,0.32,1.83,0.001
0.65,-0.78,0.17,0.17,0.006
0.66,1.49,-0.66,-4.05,-0.004
0.67,-1.31,-1.12,3.57,0.011
0.68,1.87,1.61,-1.26,-0.004
0.69,3.31,0.78,-3.14,-0.025
0.70,-1.39,2.21,2.29,0.006
0.71,-1.76,0.55,-1.71,0.011
0.72,-0.02,4.63,-2.54,-0.004
0.73,-0.93,1.00,2.89,-0.004
0.74,1.64,-3.69,0.40,-0.004
0.75,1.87,0.25,-1.79,-0.004
0.76,-1.08,-1.04,-0.13,-0.004
0.77,-1.46,-0.21,-1.18,0.027
0.78,2.47,-1.80,-1.03,-0.020
0.79,1.34,-0.43,0.78,-0.004
0.80,0.66,-0.43,-1.41,0.001
0.81,0.35,-1.80,-2.24,-0.009
0.82,-1.46,1.68,1.53,0.022
0.83,-0.33,0.32,1.00,0.017
0.84,1.94,1.68,-1.48,-0.020
0.85,0.20,0.55,-0.50,0.001
0.86,0.35,-0.51,0.63,-0.004
0.87,-0.18,0.25,-0.81,0.006
0.88,-1.16,0.85,0.55,0.001
0.89,0.66,-0.06,0.48,-0.009
0.90,0.20,0.78,0.93,-0.009
0.91,1.11,-0.28,1.31,-0.009
0.92,0.35,1.08,-0.05,-0.004
0.93,-0.71,-0.06,0.25,0.001
0.94,-0.33,0.47,-1.79,-0.009
0.95,1.26,-0.66,1.08,-0.004
0.96,-0.18,0.55,2.96,0.006
0.97,-0.33,-1.19,0.02,0.006
0.98,0.05,1.15,-0.81,-0.015
0.99,-0.71,-1.27,2.29,0.011
1.00,0.51,0.85,0.85,-0.009
1.01,0.73,-1.34,-0.28,-0.009
1.02,-0.86,-0.81,2.89,0.006
1.03,-0.18,0.78,0.55,0.011
1.04,0.96,0.40,-0.96,0.001
1.05,0.88,-0.96,2.44,0.006
1.06,1.79,0.25,0.02,-0.004
1.07,-0.93,-1.95,0.02,0.006
1.08,-2.14,-0.06,0.55,0.027
1.09,1.79,-1.64,-0.35,-0.015
1.10,-1.23,3.12,3.12,0.017
1.11,3.46,1.91,-0.66,-0.025
1.12,1.41,0.02,-4.58,-0.030
1.13,-4.49,4.18,3.27,0.017
1.14,3.23,-1.27,-3.75,-0.030
1.15,0.88,-2.63,-1.33,-0.004
1.16,-1.76,1.23,6.06,0.017
1.17,5.96,-0.74,-3.60,-0.041
1.18,0.51,-2.33,-0.81,-0.009
1.19,-4.11,-0.21,5.68,0.032
1.20,1.26,-0.66,-6.08,0.001
1.21,1.04,-1.04,-2.24,-0.015
1.22,1.11,0.47,6.21,-0.004
1.23,2.47,-0.28,-2.99,-0.015
1.24,0.58,1.83,-1.26,-0.004
1.25,-1.23,-0.28,2.06,0.017
1.26,0.88,0.25,-2.09,-0.004
1.27,1.19,-0.59,0.93,-0.015
1.28,1.49,0.78,1.53,-0.004
1.29,0.81,-0.21,0.40,-0.004
1.30,1.19,2.59,-0.88,-0.015
1.31,1.11,-0.51,-0.20,-0.009
1.32,0.66,-0.28,1.68,-0.004
1.33,2.55,2.51,-2.39,-0.020
1.34,0.58,-0.06,-1.03,-0.004
1.35,-0.63,-2.17,2.14,0.001
1.36,3.00,0.25,-3.07,-0.009
1.37,2.85,0.25,-0.88,-0.025
1.38,-1.16,-1.95,3.49,-0.009
1.39,1.79,-0.59,-3.67,0.001
1.40,2.85,-0.28,-1.86,-0.030
1.41,-1.23,-0.43,4.40,0.006
1.42,3.00,-1.19,-1.03,-0.004
1.43,3.08,1.00,-0.96,-0.030
1.44,-1.69,0.17,3.57,0.006
1.45,0.51,-0.43,-2.39,-0.004
1.46,3.61,0.32,-2.99,-0.020
1.47,0.05,-0.89,4.62,0.001
1.48,-0.18,-1.04,0.33,0.006
