"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration","Force"
0.00,-3.64,-5.68,-2.22,0.028
0.01,-1.22,2.19,7.28,0.008
0.02,-0.54,4.15,-3.28,0.008
0.03,1.28,-0.23,-3.81,-0.008
0.04,0.44,-4.54,0.79,-0.003
0.05,-0.16,2.87,0.49,0.008
0.06,-1.90,0.22,-2.38,0.023
0.07,-2.73,0.22,0.94,0.034
0.08,-1.30,-1.44,0.79,0.008
0.09,-0.99,-3.33,-2.45,0.013
0.10,-0.39,2.42,2.07,0.013
0.11,1.13,2.11,-0.64,0.013
0.12,-2.13,-0.76,1.47,0.023
0.13,-0.92,0.52,-1.24,-0.003
0.14,-0.46,-3.71,-2.60,0.002
0.15,-0.39,0.45,1.47,-0.003
0.16,1.13,4.00,1.32,0.002
0.17,-0.62,1.58,0.49,-0.013
0.18,-1.52,-2.80,-3.36,0.008
0.19,-1.60,-0.31,2.30,0.013
0.20,-0.77,1.66,-2.75,0.018
0.21,0.44,-3.56,0.11,-0.013
0.22,-1.60,2.04,0.87,0.013
0.23,-0.09,1.13,3.05,0.002
0.24,-0.01,-2.05,-3.66,0.008
0.25,0.22,-2.65,-3.73,-0.003
0.26,-2.51,3.40,6.60,0.018
0.27,-1.83,-0.38,-3.81,0.013
0.28,-2.05,-2.27,-1.32,0.013
0.29,-1.52,1.13,2.68,0.008
0.30,0.82,-2.12,1.09,-0.008
0.31,-0.24,-1.74,-1.47,0.002
0.32,-0.31,1.13,2.15,-0.013
0.33,1.20,-0.38,-1.47,-0.008
0.34,-1.22,-1.29,-2.98,0.008
0.35,-2.43,2.64,1.24,0.013
0.36,-0.77,-3.11,-2.98,0.008
0.37,-1.15,-0.38,2.53,0.008
0.38,1.05,2.79,-0.04,0.013
0.39,-0.39,-1.14,2.45,0.013
0.40,-0.77,-2.42,-4.71,0.008
0.41,-3.11,2.19,8.03,0.023
0.42,-0.09,-2.27,-4.03,-0.013
0.43,-0.39,-1.97,1.32,-0.003
0.44,0.52,2.79,-0.57,-0.008
0.45,-0.31,-4.16,4.03,0.018
0.46,-0.99,0.60,-3.81,0.013
0.47,-3.04,-0.46,2.90,0.034
0.48,-0.39,-1.44,-2.07,0.008
0.49,-0.16,-1.90,1.17,0.018
0.50,1.13,1.43,2.38,-0.003
0.51,0.22,-1.90,-1.24,0.008
0.52,-2.05,0.07,3.28,0.013
0.53,-1.07,0.00,-3.28,0.008
0.54,-2.20,-0.38,3.28,0.018
0.55,-0.16,1.21,-4.34,0.008
