"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration","Force"
0.00,-0.65,-0.15,0.44,0.022
0.01,-1.03,-0.76,0.14,0.017
0.02,-0.95,1.29,-0.16,-0.004
0.03,0.41,-0.30,0.14,0.001
0.04,-0.04,-0.91,1.72,0.006
0.05,-0.04,1.06,0.44,-0.004
0.06,-0.57,0.68,-0.24,0.001
0.07,-0.27,-2.27,-0.16,0.011
0.08,1.40,1.13,-0.39,-0.004
0.09,-0.42,-0.45,0.74,-0.015
0.10,-0.19,-1.29,0.14,-0.004
0.11,0.87,0.60,-3.03,0.001
0.12,-0.88,-0.15,0.44,0.001
0.13,-0.27,0.23,0.44,0.006
0.14,1.77,1.36,-2.58,-0.004
0.15,-0.04,0.30,2.47,0.001
0.16,-1.25,0.08,0.59,0.011
0.17,0.71,0.00,-2.73,-0.004
0.18,-1.56,0.15,1.12,0.017
0.19,-0.35,-1.29,1.19,0.001
0.20,2.53,-0.45,-1.97,-0.025
0.21,-0.57,0.83,0.59,-0.004
0.22,-2.77,-2.27,-1.30,0.011
0.23,3.06,-0.83,-3.94,-0.004
0.24,-0.27,1.59,2.32,0.001
0.25,-1.94,-1.59,0.82,0.011
0.26,3.74,-3.63,-4.31,-0.030
0.27,-1.03,4.54,2.78,-0.009
0.28,-1.48,2.72,0.89,0.001
0.29,4.35,-2.12,-5.14,-0.035
0.30,-2.31,5.22,1.64,0.027
0.31,0.49,1.74,1.12,-0.025
0.32,0.56,-0.23,-2.05,-0.015
0.33,-0.42,-0.91,-1.30,-0.004
0.34,-1.18,-1.21,0.36,0.017
0.35,-0.12,-3.25,-2.20,-0.004
0.36,0.18,-2.57,0.59,0.006
0.37,0.64,-0.91,1.04,0.001
0.38,1.85,0.83,-2.58,-0.015
0.39,-0.04,0.76,0.21,0.006
0.40,-1.33,-0.23,-0.24,0.006
0.41,0.56,-0.45,0.59,-0.009
0.42,0.26,2.50,2.02,0.017
0.43,0.56,-0.60,0.82,-0.020
0.44,-0.12,-0.45,0.29,0.001
0.45,-0.27,0.98,-3.41,-0.009
0.46,-0.95,-0.38,-0.39,-0.009
0.47,-0.04,-0.45,1.72,0.006
0.48,-0.65,1.06,-1.60,0.011
0.49,0.64,-1.29,0.97,-0.004
0.50,-1.03,0.60,0.14,0.011
0.51,-0.72,-1.13,0.51,0.011
0.52,-0.42,0.91,-0.32,0.001
0.53,-1.33,0.76,1.34,0.006
0.54,0.03,1.36,2.17,-0.009
0.55,-0.04,0.30,-0.69,-0.004
0.56,-0.88,-0.08,1.72,-0.015
0.57,0.18,-0.15,2.02,-0.004
0.58,0.56,-1.74,0.29,-0.009
0.59,-0.72,-0.23,0.82,0.001
0.60,-1.18,1.44,-0.24,0.022
0.61,-0.80,-0.38,0.89,-0.004
0.62,1.02,-0.45,-0.16,-0.020
0.63,-3.90,0.30,0.74,0.027
0.64,-1.71,-1.44,0.82,0.017
0.65,2.23,1.21,-2.13,-0.020
0.66,-1.33,0.98,2.85,0.011
0.67,0.79,2.72,-0.77,-0.004
0.68,-1.56,1.29,-3.94,0.006
0.69,-3.15,-0.30,4.59,0.017
0.70,3.44,0.76,-3.03,-0.025
0.71,-1.03,-3.02,-1.30,-0.009
0.72,-0.72,-0.83,5.87,0.011
0.73,2.15,-0.53,-5.90,-0.015
0.74,-2.92,-0.91,1.27,0.001
0.75,-0.27,-2.12,3.23,0.006
0.76,3.06,-0.53,-5.90,-0.041
0.77,-3.75,1.89,3.91,0.017
0.78,0.49,-2.12,-0.84,0.001
0.79,1.02,-1.44,-2.28,-0.025
0.80,-2.77,3.10,3.83,0.022
0.81,2.61,-2.04,-0.69,0.001
0.82,0.03,-0.60,-0.39,0.006
0.83,-3.53,3.71,2.85,0.011
0.84,2.38,-2.34,-2.73,-0.025
0.85,0.18,0.38,1.80,0.006
0.86,-2.54,1.89,-0.47,0.017
0.87,2.76,-3.10,-3.03,-0.020
0.88,-0.27,-0.83,3.91,0.001
0.89,-0.88,1.51,-1.52,0.011
0.90,0.49,-0.38,-3.94,-0.009
0.91,0.41,-1.21,3.45,-0.009
0.92,0.18,2.12,-1.45,-0.009
0.93,0.41,-0.83,-2.13,-0.009
0.94,-0.65,-2.27,2.93,0.011
0.95,0.64,1.51,-0.01,0.001
0.96,0.56,-1.06,-1.37,-0.015
0.97,-0.65,0.68,0.21,-0.004
0.98,1.24,2.57,-1.52,-0.009
0.99,-0.65,-0.68,-0.77,-0.009
1.00,-1.18,-0.76,0.44,0.011
1.01,1.32,1.81,-0.99,-0.015
1.02,-1.03,-2.72,1.80,0.006
1.03,0.18,0.98,0.66,-0.004
1.04,1.40,3.10,-0.32,-0.015
1.05,-2.31,-1.51,2.40,0.011
1.06,0.79,-1.06,-1.30,0.006
1.07,-0.42,0.91,-2.20,-0.004
1.08,-2.16,-0.83,3.53,0.011
1.09,3.74,1.13,-3.48,-0.020
1.10,0.18,0.45,-0.54,0.001
1.11,-3.07,0.00,3.76,0.011
1.12,-0.88,-0.15,-3.18,-0.009
1.13,0.34,-1.13,-0.39,0.001
1.14,1.17,-0.98,3.08,-0.015
