"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration","Force"
0.00,-0.15,0.50,0.56,-0.001
0.01,-0.59,1.10,-1.02,-0.001
0.02,-0.15,0.65,1.09,-0.007
0.03,0.66,-1.40,1.54,-0.012
0.04,1.62,0.19,2.37,-0.001
0.05,1.47,0.72,-1.63,0.010
0.06,0.44,-1.55,-0.49,-0.001
0.07,0.95,0.35,1.84,-0.001
0.08,-0.15,0.27,1.01,-0.001
0.09,-1.48,-1.62,-0.57,0.004
0.10,-0.08,1.03,-2.23,-0.018
0.11,0.73,1.56,-0.87,-0.007
0.12,-0.23,-0.71,1.31,0.010
0.13,-0.74,0.50,-1.25,0.010
0.14,-1.04,2.09,-0.80,0.015
0.15,0.14,-0.41,1.62,-0.007
0.16,0.29,-2.08,0.56,-0.007
0.17,-0.08,0.19,-3.28,0.015
0.18,0.22,0.27,-0.87,-0.001
0.19,-0.67,-1.02,1.47,0.004
0.20,-0.52,1.03,1.09,0.004
0.21,0.81,0.19,1.01,-0.007
0.22,0.44,0.04,-2.00,0.004
0.23,-0.15,0.35,0.11,0.010
0.24,-0.23,-0.94,-1.10,0.004
0.25,0.29,0.80,1.62,-0.012
0.26,0.36,0.12,-1.78,-0.018
0.27,0.22,-2.30,0.49,-0.001
0.28,0.00,1.78,-0.19,-0.007
0.29,0.22,1.86,-0.80,-0.001
0.30,-0.37,-2.08,0.79,-0.001
0.31,0.36,1.56,-0.65,-0.012
0.32,1.18,2.09,0.64,-0.007
0.33,1.03,-2.61,2.07,-0.012
0.34,1.03,0.80,-1.63,0.004
0.35,0.59,1.63,-1.25,-0.012
0.36,-0.23,-1.62,1.62,-0.001
0.37,-1.04,0.27,-0.57,-0.001
0.38,-1.26,-0.18,-0.57,-0.007
0.39,-0.23,-1.55,1.16,-0.007
0.40,1.32,1.03,2.07,-0.007
0.41,1.18,0.50,-0.19,-0.023
0.42,-0.37,-0.49,-0.80,0.010
0.43,0.36,0.57,-1.17,0.004
0.44,0.14,0.50,-1.40,-0.001
0.45,-0.52,-2.15,-0.04,-0.007
0.46,0.44,-0.87,1.84,-0.007
0.47,0.44,2.77,-1.63,-0.001
0.48,-1.26,0.80,1.09,0.004
0.49,-2.00,-0.79,2.45,0.004
0.50,0.00,2.47,-2.30,0.004
0.51,0.14,0.12,2.82,-0.007
0.52,0.14,-2.76,0.94,0.015
0.53,1.62,0.27,-0.87,-0.023
0.54,0.59,1.33,1.16,-0.001
0.55,0.51,0.35,-1.10,-0.007
0.56,-0.23,1.03,-0.57,0.010
0.57,-0.96,-1.09,0.18,-0.001
0.58,-0.08,-1.93,1.39,-0.007
0.59,0.22,1.71,-1.25,-0.007
0.60,0.66,0.95,0.79,-0.007
0.61,1.03,0.50,1.24,-0.012
0.62,-0.30,0.27,-1.70,-0.007
0.63,-1.63,-0.64,-0.95,0.004
0.64,-1.18,-0.18,-0.19,0.004
0.65,-1.70,1.56,-1.63,0.015
0.66,-1.04,-0.49,-1.55,0.021
0.67,-0.89,-2.38,1.31,0.004
0.68,1.69,2.31,-0.12,-0.018
0.69,0.73,1.56,-1.25,0.004
0.70,0.29,-1.93,2.75,-0.001
0.71,1.25,0.50,2.90,-0.007
0.72,0.73,-0.26,-2.61,-0.012
0.73,0.66,-1.17,0.03,-0.001
0.74,0.44,0.65,-0.42,0.021
0.75,0.00,0.80,1.39,0.010
0.76,-0.23,-0.03,1.31,0.010
0.77,-0.45,-0.34,-1.25,-0.012
0.78,-0.59,0.88,-1.32,-0.007
0.79,-0.67,-0.11,0.86,-0.012
0.80,-0.59,-0.41,-0.87,0.010
0.81,0.95,0.04,0.11,-0.001
0.82,0.29,-1.09,0.03,-0.007
0.83,-0.08,1.03,-0.12,0.010
0.84,0.22,2.92,0.26,0.004
0.85,-1.48,0.42,1.39,0.021
0.86,-1.18,-0.71,-0.87,-0.001
0.87,0.73,-1.47,1.69,-0.012
0.88,1.84,-2.23,-0.57,-0.023
0.89,1.84,0.04,-1.40,-0.007
0.90,2.58,0.72,-0.34,-0.018
0.91,0.36,0.42,-0.34,0.004
0.92,-0.67,1.41,0.11,0.010
0.93,-1.78,-2.99,0.26,0.004
0.94,-2.81,-0.87,0.33,0.015
0.95,1.18,3.98,-0.42,0.004
0.96,0.07,1.94,-0.42,-0.007
0.97,-0.23,-0.41,1.39,0.004
0.98,0.59,1.10,-1.55,-0.012
0.99,-1.41,0.19,-0.65,0.010
1.00,-2.37,-2.30,0.86,0.021
1.01,0.44,-1.77,0.18,-0.007
1.02,0.29,2.47,0.56,0.004
1.03,0.44,0.88,-3.21,-0.001
1.04,-0.59,-0.49,0.49,0.004
1.05,0.51,3.53,-0.12,0.004
1.06,1.25,1.56,1.31,-0.001
1.07,-0.59,-3.59,0.86,0.010
1.08,1.84,2.01,2.14,-0.018
1.09,1.62,1.33,3.27,-0.001
1.10,-1.04,-4.42,-0.42,0.004
1.11,1.25,1.10,1.09,-0.018
1.12,1.47,1.48,-2.83,-0.007
1.13,-1.55,-2.61,-1.63,0.015
1.14,0.07,1.63,1.01,0.010
1.15,0.66,2.92,-1.47,-0.001
1.16,-1.78,-2.46,1.09,-0.001
1.17,-0.74,-1.09,0.11,-0.001
1.18,1.03,1.71,-1.70,-0.007
1.19,-0.37,0.50,0.56,0.004
1.20,-0.96,-1.40,1.62,0.010
1.21,-1.26,0.50,-1.40,0.004
1.22,-0.45,0.57,-0.04,0.004
1.23,0.22,-1.85,1.24,-0.018
1.24,1.40,-0.41,0.79,-0.007
1.25,1.03,1.94,-3.59,-0.001
1.26,1.03,0.35,-1.55,-0.018
1.27,0.36,-0.49,-1.78,0.004
1.28,-0.45,1.03,-4.64,0.021
1.29,-0.96,-0.26,0.86,0.010
1.30,-1.63,-2.68,0.86,0.026
1.31,0.51,-1.70,2.07,0.015
1.32,1.25,1.18,0.41,-0.001
1.33,0.51,1.48,-3.43,0.010
1.34,-0.30,0.80,0.18,0.004
1.35,0.07,-0.64,1.62,0.004
1.36,0.14,-1.17,-1.25,0.010
1.37,1.18,-1.17,2.67,-0.007
1.38,1.32,0.95,-0.57,-0.001
1.39,1.91,0.35,-1.25,-0.001
1.40,-0.59,-0.49,-0.72,0.010
1.41,-1.26,0.80,-1.55,-0.007
1.42,-0.37,1.78,1.01,0.004
1.43,-0.30,-1.02,2.75,-0.001
1.44,0.22,-0.26,-0.42,-0.001
1.45,1.25,1.71,1.24,-0.001
1.46,0.29,0.04,1.31,-0.001
1.47,-0.74,-0.41,1.09,-0.001
1.48,0.29,-0.64,1.24,0.004
1.49,0.66,-0.34,0.94,-0.001
1.50,-0.15,1.48,-0.34,-0.007
1.51,-0.08,2.16,-2.30,-0.001
1.52,-1.04,1.03,-1.25,0.004
1.53,-1.26,-0.79,2.90,0.021
1.54,1.32,1.71,0.71,-0.007
1.55,0.66,2.54,-0.19,-0.007
1.56,0.14,-1.77,1.99,0.004
1.57,-1.04,-2.68,2.52,-0.001
1.58,-1.70,1.18,-1.40,0.015
1.59,-0.52,0.57,0.49,0.010
1.60,0.14,-1.32,1.31,-0.007
1.61,1.62,0.95,-0.65,-0.007
1.62,1.99,0.88,-0.42,-0.012
1.63,-0.15,1.10,-1.17,-0.001
1.64,-0.23,1.94,-0.49,0.010
1.65,-0.67,-0.03,-1.02,0.010
1.66,-1.78,-1.02,-0.72,0.015
1.67,-0.82,0.35,-0.42,0.015
1.68,-0.37,-0.11,-1.10,-0.001
1.69,-0.52,-0.79,0.41,-0.001
1.70,-0.37,0.88,0.26,-0.007
1.71,0.14,0.95,-0.87,-0.007
1.72,0.51,-0.18,-0.80,-0.001
1.73,0.51,-1.02,-0.27,0.010
1.74,1.69,0.04,0.41,-0.001
1.75,1.62,-0.03,0.33,-0.001
1.76,-0.30,-0.71,0.49,-0.012
1.77,-0.45,1.71,-2.00,0.010
1.78,-0.45,1.41,-0.12,-0.001
1.79,0.07,-1.55,1.47,-0.001
1.80,0.29,-0.11,0.03,-0.001
1.81,0.22,1.71,-0.49,0.004
1.82,-0.15,-1.09,0.11,0.004
1.83,-0.45,-1.70,0.71,0.004
1.84,0.95,-0.03,1.24,-0.012
1.85,1.69,-0.56,0.03,0.004
1.86,1.32,0.65,-0.34,-0.023
1.87,1.47,0.04,0.33,-0.007
1.88,0.29,-1.70,0.71,-0.007
1.89,-0.89,0.57,-1.02,0.015
1.90,0.29,1.78,0.33,0.010
1.91,0.29,0.88,-0.49,-0.001
1.92,0.14,0.04,0.49,-0.001
1.93,-0.37,-1.09,0.86,-0.001
1.94,-0.08,-0.18,-0.95,-0.001
1.95,0.66,-0.56,1.47,-0.001
1.96,0.95,-2.53,2.97,-0.007
1.97,1.99,0.80,-1.02,-0.007
1.98,1.99,2.01,-1.32,0.004
1.99,0.66,-0.41,-0.19,-0.001
2.00,0.29,0.50,0.56,0.004
2.01,1.10,2.16,0.64,-0.007
