"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration","Force"
0.00,-0.87,-0.04,2.34,0.009
0.01,1.02,-0.27,-1.06,-0.007
0.02,0.79,-1.78,0.08,-0.002
0.03,1.63,0.79,0.68,-0.002
0.04,-0.95,-0.72,-0.83,0.004
0.05,-0.57,-2.16,-0.23,0.014
0.06,1.78,0.64,-1.43,-0.012
0.07,-0.11,-0.65,2.11,0.009
0.08,-0.34,-1.63,-0.90,0.004
0.09,1.40,-0.04,-2.41,-0.002
0.10,-0.11,1.32,1.96,-0.007
0.11,0.72,0.26,-1.28,-0.007
0.12,0.79,0.41,-0.23,-0.002
0.13,0.42,-0.80,0.83,-0.007
0.14,0.11,1.55,-1.81,-0.002
0.15,-0.64,-0.57,-0.15,0.004
0.16,1.55,0.18,0.30,-0.012
0.17,-0.19,1.32,1.06,-0.002
0.18,-0.87,-0.87,-0.45,0.009
0.19,0.64,-0.19,-0.98,-0.017
0.20,-0.04,0.03,0.68,0.004
0.21,0.42,-1.10,0.30,-0.012
0.22,0.34,-0.19,0.60,-0.007
0.23,-0.42,0.26,1.21,0.019
0.24,-0.42,0.94,-0.60,-0.002
0.25,0.64,-0.95,0.23,-0.007
0.26,0.87,1.62,-0.75,-0.007
0.27,-0.72,-0.12,0.75,0.004
0.28,0.04,-0.12,-0.38,-0.002
0.29,0.64,0.79,-1.43,-0.007
0.30,-0.42,0.64,2.34,-0.002
0.31,0.64,0.71,-1.36,-0.007
0.32,-0.11,0.64,-1.06,-0.012
0.33,-0.04,-0.57,2.19,0.004
0.34,1.78,0.94,-1.89,-0.002
0.35,0.49,0.49,-0.90,-0.002
0.36,-0.95,-1.10,1.81,0.014
0.37,1.02,0.11,-1.13,0.009
0.38,-0.64,0.79,1.66,-0.002
0.39,-0.26,-0.19,0.53,0.009
0.40,0.79,-1.33,-0.98,0.009
0.41,-0.64,0.79,1.13,-0.007
0.42,0.26,-0.35,-0.38,0.009
0.43,0.64,0.11,-0.38,0.004
0.44,-0.57,-1.03,0.08,0.009
0.45,0.11,0.26,-1.81,-0.002
0.46,0.42,-0.80,-0.08,-0.007
0.47,-0.42,-0.72,1.43,-0.002
0.48,1.25,1.02,-1.51,-0.007
0.49,-0.19,0.26,-1.06,-0.007
0.50,-1.17,0.03,1.13,0.014
0.51,-0.04,0.26,-0.45,0.009
0.52,0.79,-0.35,1.13,-0.002
0.53,1.48,-0.42,-0.60,-0.007
0.54,0.87,-0.87,-2.34,-0.007
0.55,-1.48,-0.12,1.21,0.014
0.56,0.49,-1.55,-1.06,0.004
0.57,0.42,-1.03,-0.60,-0.012
0.58,2.01,2.38,-1.89,-0.002
0.59,2.91,-0.12,1.28,-0.023
0.60,-2.31,-0.27,-1.13,0.019
0.61,-2.23,4.95,-2.87,-0.002
0.62,0.49,1.55,2.04,-0.023
0.63,1.85,-3.60,2.49,-0.007
0.64,2.84,0.26,-3.02,-0.033
0.65,-0.57,1.24,-1.06,-0.017
0.66,-0.11,-3.75,0.23,0.009
0.67,0.57,-2.01,-2.11,-0.002
0.68,0.87,2.00,0.38,-0.007
0.69,2.16,-2.99,-1.21,-0.007
0.70,0.87,0.49,-1.43,-0.012
0.71,-3.29,3.59,1.43,0.030
0.72,1.02,-2.84,-0.45,-0.002
0.73,1.17,1.70,-0.90,0.004
0.74,-0.57,1.92,2.19,0.009
0.75,2.08,-2.39,-0.90,-0.012
0.76,-0.19,1.47,-1.28,0.004
0.77,-1.63,0.71,2.34,0.004
0.78,2.76,-0.12,-2.19,-0.017
0.79,-0.49,1.92,1.36,0.009
0.80,-1.78,-1.10,3.32,0.019
0.81,1.70,-0.95,-5.20,-0.002
0.82,-1.85,-0.12,1.81,0.019
0.83,-2.08,-1.33,4.68,0.009
0.84,2.38,0.18,-3.77,-0.012
0.85,-0.72,0.41,1.36,-0.007
0.86,-2.08,-0.80,3.54,0.009
0.87,0.49,0.11,-2.41,-0.002
0.88,0.26,-0.35,2.11,0.004
0.89,-0.95,1.02,2.94,0.004
0.90,2.46,-1.03,-1.13,-0.017
0.91,0.95,-0.57,1.21,-0.002
0.92,-3.07,-0.57,2.56,0.019
0.93,-0.95,-1.25,-1.43,0.019
0.94,-0.87,1.24,0.68,0.009
0.95,0.95,2.83,3.62,0.004
0.96,2.08,1.55,-5.58,-0.017
0.97,-2.16,1.92,1.21,0.004
0.98,0.04,-0.35,1.28,-0.002
0.99,0.79,-0.19,-2.79,0.004
1.00,-0.42,-1.25,3.77,0.009
1.01,2.69,-0.19,0.38,-0.023
1.02,0.04,-3.52,0.00,0.014
1.03,-2.91,1.39,2.04,0.035
1.04,0.34,0.11,-4.30,0.004
1.05,0.57,-2.16,1.58,0.004
1.06,-0.11,1.32,0.90,0.004
1.07,2.69,0.86,-3.02,-0.023
1.08,-2.54,-1.40,3.77,0.009
1.09,0.57,0.64,-2.87,0.019
1.10,1.93,-0.65,-1.13,-0.017
1.11,-3.37,0.26,7.39,0.030
1.12,2.69,1.70,-4.68,-0.023
1.13,1.25,-0.04,-0.23,-0.023
1.14,-1.85,-0.65,4.00,0.009
1.15,2.99,2.53,-5.73,-0.012
1.16,-1.40,-0.57,0.38,-0.002
1.17,-0.34,-2.39,1.89,0.004
1.18,2.84,0.86,-4.15,-0.017
1.19,-0.87,-0.80,1.43,0.004
1.20,0.79,-1.78,0.60,0.004
1.21,1.48,-0.72,-2.04,-0.012
1.22,-1.63,-2.01,1.73,0.004
1.23,2.46,-0.95,-1.06,0.009
1.24,1.25,1.32,-0.45,-0.002
1.25,-2.01,-0.57,2.41,0.019
1.26,2.84,-0.50,-3.70,-0.033
1.27,0.79,2.60,-0.45,-0.007
1.28,-2.69,-1.55,4.52,0.030
1.29,1.32,-0.80,-3.77,-0.002
1.30,1.02,1.62,-2.19,-0.012
1.31,-1.48,-1.10,7.47,0.004
1.32,2.54,0.86,-4.90,0.004
1.33,2.23,-0.80,-4.37,-0.023
1.34,-4.81,-0.65,6.26,0.030
1.35,-0.72,1.17,-3.47,0.009
1.36,3.60,0.49,-4.60,-0.028
1.37,-2.01,-0.87,7.01,0.019
1.38,1.17,1.39,1.51,-0.002
1.39,1.48,1.17,-5.35,-0.012
1.40,-1.02,-1.18,3.17,0.009
1.41,-1.10,0.03,1.81,0.014
1.42,1.17,-1.18,-2.49,-0.007
1.43,-0.49,-0.87,1.89,0.009
1.44,-1.17,-0.27,2.41,0.014
1.45,1.70,-1.63,-1.06,-0.017
1.46,-0.57,3.28,0.45,-0.002
1.47,-1.55,1.32,1.96,0.014
1.48,1.93,-2.01,-1.36,0.004
1.49,-1.02,3.51,1.81,0.009
1.50,0.42,1.09,0.00,-0.002
1.51,2.16,-0.65,-2.87,-0.017
1.52,-3.22,0.64,3.85,0.014
1.53,0.72,0.03,-2.04,-0.007
1.54,1.40,1.02,-3.77,-0.002
1.55,-1.17,-0.42,4.37,0.014
1.56,1.48,-1.78,-2.41,-0.023
1.57,0.79,0.71,-4.15,-0.012
1.58,-1.78,-0.27,4.07,0.004
1.59,1.85,0.03,-1.51,-0.007
1.60,-0.04,0.94,-1.06,-0.007
1.61,-0.57,-0.87,3.85,0.004
1.62,1.40,2.30,-3.47,-0.007
1.63,-1.25,0.03,0.38,-0.007
1.64,0.64,0.79,0.23,0.009
1.65,1.17,0.41,-3.09,-0.017
1.66,-1.78,-1.10,2.49,0.024
1.67,3.67,2.15,-2.79,-0.028
1.68,-1.48,0.41,-1.96,0.004
1.69,-2.16,-0.57,6.03,0.030
1.70,1.55,2.83,-4.68,-0.023
1.71,-1.85,2.91,2.04,-0.002
1.72,0.64,-2.16,3.02,0.009
1.73,1.63,1.24,-2.56,-0.012
1.74,0.04,2.68,1.96,-0.002
1.75,0.49,-2.24,1.51,-0.002
1.76,-1.63,-0.04,-1.36,0.019
1.77,0.49,0.34,0.68,-0.017
1.78,0.79,1.55,2.87,0.009
1.79,-0.26,0.11,-0.45,-0.007
1.80,0.42,1.02,0.75,-0.007
1.81,1.70,1.09,-0.90,-0.023
1.82,-2.01,1.92,1.66,0.019
1.83,-0.87,0.18,0.08,-0.002
1.84,3.75,1.47,-4.37,-0.023
1.85,-1.17,2.00,3.85,-0.012
1.86,-1.25,-0.95,1.58,0.004
1.87,2.69,-1.78,-6.64,-0.002
1.88,-3.75,3.66,3.47,0.019
1.89,0.26,-1.63,1.51,0.004
1.90,3.82,-1.48,-6.33,-0.023
1.91,-1.63,3.28,2.04,0.019
1.92,-2.54,-1.03,0.83,0.014
1.93,3.37,-0.50,-5.81,-0.023
1.94,-2.23,2.83,2.87,0.004
1.95,-2.23,-1.03,5.58,0.014
1.96,1.63,-1.40,-2.49,-0.002
1.97,1.48,3.13,-0.68,-0.028
1.98,-0.34,2.07,3.39,0.009
1.99,-0.19,-2.92,-1.66,-0.007
2.00,0.95,2.00,-0.90,-0.007
2.01,-1.40,2.76,-0.23,0.009
2.02,-0.34,-3.60,1.96,-0.002
2.03,2.76,-0.95,-2.41,-0.007
2.04,-1.02,4.65,1.06,-0.002
2.05,-2.69,-1.55,2.71,0.019
2.06,3.14,-0.65,-3.92,-0.007
2.07,0.87,2.76,1.36,-0.017
2.08,0.42,-0.50,2.94,0.004
2.09,1.85,-1.71,-3.62,-0.017
2.10,-2.16,3.89,1.43,-0.002
2.11,-2.01,2.45,0.23,0.014
2.12,2.61,-2.08,-1.89,-0.007
2.13,0.42,3.21,4.98,0.004
2.14,-0.49,1.85,0.53,0.009
2.15,0.49,-3.07,-2.34,-0.002
2.16,1.93,1.55,0.75,-0.002
2.17,-1.40,4.42,0.30,-0.002
2.18,0.87,-4.05,-4.98,-0.012
2.19,4.28,1.24,1.66,-0.023
2.20,-2.91,5.18,1.89,0.014
2.21,-2.08,-5.56,-1.28,0.019
2.22,4.43,-4.28,-1.28,-0.023
2.23,-2.99,8.58,5.13,0.014
2.24,-2.16,-1.25,1.36,0.009
2.25,5.64,-2.08,-4.83,-0.023
2.26,-3.29,5.18,1.13,0.014
2.27,-4.35,-1.33,4.15,0.024
2.28,4.05,-1.25,-8.45,-0.033
2.29,-0.49,0.03,1.28,-0.012
2.30,-2.16,-1.93,8.37,0.024
2.31,3.60,3.44,-8.30,-0.023
2.32,-2.23,1.39,1.81,0.004
