"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration","Force"
0.00,0.16,-0.98,0.30,0.004
0.01,0.30,-2.04,-0.75,-0.001
0.02,0.16,-0.90,-0.15,0.004
0.03,0.67,-0.37,-1.06,-0.007
0.04,0.45,-1.51,-0.15,0.010
0.05,0.38,-2.42,0.30,-0.001
0.06,0.75,-1.21,0.68,-0.018
0.07,0.16,-0.37,-1.58,-0.001
0.08,0.08,-1.13,0.08,0.004
0.09,0.16,-0.75,0.15,-0.007
0.10,0.23,-0.15,-0.75,0.015
0.11,0.67,-1.28,2.19,-0.007
0.12,0.97,-0.53,0.38,0.004
0.13,0.97,-0.15,-0.83,0.004
0.14,0.82,-1.66,1.51,-0.012
0.15,0.08,-1.66,-0.75,-0.001
0.16,0.01,-0.90,-0.23,0.010
0.17,-0.73,-1.06,0.15,-0.001
0.18,0.60,-1.43,0.53,-0.012
0.19,0.38,-0.37,-0.83,-0.023
0.20,0.16,-0.83,-0.15,-0.012
0.21,0.60,-0.75,-0.38,-0.001
0.22,0.30,-0.15,-2.79,-0.012
0.23,-0.36,-1.36,-0.75,0.010
0.24,1.12,-0.60,1.36,-0.012
0.25,1.12,0.31,-1.81,0.004
0.26,-1.10,-1.36,0.53,0.004
0.27,0.01,0.61,1.43,-0.007
0.28,0.82,0.46,0.45,-0.007
0.29,-0.14,-0.90,0.90,-0.007
0.30,0.30,-0.07,1.81,-0.001
0.31,0.89,0.38,-0.08,-0.018
0.32,0.75,-0.90,-1.36,-0.007
0.33,0.45,-1.81,0.00,0.004
0.34,0.23,-0.53,0.60,-0.007
0.35,0.30,-0.22,-0.90,-0.001
0.36,0.38,0.46,1.58,-0.012
0.37,1.12,0.99,0.08,-0.001
0.38,0.67,-0.37,0.00,0.004
0.39,-1.02,-0.98,0.15,-0.001
0.40,-1.54,0.46,-0.83,0.010
0.41,-0.43,0.84,-0.38,0.015
0.42,-0.88,-1.43,-0.60,-0.001
0.43,-0.14,-1.13,0.08,-0.001
0.44,1.78,0.61,-0.38,-0.007
0.45,0.75,1.29,-0.08,-0.001
0.46,0.89,-1.51,2.64,-0.007
0.47,1.04,-1.13,0.75,-0.012
0.48,1.12,0.46,-0.83,-0.018
0.49,1.19,-0.60,1.88,-0.007
0.50,0.75,0.46,-1.21,-0.001
0.51,0.16,-0.60,0.75,-0.007
0.52,-0.65,-0.90,0.38,0.004
0.53,-0.43,0.16,-0.45,0.004
0.54,-0.36,1.14,0.00,-0.001
0.55,0.53,-1.13,0.75,-0.007
0.56,0.08,-1.28,-0.30,-0.018
0.57,0.82,0.69,-1.06,-0.001
0.58,1.26,0.23,0.98,-0.007
0.59,0.60,2.20,-0.30,0.010
0.60,-0.36,0.16,1.21,-0.012
0.61,0.08,-2.34,0.75,0.004
0.62,1.26,-0.53,-0.30,-0.007
0.63,1.19,0.61,-0.98,-0.001
0.64,1.56,-1.06,-0.90,-0.001
0.65,1.85,-0.98,0.98,-0.012
0.66,0.23,-0.53,-1.36,-0.007
0.67,-0.95,-1.06,-1.13,0.010
0.68,0.23,1.06,0.75,0.010
0.69,-0.29,2.12,0.60,-0.007
0.70,-0.58,0.91,0.45,0.004
0.71,-0.21,0.61,-0.68,-0.007
0.72,0.30,0.53,-0.38,0.004
0.73,-0.43,-1.28,0.68,0.010
0.74,-0.14,-1.28,0.30,0.004
0.75,0.53,0.99,-1.36,-0.001
0.76,0.30,-0.15,0.08,0.015
0.77,1.19,0.46,1.13,-0.001
0.78,1.04,2.58,-1.66,0.015
0.79,0.16,-0.68,1.88,0.004
0.80,0.75,-0.83,2.26,-0.018
0.81,1.93,2.43,0.90,-0.018
0.82,-0.58,-0.07,0.45,0.010
0.83,0.67,-2.57,2.04,0.004
0.84,0.53,0.00,-1.58,-0.007
0.85,-0.51,-0.30,-0.68,-0.001
0.86,-0.21,0.99,0.38,0.004
0.87,0.01,3.03,-3.02,-0.001
0.88,-1.32,0.53,0.23,0.021
0.89,-1.32,-2.42,1.36,-0.012
0.90,0.89,0.16,0.53,-0.012
0.91,0.01,0.69,-0.60,-0.001
0.92,-0.14,0.61,0.08,0.010
0.93,0.01,-0.30,-0.60,0.004
0.94,0.23,-2.57,-0.45,-0.007
0.95,1.48,-0.60,-0.60,-0.007
0.96,1.48,3.26,-0.45,-0.012
0.97,0.89,1.97,-1.51,-0.001
0.98,-0.29,-2.19,-1.06,0.021
0.99,-0.29,0.16,-2.04,-0.018
1.00,-0.65,1.59,-1.96,0.015
1.01,-0.95,-2.12,0.30,0.010
1.02,-0.29,-0.98,0.90,0.004
1.03,0.82,1.44,-0.45,0.010
1.04,1.41,0.08,0.00,-0.012
1.05,1.26,-0.83,-0.38,-0.007
1.06,0.60,-1.13,-0.38,-0.012
1.07,0.82,0.53,-0.68,-0.007
1.08,1.34,0.84,-0.60,-0.007
1.09,0.89,-1.21,0.53,0.004
1.10,-0.36,-0.75,-1.21,0.004
1.11,0.82,0.84,0.00,-0.001
1.12,0.01,1.59,0.75,0.004
1.13,0.08,1.52,0.53,-0.001
1.14,0.38,0.46,0.15,0.004
1.15,0.45,-0.53,-0.15,0.004
1.16,1.04,-1.96,2.56,-0.007
1.17,1.12,-1.36,1.21,-0.012
1.18,1.56,0.53,0.30,-0.001
1.19,0.89,0.84,-1.28,-0.018
1.20,0.67,1.67,-1.36,0.004
1.21,-0.21,1.75,0.08,0.004
1.22,-0.95,0.53,0.30,-0.001
1.23,-0.65,1.29,1.66,-0.007
1.24,-0.21,0.38,1.58,0.010
1.25,0.53,-2.34,1.81,-0.012
1.26,0.89,-1.89,2.19,-0.001
1.27,1.63,1.82,-1.51,-0.007
1.28,1.63,1.59,-1.28,-0.018
1.29,0.67,0.16,0.68,-0.012
1.30,0.08,1.52,-1.28,0.004
1.31,-0.51,0.38,-0.38,-0.001
1.32,-1.24,-0.30,0.08,0.010
1.33,-0.73,0.46,-0.08,0.010
1.34,-1.17,-0.22,-0.45,-0.007
1.35,-0.51,0.23,-0.38,0.004
1.36,-0.58,1.59,-0.90,-0.001
1.37,-0.06,0.31,-0.38,0.004
1.38,0.30,0.69,-0.90,-0.007
1.39,1.04,0.38,0.83,-0.007
1.40,1.48,-0.68,0.38,-0.007
1.41,1.78,-0.75,0.53,-0.029
1.42,0.75,0.23,0.45,-0.012
1.43,-0.29,0.99,-1.43,0.010
1.44,-0.06,0.69,0.15,-0.007
1.45,-1.10,0.53,-1.43,-0.001
1.46,-0.51,0.53,0.38,0.010
1.47,0.75,-0.07,0.68,-0.001
1.48,0.89,-0.37,0.45,-0.018
1.49,1.56,-0.68,0.60,-0.007
1.50,1.71,-0.22,1.13,0.004
1.51,1.19,0.61,-0.60,-0.012
1.52,0.67,-1.21,1.13,-0.007
1.53,0.16,-0.07,-0.38,-0.012
1.54,0.23,1.29,-1.81,0.004
1.55,0.45,-0.75,-0.08,0.004
1.56,1.12,0.99,0.30,-0.012
1.57,1.63,0.53,-0.15,-0.001
1.58,0.08,-1.66,-0.38,-0.012
1.59,1.41,-0.83,1.43,-0.018
1.60,1.41,-0.53,0.15,-0.023
1.61,0.75,0.00,0.08,-0.001
1.62,1.78,0.38,0.45,0.004
1.63,1.78,-0.83,-0.08,-0.007
1.64,0.23,-0.15,0.23,-0.012
1.65,0.67,0.84,0.30,0.004
1.66,1.85,1.67,-1.06,-0.007
1.67,0.23,-0.45,0.08,-0.012
1.68,-0.65,-2.64,0.08,0.010
1.69,0.16,0.61,-1.21,-0.007
1.70,0.01,1.97,-0.45,-0.001
1.71,0.23,-1.13,0.00,0.004
1.72,1.26,0.08,1.13,-0.018
1.73,2.15,-0.22,-0.75,-0.018
1.74,1.19,-0.75,0.45,-0.018
1.75,0.82,0.23,-0.53,-0.012
1.76,0.45,-0.83,1.51,0.010
1.77,-0.14,0.16,-1.36,0.010
1.78,1.04,0.61,-1.21,0.004
1.79,0.45,0.31,0.15,-0.001
1.80,0.01,0.23,0.45,-0.007
