"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration","Force"
0.00,-1.65,5.70,0.59,0.011
0.01,0.32,-1.93,-0.39,-0.005
0.02,0.54,-1.78,-2.96,0.000
0.03,-0.52,3.89,3.38,0.005
0.04,0.17,-0.04,-1.82,-0.005
0.05,-0.74,-1.18,-0.99,-0.005
0.06,-1.65,3.28,2.02,0.021
0.07,0.39,-0.87,-0.99,-0.005
0.08,-0.67,0.49,1.42,-0.005
0.09,-0.14,1.32,-0.69,0.000
0.10,-1.20,-2.01,0.66,0.005
0.11,-0.14,1.85,0.59,0.011
0.12,0.85,-2.01,1.19,-0.005
0.13,-0.74,0.64,1.42,0.011
0.14,0.39,-1.78,-0.39,0.011
0.15,-0.52,0.34,-1.52,-0.005
0.16,-0.97,6.61,3.45,0.011
0.17,0.85,3.97,-7.86,-0.010
0.18,-2.11,-0.95,6.62,-0.010
0.19,-0.74,0.41,-1.37,0.011
0.20,1.53,-3.37,1.27,0.000
0.21,0.70,5.25,2.25,-0.010
0.22,1.38,1.85,-4.61,-0.005
0.23,4.56,-0.35,-3.18,-0.015
0.24,0.62,0.18,1.27,0.021
0.25,-1.73,-1.25,-0.32,0.021
0.26,0.32,-1.63,-1.67,0.005
0.27,-1.80,-0.87,6.47,0.011
0.28,-2.79,0.71,4.36,0.021
0.29,-3.09,2.45,-4.54,0.011
0.30,-2.48,-4.05,-0.92,-0.010
0.31,-1.58,5.93,0.97,0.016
0.32,-0.21,-1.03,-3.41,0.011
0.33,0.39,-10.63,2.55,-0.010
0.34,-1.35,0.56,3.76,0.021
0.35,-0.06,-1.86,1.34,0.016
0.36,-1.05,1.55,0.51,0.011
0.37,-2.18,0.03,0.97,0.026
0.38,-0.14,0.64,-3.41,-0.005
0.39,-0.97,0.11,1.57,0.016
0.40,-1.50,-3.60,0.14,0.011
0.41,-0.21,5.25,6.02,0.005
0.42,0.77,0.03,-3.78,-0.010
0.43,-0.06,-1.71,-0.92,0.005
0.44,-0.21,5.55,0.59,0.005
0.45,0.17,3.59,-8.84,0.000
0.46,-0.82,1.77,14.31,-0.031
0.47,-1.35,6.69,-1.30,0.000
0.48,-3.17,-7.00,3.38,0.011
0.49,-0.82,-0.19,-2.13,0.005
0.50,-1.20,-0.19,-0.77,0.016
0.51,1.15,3.21,3.83,-0.010
0.52,0.70,3.89,-0.99,0.011
0.53,1.15,-4.28,-0.24,-0.026
0.54,1.91,3.51,4.81,-0.005
0.55,1.00,3.13,-4.69,0.011
0.56,2.59,-6.62,-1.22,0.000
0.57,-0.89,6.76,12.96,0.016
0.58,-0.89,1.02,-9.06,-0.005
0.59,-3.70,-6.17,2.02,0.026
0.60,-3.09,9.26,9.94,0.005
0.61,-1.20,4.65,-7.56,0.021
0.62,-0.52,-1.40,-2.96,-0.026
0.63,-0.52,5.02,18.54,0.016
0.64,7.51,-9.95,3.61,-0.015
0.65,-0.44,-6.17,3.83,-0.047
0.66,-2.41,3.06,-1.07,0.005
0.67,-4.98,-6.47,-3.86,0.000
0.68,-3.24,4.80,6.70,-0.005
0.69,2.06,2.00,0.97,-0.010
0.70,2.59,-1.78,-4.99,-0.021
0.71,-2.11,3.89,10.77,0.005
0.72,-2.48,-1.55,-1.75,0.021
0.73,-1.12,-0.12,-0.32,0.011
0.74,-0.14,4.27,3.45,0.000
0.75,2.59,2.45,0.59,-0.015
0.76,-2.03,-3.75,-3.86,0.005
0.77,-1.95,-1.63,-3.41,0.005
0.78,-2.64,7.22,9.71,0.016
0.79,1.38,3.74,-7.48,-0.015
0.80,1.38,-0.27,7.38,-0.021
0.81,-0.97,-2.54,-5.90,0.016
0.82,-0.44,-3.45,-0.09,0.011
0.83,-1.73,5.70,3.68,0.000
0.84,3.57,-0.04,-0.24,-0.010
0.85,1.53,1.77,2.93,0.000
0.86,-0.74,-3.45,-3.78,0.005
0.87,-0.14,-1.40,2.78,-0.010
0.88,0.54,5.10,0.51,-0.015
0.89,-0.36,1.55,1.64,0.005
0.90,-1.88,-0.27,-2.35,0.016
0.91,-0.44,-1.03,-0.32,-0.005
0.92,-0.67,0.26,1.72,0.000
0.93,-0.36,1.92,-1.22,-0.005
0.94,-0.06,2.23,2.17,-0.005
0.95,0.70,-0.65,-0.32,-0.015
0.96,-0.21,0.41,-0.47,0.011
0.97,-0.97,2.30,-0.01,0.005
0.98,-1.50,0.18,-0.09,0.005
0.99,-0.06,3.51,0.36,0.000
1.00,0.54,-1.86,1.19,0.011
1.01,-0.82,0.79,-0.09,0.005
1.02,1.15,1.77,-1.30,-0.021
1.03,-0.36,-1.93,2.63,-0.005
1.04,-0.52,4.95,0.74,-0.005
1.05,0.92,-0.35,0.14,-0.005
1.06,-0.21,-1.86,-1.22,-0.010
1.07,0.39,4.19,2.40,-0.005
1.08,0.62,0.64,0.59,-0.015
1.09,-0.59,0.71,-0.39,-0.005
1.10,0.77,-0.57,0.29,-0.005
