"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration","Force"
0.00,0.28,-2.25,1.99,0.005
0.01,2.72,-0.05,-3.13,-0.006
0.02,-1.56,-0.66,-0.34,0.010
0.03,0.21,-3.00,-0.49,-0.006
0.04,-0.16,3.51,0.11,-0.012
0.05,-0.31,1.92,-0.27,-0.001
0.06,0.58,2.75,-1.93,-0.012
0.07,-0.16,0.63,-0.27,0.015
0.08,-2.45,-0.96,-0.19,0.010
0.09,-1.27,-0.35,1.62,0.005
0.10,2.20,1.39,-3.21,-0.012
0.11,1.61,-4.90,0.64,-0.012
0.12,1.31,-2.70,-0.19,0.005
0.13,0.28,-3.31,-2.38,-0.001
0.14,0.50,-0.96,-1.85,0.005
0.15,0.72,0.33,0.49,-0.001
0.16,-0.97,1.08,2.14,0.010
0.17,-0.46,1.69,-0.34,0.005
0.18,0.87,-0.58,-1.02,-0.006
0.19,0.21,0.86,-0.12,-0.006
0.20,0.43,2.67,-1.10,0.005
0.21,0.28,-0.20,0.49,-0.006
0.22,-0.46,1.54,0.03,-0.001
0.23,-0.60,-0.88,0.49,-0.001
0.24,-0.83,1.46,0.03,0.010
0.25,0.06,-1.19,0.86,-0.012
0.26,0.65,-0.28,1.54,0.005
0.27,0.58,4.26,-0.04,-0.006
0.28,-0.01,-2.70,0.33,-0.012
0.29,-0.09,3.28,-0.49,-0.006
0.30,-1.64,0.18,1.77,-0.001
0.31,-0.38,-2.10,2.29,-0.006
0.32,1.61,2.98,-2.08,-0.001
0.33,-0.68,-0.81,3.12,0.010
0.34,0.13,2.29,-0.27,0.005
0.35,-1.34,-1.57,1.39,0.010
0.36,-0.75,-2.02,2.07,0.005
0.37,0.43,0.55,-0.87,-0.012
0.38,0.58,-2.55,-1.78,0.005
0.39,-1.27,-0.66,-1.93,0.005
0.40,-1.78,1.92,4.33,0.021
0.41,1.02,2.29,2.82,-0.017
0.42,-2.01,2.67,0.41,0.010
0.43,0.65,0.48,-1.32,-0.012
0.44,0.21,-0.28,-1.32,-0.012
0.45,2.72,-1.11,-0.27,-0.028
0.46,0.36,2.60,-1.02,-0.006
0.47,-1.05,-2.63,3.88,-0.006
0.48,-1.78,0.02,1.99,0.005
0.49,-2.37,-1.72,-1.40,0.015
0.50,0.72,-1.94,-1.17,-0.017
0.51,1.46,1.61,-1.32,-0.023
0.52,0.72,-0.51,1.16,-0.001
0.53,0.43,2.75,-1.32,-0.001
0.54,-1.42,1.16,2.29,0.010
0.55,0.06,-0.51,0.11,-0.023
0.56,-1.12,2.82,-2.15,0.010
0.57,1.24,-1.49,1.54,-0.017
0.58,1.02,0.48,-0.19,-0.006
0.59,-2.23,0.93,1.54,0.005
0.60,0.72,0.02,1.16,-0.001
0.61,1.02,0.86,-0.65,-0.001
0.62,0.87,0.93,-1.78,-0.006
0.63,-0.46,1.84,-1.02,-0.001
0.64,0.28,-2.17,0.49,0.005
0.65,-0.09,1.61,0.33,-0.006
0.66,-0.60,2.14,0.33,-0.006
0.67,-0.60,-1.26,1.54,-0.001
0.68,3.16,0.55,-1.70,-0.012
0.69,-2.15,-4.29,0.18,0.015
0.70,-0.09,0.40,-2.00,-0.001
0.71,-0.60,-0.88,1.16,-0.006
0.72,3.23,-0.81,0.86,-0.023
0.73,0.50,2.45,-1.02,0.010
0.74,-2.60,-1.87,0.94,0.010
0.75,0.36,-0.81,-0.87,-0.006
0.76,-0.97,1.61,0.11,-0.001
0.77,1.09,-1.72,-0.57,-0.001
0.78,-0.46,2.14,-0.04,0.015
0.79,-0.83,-1.72,2.37,0.010
0.80,0.72,3.28,-2.76,-0.001
0.81,0.43,0.71,-0.19,-0.006
0.82,-2.30,-1.34,-1.93,0.015
0.83,1.31,-1.34,-1.25,-0.006
0.84,0.72,0.02,1.77,-0.023
0.85,0.06,0.02,4.18,-0.012
0.86,-0.16,2.29,-1.70,-0.012
0.87,0.21,0.55,-0.12,-0.001
0.88,-1.56,-0.66,2.75,0.005
0.89,0.06,0.93,-3.06,0.005
0.90,-0.01,-2.10,0.26,-0.006
0.91,-0.53,1.99,2.45,0.010
0.92,-0.60,-1.87,1.24,0.005
0.93,0.13,-0.51,-0.49,-0.006
0.94,-0.53,-0.35,-1.70,-0.006
0.95,-2.30,-0.73,1.09,0.005
0.96,1.68,1.61,-0.42,-0.006
0.97,-1.19,1.54,2.82,0.005
0.98,-0.01,2.14,1.54,-0.017
0.99,-0.09,1.16,-0.19,0.005
1.00,-0.97,0.18,-1.85,0.010
1.01,0.06,1.23,-3.66,0.005
1.02,-0.01,-1.79,1.69,-0.001
1.03,0.65,-0.13,-1.02,-0.012
1.04,0.72,-1.49,-1.40,-0.012
1.05,-1.34,-1.34,0.26,0.010
1.06,-0.68,-0.28,-1.02,0.015
1.07,-0.38,-2.63,3.43,-0.006
