"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration","Force"
0.00,0.10,0.40,0.62,0.001
0.01,-0.57,-0.43,1.38,0.007
0.02,-0.42,-0.28,3.19,-0.004
0.03,-0.49,-0.51,2.21,0.001
0.04,-0.42,-1.19,-0.51,0.001
0.05,-0.49,-0.58,-1.04,-0.004
0.06,-0.79,-1.41,-0.21,0.001
0.07,-1.75,-1.79,0.09,0.012
0.08,-1.16,-0.13,1.60,0.007
0.09,-0.42,0.18,1.60,0.001
0.10,0.47,-0.05,1.00,-0.004
0.11,1.28,0.10,1.38,-0.010
0.12,0.39,-0.73,-1.34,-0.004
0.13,0.17,-1.34,-0.81,-0.010
0.14,0.91,1.01,0.85,-0.015
0.15,0.10,0.18,-1.72,-0.010
0.16,-0.35,-3.16,-0.74,-0.004
0.17,-0.05,-0.66,2.66,0.001
0.18,-0.71,0.93,1.00,0.001
0.19,-0.86,-3.23,1.23,0.007
0.20,-1.82,-0.96,-0.06,0.012
0.21,-0.71,1.31,-0.74,-0.004
0.22,-0.64,-1.04,-1.04,0.001
0.23,-0.79,0.55,0.09,-0.004
0.24,0.24,1.54,-0.66,-0.004
0.25,1.79,-1.64,-1.34,-0.031
0.26,0.61,-0.35,2.36,0.001
0.27,0.39,1.08,-1.34,0.007
0.28,-0.86,-1.26,0.09,0.012
0.29,-1.97,-1.11,-0.06,0.007
0.30,-1.01,-1.72,-0.66,0.001
0.31,-0.57,-2.32,-1.79,0.007
0.32,0.32,0.02,-1.49,-0.015
0.33,0.17,-0.43,-2.54,-0.004
0.34,-0.27,-2.17,0.09,0.007
0.35,0.83,1.46,0.09,-0.004
0.36,0.47,0.78,-2.02,-0.015
0.37,-0.94,-2.32,0.25,0.007
0.38,-1.08,-0.05,0.92,0.012
0.39,-0.57,-0.20,0.55,0.007
0.40,-0.64,-2.47,0.62,-0.010
0.41,-0.12,-1.26,-0.21,0.001
0.42,0.39,0.18,-2.39,-0.004
0.43,-0.12,-0.35,-0.21,0.001
0.44,-0.27,0.78,0.17,0.012
0.45,-0.64,-0.35,1.45,-0.004
0.46,-1.16,0.10,1.90,-0.010
0.47,0.02,-0.13,-0.06,-0.004
0.48,0.39,-2.55,-0.13,0.001
0.49,0.69,0.25,0.32,-0.010
0.50,1.28,1.99,-2.09,0.007
0.51,0.47,-0.88,0.92,-0.010
0.52,-0.49,-0.88,-0.74,-0.010
0.53,0.47,1.61,-0.66,-0.010
0.54,0.61,0.33,2.58,-0.004
0.55,-0.94,-2.25,1.45,-0.004
0.56,-1.82,0.33,0.70,0.007
0.57,-0.12,0.93,-1.04,0.001
0.58,-0.27,0.25,1.07,0.012
0.59,0.10,0.71,-0.13,-0.004
0.60,0.47,-2.02,0.92,0.001
0.61,1.06,0.86,2.05,-0.004
0.62,1.28,1.84,0.77,-0.004
0.63,0.10,-1.79,-0.36,-0.010
0.64,-0.27,0.33,0.25,0.001
0.65,-0.64,0.93,0.47,0.001
0.66,-1.01,-2.32,1.68,-0.004
0.67,0.24,1.39,-2.47,-0.004
0.68,0.32,1.76,-4.20,0.012
0.69,-0.27,-0.96,2.05,0.001
0.70,-0.71,0.55,0.02,-0.004
0.71,-0.64,2.14,-0.81,-0.004
0.72,-0.12,-1.64,-0.66,-0.004
0.73,-0.27,-1.79,-0.06,-0.015
0.74,0.98,1.23,0.62,-0.010
0.75,-0.42,-0.66,-1.64,0.012
0.76,-1.23,-0.28,0.85,0.001
0.77,0.10,1.92,0.62,0.007
0.78,0.32,-0.43,-0.81,-0.015
0.79,-1.01,-0.20,-0.43,0.012
0.80,0.39,0.63,-2.17,-0.004
0.81,0.47,0.25,1.23,0.001
0.82,-0.20,-0.28,-1.94,0.007
0.83,0.17,-1.34,1.07,-0.010
0.84,-0.27,1.54,0.02,-0.004
0.85,-0.49,1.39,-1.79,-0.004
0.86,-0.57,-1.72,0.40,-0.004
0.87,-0.05,1.84,0.02,-0.010
0.88,1.35,1.84,1.07,-0.004
0.89,0.83,-2.25,1.30,0.001
0.90,0.61,0.86,-2.32,-0.015
0.91,0.02,1.61,-0.13,-0.010
0.92,-0.86,-1.41,2.43,0.007
0.93,-1.23,-0.05,-0.81,0.001
0.94,-1.30,-0.43,0.25,0.001
0.95,-0.49,-0.28,0.17,0.001
0.96,1.06,1.76,-0.21,-0.015
0.97,0.32,0.33,-0.06,-0.015
0.98,-0.79,-0.51,0.09,-0.010
0.99,-0.35,1.99,-1.79,0.001
1.00,-0.49,-0.43,-1.34,0.012
1.01,-0.79,-3.23,0.40,0.001
1.02,0.39,3.05,1.30,0.007
1.03,0.10,2.60,-4.13,-0.010
1.04,-2.04,-3.00,1.38,0.018
1.05,0.02,0.93,2.51,-0.004
1.06,2.01,2.75,-1.04,-0.004
1.07,-0.12,-3.08,2.21,-0.004
1.08,-0.05,-1.49,-0.06,0.001
1.09,1.20,2.29,1.45,-0.004
1.10,0.10,0.55,-0.06,-0.010
1.11,-0.35,0.18,-0.81,0.007
1.12,-0.35,-0.58,1.00,0.001
1.13,0.91,-0.66,0.85,-0.004
1.14,0.61,1.54,-0.51,-0.010
1.15,0.54,0.48,1.07,-0.004
1.16,1.06,1.08,1.45,-0.004
1.17,-0.49,0.18,-0.89,0.007
1.18,-2.56,-1.11,-3.15,0.018
1.19,-1.01,0.25,1.23,0.001
1.20,-0.86,1.01,-0.89,0.001
1.21,-1.16,-1.72,-1.64,0.001
1.22,-0.20,-0.28,1.83,0.001
1.23,2.60,2.37,-0.89,-0.015
1.24,0.39,0.10,1.30,-0.010
1.25,0.91,-1.11,3.11,-0.004
