"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration","Force"
0.00,-0.73,0.66,0.77,0.020
0.01,0.97,0.66,1.98,-0.001
0.02,0.75,-1.92,0.62,0.010
0.03,2.52,0.73,-0.81,-0.007
0.04,3.33,3.31,-0.96,-0.023
0.05,0.75,-0.48,0.62,0.004
0.06,-0.14,-1.23,-0.96,0.010
0.07,1.34,1.64,0.17,0.010
0.08,0.89,-0.55,3.49,-0.001
0.09,1.34,-1.16,-0.21,-0.007
0.10,1.56,-0.71,0.32,-0.001
0.11,0.01,-0.86,1.30,-0.001
0.12,-0.80,2.02,-1.04,0.020
0.13,0.45,0.73,-1.34,-0.001
0.14,0.75,-0.78,0.02,-0.001
0.15,1.78,0.81,-1.11,-0.007
0.16,0.97,-0.33,0.32,-0.007
0.17,1.56,-0.78,0.55,-0.001
0.18,1.19,2.63,1.38,-0.001
0.19,1.12,1.57,0.32,-0.023
0.20,0.60,-1.31,2.58,-0.001
0.21,-0.21,-0.78,-0.06,0.010
0.22,0.38,0.05,1.07,-0.001
0.23,0.08,-0.10,0.77,0.004
0.24,1.41,0.51,0.85,-0.001
0.25,2.22,0.73,-0.89,-0.007
0.26,2.37,-0.48,-1.26,-0.007
0.27,1.34,0.81,-1.56,-0.001
0.28,0.30,0.20,0.70,-0.001
0.29,0.01,-1.16,-1.04,-0.001
0.30,0.16,-0.48,0.09,-0.001
0.31,-0.14,0.43,-1.26,0.015
0.32,0.01,0.28,-2.17,0.004
0.33,-0.29,0.43,0.32,0.004
0.34,0.38,0.58,-0.43,0.004
0.35,1.26,-0.78,0.77,-0.012
0.36,0.75,-1.08,2.05,-0.007
0.37,2.52,-1.31,-0.36,-0.012
0.38,2.00,-0.78,-0.89,-0.018
0.39,1.12,0.35,-1.34,-0.012
0.40,0.67,0.13,1.00,-0.001
0.41,0.30,2.02,0.62,0.015
0.42,1.26,0.13,-0.36,-0.007
0.43,1.12,-2.52,0.77,-0.001
0.44,1.56,1.34,0.40,0.004
0.45,1.78,1.87,-1.26,-0.007
0.46,0.16,-3.43,1.00,-0.007
0.47,0.60,-1.16,2.05,0.010
0.48,2.37,1.94,-0.96,-0.007
0.49,1.56,-1.46,0.85,-0.018
0.50,0.67,-0.86,-1.26,-0.001
0.51,1.63,1.57,0.09,-0.007
0.52,1.26,0.28,1.07,-0.001
0.53,0.53,0.13,0.25,-0.001
0.54,0.82,-0.55,-1.56,-0.001
0.55,1.19,-1.92,0.02,-0.001
0.56,0.82,-0.02,0.09,-0.001
0.57,0.53,-0.40,-0.96,-0.001
0.58,0.30,-2.07,2.28,-0.001
0.59,0.97,0.05,3.11,-0.007
0.60,2.52,1.26,-0.89,-0.007
0.61,0.67,0.81,-3.15,-0.001
0.62,0.23,-0.93,0.25,-0.007
0.63,1.93,0.73,2.73,-0.001
0.64,1.41,1.64,-1.64,0.010
0.65,-0.43,-2.37,-1.04,0.004
0.66,-0.14,-1.61,1.53,0.015
0.67,1.85,2.70,0.55,-0.012
0.68,0.53,1.19,-1.04,-0.001
0.69,0.08,-1.39,-0.36,0.004
0.70,0.30,0.73,0.02,-0.012
0.71,0.38,0.35,-0.74,-0.007
0.72,-0.65,-2.14,0.09,-0.001
0.73,0.67,-0.10,-0.36,-0.012
0.74,0.75,1.26,0.92,0.010
0.75,-0.06,-0.55,0.92,0.004
0.76,1.12,0.43,-1.19,0.004
0.77,-0.29,1.19,-0.81,0.020
0.78,-0.95,-1.92,0.32,0.004
0.79,-0.43,-1.16,-0.81,0.020
0.80,0.82,1.64,-0.06,-0.007
0.81,1.63,0.05,-1.72,-0.018
0.82,1.41,-1.08,0.40,0.004
0.83,1.26,1.11,0.55,-0.007
0.84,0.67,-0.78,1.15,-0.001
0.85,-0.14,-1.69,-0.43,0.010
0.86,-0.58,0.58,-1.56,-0.012
0.87,0.60,-0.18,-1.34,0.004
0.88,1.41,-0.33,1.45,-0.001
0.89,1.85,0.96,-0.66,-0.001
0.90,1.12,-0.25,0.32,-0.007
0.91,0.53,0.35,-1.04,-0.012
0.92,0.67,0.66,0.55,-0.007
0.93,0.30,-0.25,-0.28,-0.001
0.94,0.45,-1.01,-0.89,-0.001
0.95,0.38,-0.40,0.09,0.010
0.96,1.34,-0.18,-0.96,-0.001
0.97,0.75,-1.23,2.43,-0.001
0.98,1.19,-0.33,0.85,-0.001
0.99,1.71,1.87,-1.04,-0.012
1.00,0.45,2.10,-0.06,0.004
1.01,0.01,-1.69,1.90,-0.001
1.02,-0.65,-0.10,0.77,0.010
1.03,0.23,2.25,-0.36,0.010
1.04,0.16,-0.71,0.25,-0.007
1.05,-0.36,-2.67,-0.81,0.004
1.06,0.89,0.13,-1.49,-0.012
1.07,1.12,2.25,-2.09,-0.012
1.08,1.34,-0.71,2.05,-0.007
1.09,-0.06,-1.99,-0.21,0.015
1.10,0.97,0.43,-1.19,-0.001
1.11,1.56,1.64,0.02,-0.012
1.12,1.63,0.05,-0.66,-0.001
1.13,1.12,-2.67,0.55,-0.001
1.14,1.41,-1.84,0.02,-0.001
1.15,0.53,2.55,1.53,0.004
1.16,1.04,2.17,2.13,0.010
1.17,0.23,-0.78,-0.06,-0.012
1.18,1.71,0.81,-1.11,-0.012
1.19,2.81,1.04,-0.28,-0.012
1.20,1.78,-1.54,2.36,-0.012
1.21,1.19,-0.86,0.32,-0.012
1.22,1.48,0.88,2.13,-0.007
1.23,2.00,0.81,0.92,-0.001
1.24,2.74,0.35,0.40,-0.012
1.25,2.52,-0.33,-1.56,-0.007
1.26,2.52,-0.40,0.02,-0.007
1.27,1.78,-0.78,0.09,-0.018
1.28,-0.14,-1.76,-0.28,0.004
1.29,-0.14,0.96,-1.94,-0.001
1.30,0.75,2.10,-0.81,0.004
1.31,0.67,-0.48,-0.36,-0.012
1.32,1.34,-0.78,-1.49,-0.012
1.33,1.12,0.81,1.75,-0.001
1.34,0.75,0.88,3.11,-0.001
1.35,0.60,1.87,-0.28,0.004
1.36,0.89,-0.63,0.55,0.010
1.37,1.34,-6.76,-0.21,-0.023
1.38,0.82,-4.11,-3.52,-0.001
1.39,2.00,5.20,-3.00,-0.012
1.40,2.59,2.17,-1.94,-0.007
1.41,-0.43,-5.32,3.71,0.004
1.42,0.30,2.10,-1.19,-0.007
1.43,1.04,2.55,-1.56,-0.001
1.44,0.01,-2.90,0.40,-0.007
1.45,0.82,-0.63,-0.96,0.015
1.46,2.59,2.63,0.09,-0.012
1.47,1.56,-0.71,1.15,-0.001
1.48,0.38,-3.28,-0.96,-0.012
1.49,0.45,0.58,-1.49,0.004
1.50,-0.21,2.02,-1.19,0.010
1.51,-0.58,-1.01,2.28,0.004
1.52,0.53,0.58,0.85,-0.001
1.53,0.75,1.49,0.85,-0.001
1.54,0.30,-1.76,1.07,-0.001
1.55,1.63,-0.33,1.30,-0.018
1.56,2.15,1.79,-0.43,-0.001
1.57,2.22,-0.78,0.85,-0.012
